nachname;vorname;geburtsjahr;partei;wahlkreis;landeslistePlatz;bundesland;jahr
Bigus;Joachim Fritz Anton;1958;DKP;39;12;Niedersachsen;2021
Haunhorst;Maria Anita;1956;dieBasis;39;;;2021
Beermann;Maik;1981;CDU;40;25;Niedersachsen;2021
Völlers;Marja-Liisa;1984;SPD;40;16;Niedersachsen;2021
Born;Anton Marcus Hendrikus;1962;FDP;40;19;Niedersachsen;2021
Althaus;Thorsten;1969;AfD;40;;;2021
Keul;Katja;1969;GRÜNE;40;7;Niedersachsen;2021
Dahms;Lennart Jan;2002;DIE LINKE;40;;;2021
Tautz;Gabriele;1963;Tierschutzpartei;40;6;Niedersachsen;2021
Hartung;Sabine;1962;FREIE WÄHLER;40;18;Niedersachsen;2021
Schippers;Rainer Kurt;1978;dieBasis;40;;;2021
Weich;Heinz Josef;1951;EB: Weich 40; 40;;;2021
Oppelt;Maximilian Marius;1986;CDU;41;15;Niedersachsen;2021
Ahmetovic;Adis;1993;SPD;41;29;Niedersachsen;2021
Wieking;Katharina Johanna;1993;FDP;41;24;Niedersachsen;2021
König;Jörn Harald;1967;AfD;41;5;Niedersachsen;2021
Michaelsen;Swantje Henrike;1979;GRÜNE;41;11;Niedersachsen;2021
Ullrich;Hans-Herbert;1958;DIE LINKE;41;;;2021
Bolm;Jens Manuel;1982;Die PARTEI;41;34;Niedersachsen;2021
Günther;Corinna;1965;Tierschutzpartei;41;;;2021
Rüdiger;Ronald;1981;FREIE WÄHLER;41;22;Niedersachsen;2021
Budnick;Reiner;1954;PIRATEN;41;;;2021
Schneider;Iko Paul Jonny;1967;ÖDP;41;8;Niedersachsen;2021
Nierstenhöfer;Anke;1974;MLPD;41;3;Niedersachsen;2021
Bader;Karl-Heinz;1954;dieBasis;41;;;2021
Rieck-Vogt;Diana;1972;CDU;42;16;Niedersachsen;2021
Fahimi;Yasmin;1967;SPD;42;8;Niedersachsen;2021
Gerschau;Knut;1961;FDP;42;5;Niedersachsen;2021
Hirche;Reinhard;1948;AfD;42;;;2021
Kindler;Sven-Christian;1985;GRÜNE;42;2;Niedersachsen;2021
Bokah Tamejani;Parwaneh Tayabeh;1958;DIE LINKE;42;;;2021
Klippert;Julian;1988;Die PARTEI;42;;;2021
Wulff;Robert Rouven Christian;1991;Tierschutzpartei;42;3;Niedersachsen;2021
Hey;Andreas;1964;FREIE WÄHLER;42;15;Niedersachsen;2021
Ganskow;Thomas Ernst Erich Emil;1967;PIRATEN;42;1;Niedersachsen;2021
Kleffel;Else Anne Käthe;1951;MLPD;42;12;Niedersachsen;2021
Heinrich;Niels Daniel;1972;dieBasis;42;;;2021
Kirschmann;Eduard;1963;Die Humanisten;42;4;Niedersachsen;2021
Hoppenstedt;Hendrik;1972;CDU;43;1;Niedersachsen;2021
Schamber;Rebecca;1975;SPD;43;22;Niedersachsen;2021
Aggelidis;Grigorios;1965;FDP;43;28;Niedersachsen;2021
Friedhoff;Dietmar;1966;AfD;43;4;Niedersachsen;2021
Palandt;Jens;1967;GRÜNE;43;24;Niedersachsen;2021
Braedt;Michael;1951;DIE LINKE;43;;;2021
Langhorst;Ýr Estrid;1999;Die PARTEI;43;7;Niedersachsen;2021
Klingebiel;Jens;1970;Tierschutzpartei;43;2;Niedersachsen;2021
Engel;Olaf;1971;PIRATEN;43;10;Niedersachsen;2021
Krobjinski;Iris;1963;dieBasis;43;;;2021
Zschoch;Mirco;1969;LKR;43;;;2021
Kober;Inessa;1991;EB: Kober 43; 43;9;Nordrhein-Westfalen;2021
Otte;Henning Rudolf Helmut;1968;CDU;44;13;Niedersachsen;2021
Mende;Dirk-Ulrich August Heinrich;1957;SPD;44;27;Niedersachsen;2021
Schulz;Anja;1985;FDP;44;3;Niedersachsen;2021
Ehrhorn;Thomas Ludwig Walter;1959;AfD;44;3;Niedersachsen;2021
Jordan;Markus Erik;1961;GRÜNE;44;32;Niedersachsen;2021
Podstawa;Christoph Josef;1982;DIE LINKE;44;;;2021
Siebold;Philip;1998;FREIE WÄHLER;44;20;Niedersachsen;2021
Schlüter;Andrew Niko;1967;EB: Schlüter 44; 44;1;Berlin;2021
Pahlmann;Ingrid;1957;CDU;45;12;Niedersachsen;2021
Heil;Wolfgang-Hubertus;1972;SPD;45;1;Niedersachsen;2021
Schellhorn;Thomas;1961;FDP;45;25;Niedersachsen;2021
Marzischewski-Drewes;Stefan;1965;AfD;45;9;Niedersachsen;2021
Werner;Henrik;1988;GRÜNE;45;18;Niedersachsen;2021
Mantzke;Andreas;1987;DIE LINKE;45;7;Niedersachsen;2021
Orend;Marika;1965;Tierschutzpartei;45;;;2021
Gemba;Wolfgang;1953;FREIE WÄHLER;45;7;Niedersachsen;2021
Draheim;Marita Christa;1959;dieBasis;45;6;Niedersachsen;2021
Schladebeck;Nadine;1978;LKR;45;4;Niedersachsen;2021
Neumann;Ute Vibeke;1954;EB: Neumann 45; 45;;;2021
Kunick;Angela Vera;1953;EB: Kunick 45; 45;;;2021
Wulf;Mareike Lotte;1979;CDU;46;9;Niedersachsen;2021
Schraps;Johannes;1983;SPD;46;9;Niedersachsen;2021
Mönkemeyer;Moritz;2000;FDP;46;18;Niedersachsen;2021
Klages;Delia Susanne;1960;AfD;46;;;2021
Limburg;Helge Stefan;1982;GRÜNE;46;8;Niedersachsen;2021
Marquardt;Stephan;1984;DIE LINKE;46;;;2021
Schürmann;Carsten;1978;FREIE WÄHLER;46;28;Niedersachsen;2021
Janus;Andreas Franz;1963;dieBasis;46;11;Niedersachsen;2021
Kuban;Tilman Moritz;1987;CDU;47;7;Niedersachsen;2021
Miersch;Matthias;1968;SPD;47;3;Niedersachsen;2021
Zaya;Nadin;1998;FDP;47;13;Niedersachsen;2021
Brandes;Dirk;1974;AfD;47;6;Niedersachsen;2021
Meyer;Simone;1981;GRÜNE;47;23;Niedersachsen;2021
Kuhn;Thorsten;1975;DIE LINKE;47;;;2021
Rosien;Lisa-Marie;1998;Die PARTEI;47;;;2021
Klitz;Claudia;1958;Tierschutzpartei;47;5;Niedersachsen;2021
Krienke;Moritz;1987;FREIE WÄHLER;47;5;Niedersachsen;2021
Kopec;Uwe Gerhard;1963;PIRATEN;47;8;Niedersachsen;2021
Görres;Eva-Maria;1966;dieBasis;47;;;2021
Göller;Wolfgang;1950;EB: Göller 47; 47;;;2021
Bertram;Ute;1961;CDU;48;14;Niedersachsen;2021
Westphal;Bernd Helmut;1960;SPD;48;13;Niedersachsen;2021
Jacobs;Henrik Harald Malte;1986;FDP;48;9;Niedersachsen;2021
Rinck;Frank Martin Klaus;1986;AfD;48;2;Niedersachsen;2021
Holtz;Ottmar Wilhelm;1961;GRÜNE;48;14;Niedersachsen;2021
Krüger;Rita;1951;DIE LINKE;48;;;2021
Kalvelage;Heinrich;1959;FREIE WÄHLER;48;19;Niedersachsen;2021
Höfer;Phil;1995;PIRATEN;48;2;Niedersachsen;2021
Kucz;Henry;1987;ÖDP;48;;;2021
Fritsch;Michael;1963;dieBasis;48;1;Niedersachsen;2021
Wieczorek;Reinhard;1970;EB: Wieczorek 48; 48;;;2021
Herzig;Otwin;1953;EB: Herzig 48; 48;;;2021
Bormann;Holger;1981;CDU;49;20;Niedersachsen;2021
Kreiser;Dunja Eleonore Angelika;1971;SPD;49;12;Niedersachsen;2021
Weitemeier;Max;1999;FDP;49;21;Niedersachsen;2021
Günther;Thomas Karl;1971;AfD;49;;;2021
Bei der Wieden;Claudia;1965;GRÜNE;49;25;Niedersachsen;2021
Perli;Victor Angelo;1982;DIE LINKE;49;2;Niedersachsen;2021
Gehmert;Günter Karl-Heinz;1947;FREIE WÄHLER;49;12;Niedersachsen;2021
Golland;Jens Bruno;1966;PIRATEN;49;9;Niedersachsen;2021
Eyssen;Volker Karl;1954;dieBasis;49;;;2021
Jagau;Christiane Anna Berta Waltraut;1962;EB: Jagau 49; 49;;;2021
Deutsch;Paul;1951;EB: Deutsch 49; 49;11;Niedersachsen;2021
Müller;Carsten;1970;CDU;50;8;Niedersachsen;2021
Pantazis;Christos;1975;SPD;50;26;Niedersachsen;2021
Merten;Anikó;1982;FDP;50;8;Niedersachsen;2021
Weber;Frank Markus;1964;AfD;50;;;2021
Erdmann;Margaux Gerlind Jeanne Hildegard;1986;GRÜNE;50;15;Niedersachsen;2021
Özgür;Alper;1963;DIE LINKE;50;;;2021
Jankun;Eike;1964;FREIE WÄHLER;50;24;Niedersachsen;2021
Wolters;Anna Saskia;1983;V-Partei³;50;2;Niedersachsen;2021
Arndt;Klaus Joachim;1966;ÖDP;50;;;2021
Schwartz;Philipp;1988;MLPD;50;2;Niedersachsen;2021
Bedürftig;Christoph;1981;dieBasis;50;2;Niedersachsen;2021
Helck;Christian;1965;LKR;50;;;2021
Rosenbaum;Peter Paul;1950;EB: Rosenbaum 50; 50;;;2021
Wolter;Andreas Michael;1964;EB: Wolter 50; 50;;;2021
Gust;Erdmann;1965;EB: Gust 50; 50;;;2021
Weber;Andreas;1979;CDU;51;19;Niedersachsen;2021
Mohrs;Falko;1984;SPD;51;19;Niedersachsen;2021
Krumm;Kristin Erika;1987;FDP;51;17;Niedersachsen;2021
Scharfenberg;Stephanie;1974;AfD;51;;;2021
Bsirske;Frank;1952;GRÜNE;51;6;Niedersachsen;2021
Mex;Bernd Hermann;1964;DIE LINKE;51;;;2021
Schrödl;Frank Josef;1967;FREIE WÄHLER;51;26;Niedersachsen;2021
Weigl;Dora Maria;1981;ÖDP;51;;;2021
Kunick;Peter Volker;1956;EB: Kunick 51; 51;7;Niedersachsen;2021
Wiesenthal;Wilfried;1959;EB: Wiesenthal 51; 51;;;2021
Hönig;Johann Sebastian Günter;1951;EB: Hönig 51; 51;;;2021
Kühne;Roy;1967;CDU;52;23;Niedersachsen;2021
Heiligenstadt;Frauke;1966;SPD;52;10;Niedersachsen;2021
Schwede;Jan Henrik;1996;FDP;52;;;2021
Kestner;Jens;1971;AfD;52;;;2021
Otte;Karoline;1996;GRÜNE;52;9;Niedersachsen;2021
Brunnemann;Eva-Maria;1956;DIE LINKE;52;8;Niedersachsen;2021
Warzecha;Christian Dieter;1993;FREIE WÄHLER;52;8;Niedersachsen;2021
Reinecke;Janine;1978;dieBasis;52;;;2021
Schäuble-Leopold;Jürgen;1963;EB: Schäuble-Leopold 52; 52;;;2021
Güntzler;Fritz;1966;CDU;53;10;Niedersachsen;2021
Philippi;Andreas Milan Gerhard;1965;SPD;53;17;Niedersachsen;2021
Kuhle;Konstantin Elias;1989;FDP;53;4;Niedersachsen;2021
Trittin;Jürgen;1954;GRÜNE;53;4;Niedersachsen;2021
Goes;Thomas;1980;DIE LINKE;53;;;2021
Langemeier;Kay;1977;MLPD;53;6;Niedersachsen;2021
Sohn;Manfred Rainer Günther;1955;DKP;53;14;Niedersachsen;2021
Winkel;Gabriele;1962;dieBasis;53;15;Niedersachsen;2021
Töpperwien;Olaf;1969;LKR;53;6;Niedersachsen;2021
Ryglewski;Sarah Janina;1983;SPD;54;1;Bremen;2021
Röwekamp;Thomas;1966;CDU;54;1;Bremen;2021
Tuncel;Cindi;1977;DIE LINKE;54;2;Bremen;2021
Kappert-Gonther;Kirsten;1966;GRÜNE;54;1;Bremen;2021
Löhmann;Heinrich;1961;AfD;54;2;Bremen;2021
Redder;Volker;1959;FDP;54;1;Bremen;2021
Andersen;Merle;1995;Die PARTEI;54;;;2021
Strauß;Patrick;1976;FREIE WÄHLER;54;2;Bremen;2021
Lange;Wolfgang;1952;MLPD;54;2;Bremen;2021
Marahrens;Ronald-Oliver;1965;dieBasis;54;1;Bremen;2021
Piegsa;Antje;1960;ÖDP;54;4;Bremen;2021
Henking;Bennet;1997;Die Humanisten;54;;;2021
Balog-Broschinski;Cornelia;1964;Tierschutzpartei;54;1;Bremen;2021
Speer;Michael;1987;Volt;54;2;Bremen;2021
Schmidt;Uwe;1966;SPD;55;2;Bremen;2021
Winter;Wiebke;1996;CDU;55;3;Bremen;2021
Achelwilm;Doris;1976;DIE LINKE;55;1;Bremen;2021
Labetzke;Michael;1970;GRÜNE;55;2;Bremen;2021
Jürgewitz;Thomas;1959;AfD;55;;;2021
Akkamis;Gökhan;1997;FDP;55;3;Bremen;2021
Fasmers;Ralf;1964;Die PARTEI;55;;;2021
Büntjen;Katharina;1955;FREIE WÄHLER;55;3;Bremen;2021
Bode;Rolf;1972;V-Partei³;55;1;Bremen;2021
Bader;Jürgen;1960;MLPD;55;3;Bremen;2021
Kaufmann;Annette;1953;dieBasis;55;2;Bremen;2021
Tober;Kara;1995;ÖDP;55;1;Bremen;2021
Härtel;Mathis;1994;Die Humanisten;55;3;Bremen;2021
Daum;Christian;1983;PIRATEN;55;;;2021
Steineke;Sebastian;1973;CDU;56;5;Brandenburg;2021
Kaufner;Dominik Alexander;1983;AfD;56;7;Brandenburg;2021
Papenbrock;Wiebke;1979;SPD;56;12;Brandenburg;2021
Mayer;Anja Maria;1979;DIE LINKE;56;3;Brandenburg;2021
Essig;Thomas;1965;FDP;56;;;2021
Kowol;Maximilian;2000;GRÜNE;56;8;Brandenburg;2021
Drößler;Corvin;1999;Die PARTEI;56;6;Brandenburg;2021
Güldener;Michael;1970;FREIE WÄHLER;56;7;Brandenburg;2021
Dietzsch;Stephan Gustav;1976;dieBasis;56;13;Brandenburg;2021
Heidkamp;Axel;1958;PIRATEN;56;6;Brandenburg;2021
Glamann;Norbert;1961;EB: Glamann 56; 56;;;2021
Eckelmann;Willi;1963;EB: Eckelmann 56; 56;;;2021
Koeppen;Jens;1962;CDU;57;1;Brandenburg;2021
Gnauck;Hannes;1991;AfD;57;5;Brandenburg;2021
Zierke;Stefan;1970;SPD;57;3;Brandenburg;2021
Czok-Alm;Isabelle;1973;DIE LINKE;57;7;Brandenburg;2021
Boginski;Friedhelm Günter;1955;FDP;57;2;Brandenburg;2021
Kellner;Michael;1977;GRÜNE;57;2;Brandenburg;2021
Neudeck;Niels;1968;Die PARTEI;57;;;2021
Arnold;Jörg Manfred;1965;FREIE WÄHLER;57;1;Brandenburg;2021
Löb;Thomas;1966;ÖDP;57;1;Brandenburg;2021
Mac Lean;Richard;1949;dieBasis;57;9;Brandenburg;2021
Günther;Stefan;1981;PIRATEN;57;1;Brandenburg;2021
Buro;Jürgen Manfred;1960;EB: Buro 57; 57;;;2021
Schlippenbach;Christoph;1964;EB: Schlippenbach 57; 57;;;2021
Feiler;Uwe Wolfgang Werner;1965;CDU;58;2;Brandenburg;2021
Storm;Ulrich Helmut;1948;AfD;58;;;2021
Fäscher;Ariane;1968;SPD;58;10;Brandenburg;2021
Domscheit-Berg;Anke Margarete;1968;DIE LINKE;58;2;Brandenburg;2021
Tiedemann;Ralf;1965;FDP;58;6;Brandenburg;2021
Schumacher;Annemarie;1965;GRÜNE;58;7;Brandenburg;2021
Grothe;Rick;1987;Die PARTEI;58;;;2021
Gebauer;Stefanie;1980;FREIE WÄHLER;58;2;Brandenburg;2021
Uhlig;Nathanael Johannes;1994;ÖDP;58;;;2021
Lingreen;André Sven;1965;dieBasis;58;5;Brandenburg;2021
Ney;Thomas;1986;PIRATEN;58;3;Brandenburg;2021
Buder;Sabine;1984;CDU;59;8;Brandenburg;2021
Günther;Lars;1976;AfD;59;;;2021
Koß;Simona;1961;SPD;59;8;Brandenburg;2021
Lüders;Niels-Olaf;1966;DIE LINKE;59;8;Brandenburg;2021
Dachroth;Mirko;1975;FDP;59;4;Brandenburg;2021
Stattaus;Kim;1977;GRÜNE;59;;;2021
Schlauß;Mario;1987;Die PARTEI;59;;;2021
Schleife;Hans-Günter Rolf;1949;DKP;59;5;Brandenburg;2021
Kutschick;Roman;1963;ÖDP;59;;;2021
Herzog;Dirk;1968;dieBasis;59;4;Brandenburg;2021
Lorenz;Ralf;1966;EB: Lorenz 59; 59;;;2021
Schütz;Olaf;1973;EB: Schütz 59; 59;;;2021
Tiemann;Dietlind Hildegard;1955;CDU;60;6;Brandenburg;2021
Brösicke;Axel;1976;AfD;60;;;2021
Eichwede;Sonja Katharina;1987;SPD;60;6;Brandenburg;2021
Bank;Tobias;1985;DIE LINKE;60;6;Brandenburg;2021
Meinhardt;Patrick;1966;FDP;60;;;2021
Pichl;Alexandra Juliane;1978;GRÜNE;60;;;2021
Knauff;Isabell;1998;Die PARTEI;60;9;Brandenburg;2021
Müller;Michael;1963;FREIE WÄHLER;60;8;Brandenburg;2021
Schallert;Martina Rita;1964;ÖDP;60;;;2021
Esser;Guido;1965;dieBasis;60;8;Brandenburg;2021
Täge;Mathias;1980;PIRATEN;60;;;2021
Rödiger;Thomas;1968;UNABHÄNGIGE;60;3;Brandenburg;2021
Conrad;Corinna Mara;1958;EB: Conrad 60; 60;;;2021
Hinners;Klaas;1954;EB: Hinners 60; 60;;;2021
Ludwig;Saskia;1968;CDU;61;7;Brandenburg;2021
Krause;Tim;1971;AfD;61;;;2021
Scholz;Olaf;1958;SPD;61;1;Brandenburg;2021
Müller;Norbert Carl;1986;DIE LINKE;61;;;2021
Teuteberg;Linda;1981;FDP;61;1;Brandenburg;2021
Baerbock;Annalena Charlotte Alma;1980;GRÜNE;61;1;Brandenburg;2021
Baecker;Orson Lance;2001;Die PARTEI;61;4;Brandenburg;2021
Menzel;Andreas Hans-Joachim;1958;FREIE WÄHLER;61;6;Brandenburg;2021
Ehrhardt;Frank;1963;DKP;61;;;2021
Margraf;Daniel;1974;ÖDP;61;7;Brandenburg;2021
Rust;Dorit;1959;dieBasis;61;12;Brandenburg;2021
Minogue;Lukas Robert Thomas;1994;Die Humanisten;61;3;Brandenburg;2021
Körner;Benjamin;2000;Volt;61;2;Brandenburg;2021
Roloff;Lu Yen;1977;EB: Roloff 61; 61;;;2021
Müller;Edmund Ernst;1969;EB: Müller 61; 61;;;2021
Grütte;Antje;1962;EB: Grütte 61; 61;1;Brandenburg;2021
Charnow;Ingo;1971;EB: Charnow 61; 61;;;2021
Schimke;Jana;1979;CDU;62;3;Brandenburg;2021
Kotré;Steffen;1971;AfD;62;3;Brandenburg;2021
Lehmann;Sylvia;1954;SPD;62;4;Brandenburg;2021
Preuß;Carsten;1962;DIE LINKE;62;;;2021
Hartfelder;Lars;1977;FDP;62;8;Brandenburg;2021
Kalinka;Gerhard;1962;GRÜNE;62;;;2021
Müller-Schmolt;Christiane Sabine;1960;Tierschutzpartei;62;2;Brandenburg;2021
Tanneberger;Uwe Frank;1968;FREIE WÄHLER;62;5;Brandenburg;2021
Steinhardt;Susanne;1955;DKP;62;3;Brandenburg;2021
Nobel;Ralf;1967;ÖDP;62;13;Brandenburg;2021
Bartels;Torsten;1967;dieBasis;62;7;Brandenburg;2021
Körber;Guido;1965;PIRATEN;62;7;Brandenburg;2021
Gabler;Michael;1972;EB: Gabler 62; 62;;;2021
Hitzer;Roald;1967;EB: Hitzer 62; 62;;;2021
Commentz;Volker Matthias Uwe;1967;EB: Commentz 62; 62;;;2021
Beer;Andreas;1984;FAMILIE;62;;;2021
Rosentreter;Daniel;1982;CDU;63;10;Brandenburg;2021
Möller;Wilko;1966;AfD;63;;;2021
Papendieck;Mathias;1982;SPD;63;5;Brandenburg;2021
Kunath;Stefan;1989;DIE LINKE;63;4;Brandenburg;2021
Stüwe;Jasmin;1990;FDP;63;;;2021
Winter;Marcus;1970;GRÜNE;63;;;2021
Rosenkranz;Cindy;1989;Die PARTEI;63;;;2021
Hamacher;Kai;1974;FREIE WÄHLER;63;3;Brandenburg;2021
Heß;Norman;1989;ÖDP;63;3;Brandenburg;2021
Weihrauch;Dieter Kurt Alfred;1954;MLPD;63;3;Brandenburg;2021
Wötzel;Thomas;1970;dieBasis;63;3;Brandenburg;2021
Kaun;Ralf Karl;1962;EB: Kaun 63; 63;;;2021
Marquardt;Manuela;1963;EB: Marquardt 63; 63;;;2021
Niggemann;Markus;1978;CDU;64;9;Brandenburg;2021
Münschke;Daniel;1980;AfD;64;;;2021
Wallstein;Maja Scarlett;1986;SPD;64;2;Brandenburg;2021
Görke;Christian;1962;DIE LINKE;64;1;Brandenburg;2021
Schieritz;Laura;1998;FDP;64;3;Brandenburg;2021
Schinowsky;Heide;1975;GRÜNE;64;5;Brandenburg;2021
Matschke;Michael;1990;Die PARTEI;64;;;2021
Richter;Andreas;1957;FREIE WÄHLER;64;9;Brandenburg;2021
Vierrath;Gisela Renate;1951;DKP;64;1;Brandenburg;2021
Kobbe;Lysann Nadine;1980;dieBasis;64;;;2021
Weidelt;Ingo;1979;UNABHÄNGIGE;64;2;Brandenburg;2021
Abraham;Knut Friedrich Alexander;1966;CDU;65;4;Brandenburg;2021
Wolf;Silvio;1971;AfD;65;;;2021
Walter;Hannes Artur Gerhard;1984;SPD;65;7;Brandenburg;2021
Mahlo;Yvonne Margret;1980;DIE LINKE;65;9;Brandenburg;2021
Neumann;Fritz Walter Martin;1956;FDP;65;;;2021
Neumann;Paul-Philipp;1987;GRÜNE;65;;;2021
Schröder;Bianca;1970;Die PARTEI;65;13;Brandenburg;2021
Trasper;Roxana Erna;1981;FREIE WÄHLER;65;4;Brandenburg;2021
Blietz;Kay-Uwe;1966;dieBasis;65;2;Brandenburg;2021
Respa;Marcel;1977;UNABHÄNGIGE;65;1;Brandenburg;2021
Janda;Ilona Brigitte;1959;EB: Janda 65; 65;5;Sachsen-Anhalt;2021
Harms;Uwe;1963;CDU;66;7;Sachsen-Anhalt;2021
Bausemer;Arno;1982;AfD;66;3;Sachsen-Anhalt;2021
Höhn;Matthias;1975;DIE LINKE;66;4;Sachsen-Anhalt;2021
Wollmann;Herbert;1951;SPD;66;8;Sachsen-Anhalt;2021
Faber;Marcus;1984;FDP;66;1;Sachsen-Anhalt;2021
Laukert;Gregor Thomas;1998;GRÜNE;66;4;Sachsen-Anhalt;2021
Krümmel;Nils Rainer;1964;FREIE WÄHLER;66;2;Sachsen-Anhalt;2021
Schwab;Martin Friedrich;1967;dieBasis;66;4;Nordrhein-Westfalen;2021
Bibiella;Danny;1975;EB: Bibiella 66; 66;;;2021
Janowski;Heiko;1973;EB: Janowski 66; 66;;;2021
Weber;Gerry;1969;CDU;67;8;Sachsen-Anhalt;2021
Schmidt;Jan Wenzel;1991;AfD;67;2;Sachsen-Anhalt;2021
Schliesing;David;1983;DIE LINKE;67;8;Sachsen-Anhalt;2021
Kersten;Franziska;1968;SPD;67;4;Sachsen-Anhalt;2021
Schulte;Mathias;1980;FDP;67;;;2021
Schlenker;Thomas Josef;1963;GRÜNE;67;;;2021
Nakoinz;Marcel;1987;Tierschutzallianz;67;3;Sachsen-Anhalt;2021
Futh;André;1980;FREIE WÄHLER;67;6;Sachsen-Anhalt;2021
Graf;Bettina;1968;dieBasis;67;;;2021
Hansen;Carina;1960;Tierschutzpartei;67;2;Sachsen-Anhalt;2021
Brehmer;Heike Martina;1962;CDU;68;1;Sachsen-Anhalt;2021
Stefanowicz;Sören;1974;AfD;68;;;2021
Lippmann;Karsten;1978;DIE LINKE;68;6;Sachsen-Anhalt;2021
Berger;Maik;1973;SPD;68;5;Sachsen-Anhalt;2021
Köcke;Denise;1998;FDP;68;3;Sachsen-Anhalt;2021
Strauhs;Wolfgang;1964;GRÜNE;68;;;2021
Gottschalk;Carlo;1962;FREIE WÄHLER;68;5;Sachsen-Anhalt;2021
Rohrbeck;Uwe;1976;dieBasis;68;;;2021
Barth;Thomas;1956;EB: Barth 68; 68;;;2021
Sorge;Tino;1975;CDU;69;3;Sachsen-Anhalt;2021
Pasemann;Frank;1960;AfD;69;;;2021
Scheunchen;Chris;1990;DIE LINKE;69;;;2021
Kröber;Martin;1992;SPD;69;3;Sachsen-Anhalt;2021
Horn;Fabian;1985;FDP;69;4;Sachsen-Anhalt;2021
Liebau;Urs Justus Jasper Gregor;1994;GRÜNE;69;2;Sachsen-Anhalt;2021
Fassl;Aila;1987;Tierschutzallianz;69;4;Sachsen-Anhalt;2021
Schröder;Eckhard Horst;1955;FREIE WÄHLER;69;3;Sachsen-Anhalt;2021
Graviat;Luisa;2001;Die PARTEI;69;;;2021
Zander;Roland;1965;Gartenpartei;69;1;Sachsen-Anhalt;2021
Wiegenstein;Daniel Alexander;1958;MLPD;69;6;Sachsen-Anhalt;2021
Füllmich;Reiner;1958;dieBasis;69;1;Sachsen-Anhalt;2021
Pokrzywnicki;Peter;1967;ÖDP;69;4;Sachsen-Anhalt;2021
Kretschmer;Franka;1981;#TeamFranka;69;;;2021
Müller;Sepp;1989;CDU;70;5;Sachsen-Anhalt;2021
Mrosek;Andreas;1958;AfD;70;4;Sachsen-Anhalt;2021
Hüthel;Johannes;1998;DIE LINKE;70;;;2021
Schneider;Leonard;2001;SPD;70;7;Sachsen-Anhalt;2021
Oppelt;Alexander Martin;1979;FDP;70;5;Sachsen-Anhalt;2021
Lemke;Steffi;1968;GRÜNE;70;1;Sachsen-Anhalt;2021
Slavicek;Steven;1989;FREIE WÄHLER;70;;;2021
Wolff;Ernst;1950;dieBasis;70;;;2021
Rohne;Mario;1983;EB: Rohne 70; 70;;;2021
Wassenaar;Günther;1947;EB: Wassenaar 70; 70;;;2021
Wyszkowski;Frank;1987;CDU;71;9;Sachsen-Anhalt;2021
Ziegler;Kay-Uwe;1963;AfD;71;;;2021
Korte;Jan;1977;DIE LINKE;71;1;Sachsen-Anhalt;2021
Stamm;Anne;1985;SPD;71;6;Sachsen-Anhalt;2021
Fiedler;Thorben;1996;FDP;71;;;2021
Schweizer;Hans Jakob Charles;1977;GRÜNE;71;6;Sachsen-Anhalt;2021
Schneider;Ronny;1982;FREIE WÄHLER;71;4;Sachsen-Anhalt;2021
Fontes;Alkje;1978;dieBasis;71;3;Sachsen-Anhalt;2021
Zimmermann;Johanna;1950;EB: Zimmermann 71; 71;;;2021
Bernstiel;Christoph;1984;CDU;72;4;Sachsen-Anhalt;2021
Raue;Alexander;1973;AfD;72;;;2021
Sitte;Petra;1960;DIE LINKE;72;2;Sachsen-Anhalt;2021
Diaby;Karamba;1961;SPD;72;1;Sachsen-Anhalt;2021
Mark;Yana;1989;FDP;72;;;2021
Brock;Inés;1964;GRÜNE;72;3;Sachsen-Anhalt;2021
Menke;Andrea;1969;FREIE WÄHLER;72;1;Sachsen-Anhalt;2021
Brand;Jakob;1996;Die PARTEI;72;;;2021
Mauson;Adrian Manuel;1992;MLPD;72;1;Sachsen-Anhalt;2021
Kohn;Stephan;1962;dieBasis;72;2;Sachsen-Anhalt;2021
Stier;Dieter;1964;CDU;73;2;Sachsen-Anhalt;2021
Reichardt;Martin;1969;AfD;73;1;Sachsen-Anhalt;2021
Bull-Bischoff;Birke;1963;DIE LINKE;73;3;Sachsen-Anhalt;2021
Wojtyschak;Jens;1987;SPD;73;9;Sachsen-Anhalt;2021
Sonntag;Carsten;1979;FDP;73;;;2021
Hoffmann;Martina;1979;GRÜNE;73;;;2021
Jahr;Jens;1967;dieBasis;73;;;2021
Schweiger;Torsten;1968;CDU;74;6;Sachsen-Anhalt;2021
Farle;Robert;1950;AfD;74;;;2021
Feuerberg;Daniel;1986;DIE LINKE;74;10;Sachsen-Anhalt;2021
Budde;Katrin;1965;SPD;74;2;Sachsen-Anhalt;2021
Bodtke;Ingo;1965;FDP;74;2;Sachsen-Anhalt;2021
Erdmann;Mika-Sören;2000;GRÜNE;74;;;2021
Biedermann;Sarah Katharina;1997;FREIE WÄHLER;74;7;Sachsen-Anhalt;2021
Kynast;Pierre;1973;dieBasis;74;;;2021
Klein;Ottilie Paola;1984;CDU;75;3;Berlin;2021
Neise;Martin;1988;DIE LINKE;75;6;Berlin;2021
Klose;Annika Gisela;1992;SPD;75;4;Berlin;2021
Steinmüller;Hanna;1993;GRÜNE;75;9;Berlin;2021
Storch;Beatrix;1971;AfD;75;1;Berlin;2021
Kryszan;Anna;1995;FDP;75;7;Berlin;2021
