id;vorname;nachname;geburtsjahr;partei_id;jahr
6723;Manfred;Büddemann;1951;5;2017
6724;Petra;Budke;1958;6;2017
6725;Timo;Budszuhn;1994;21;2017
6726;Marcus;Bühl;1977;3;2017
6727;Siegfried;Bühler;1975;244;2017
6728;Erik;Buhn;1984;9;2017
6729;Friedhelm;Bühner;1960;21;2017
6730;Vesna;Buljevic;1954;18;2017
6731;Birke;Bull-Bischoff;1963;5;2017
6732;Carsten;Bullert;1975;9;2017
6733;Jochen;Bülow;1965;5;2017
6734;Marco;Bülow;1971;2;2017
6735;Bérangère;Bultheel;1980;262;2017
6736;Sören;Bund-Becker;1993;6;2017
6737;Paul;Bunjes;1994;6;2017
6738;Marco;Buntenbach;1993;242;2017
6739;Katharina Martina Elisabeth;Büntjen;1955;8;2017
6740;Jörg Berthold;Bur;1966;244;2017
6741;Susanne;Bur;1953;244;2017
6742;Christoph;Burandt;1968;1;2017
6743;Dietrich;Burchard;1965;6;2017
6744;Katharina;Burger;1990;1;2017
6745;Hans-Jürgen;Burghart;1965;16;2017
6746;Oliver;Burkardsmaier;1970;12;2017
6747;Uwe;Burkart;1963;3;2017
6748;Boris;Burkert;1961;6;2017
6749;Martin;Burkert;1964;2;2017
6750;Oskar;Burkert;1951;1;2017
6751;Alfred;Burkhardt;1953;8;2017
6752;Erich Karl;Burmeister;1953;5;2017
6753;Christopher;Burow;1986;14;2017
6754;Thomas Wolfgang;Bursian;1959;4;2017
6755;Andrea;Busch;1964;2;2017
6756;Hardy;Buschle;1957;245;2017
6757;Marco;Dr. Buschmann;1977;4;2017
6758;Martin Kenny;Buschmann;1970;10;2017
6759;Karlheinz;Busen;1951;4;2017
6760;Jana Marina;Büskens;1995;9;2017
6761;Ines;Busse;1969;8;2017
6762;Philip;Le Butt;1988;2;2017
6763;Elke;Buttkereit;1966;2;2017
6764;Matthias;Büttner;1990;3;2017
6765;Andreas Hermann;Büttner;1973;5;2017
6766;Stefan;Butz;1972;9;2017
6767;Petr;Bystron;1972;3;2017
6768;Hamze;Bytyçi;1982;5;2017
6769;Franz;de B_l;1950;9;2017
6770;Nuran;Cakmakli;1965;18;2017
6771;Christoph Josef;Calta;1985;16;2017
6772;Alexander;Carapinha Hesse;1984;4;2017
6773;Achim;Carius;1954;1;2017
6774;Lars;Dr. Castellucci;1974;2;2017
6775;Anke Karin;Castrup;1965;14;2017
6776;Vanessa Barbara;Catalan Sanchez;1980;14;2017
6777;Sebastian;Cedel;1984;9;2017
6778;Tevfik;Çelikkan;1967;263;2017
6779;Meryem Dagmar;Çelikkol;1969;6;2017
6780;Filiz;Cetin;1976;2;2017
6781;Jörg;Cezanne;1958;5;2017
6782;Steffen Michel Sigmar;Christ;1969;3;2017
6783;Monika Brigitte;Christann;1952;5;2017
6784;Heinrich;Christl;1949;244;2017
6785;Anna;Dr. Christmann;1983;6;2017
6786;Rolf;Christoleit;1955;244;2017
6787;Tino;Chrupalla;1975;3;2017
6788;Thomas;Cieszynski;1967;8;2017
6789;Mahmut;Cinar;1982;2;2017
6790;Eugen;Ciresa;1957;3;2017
6791;Robert;Clausecker;1994;9;2017
6792;Johannes;Cleiß;1984;244;2017
6793;Antje Christine;Clemens;1985;5;2017
6794;Marcel Stephan;Clostermann;1987;12;2017
6795;Felix;Coeln;1965;244;2017
6796;Miriam;Collée;1986;2;2017
6797;Jörg-Rainer;Collin;1953;13;2017
6798;Gitta;Connemann;1964;1;2017
6799;Gabriele;Conrad;1960;18;2017
6800;Ralf-Günther;Dr. Conradi;1956;3;2017
6801;Enrico;Corongiu;1978;2;2017
6802;Kirsten;Cortez de Lobao;1963;4;2017
6803;Peter Anton;Corticelli;1970;4;2017
6804;Jürgen;Coße;1969;2;2017
6805;Carl Cevin-Key;Coste;1996;4;2017
6806;Joana Eleonora;Cotar;1973;3;2017
6807;Caroline;Covolo;1988;4;2017
6808;Viola;von Cramon-Taubadel;1970;6;2017
6809;Claus;Cremer;1979;11;2017
6810;Carl-Julius;Cronenberg;1962;4;2017
6811;Gottfried;Dr. Curio;1960;3;2017
6812;Anna Elisabeth;Dr. Cyron;1955;3;2017
6813;Michael;Czech;1955;21;2017
6814;Sebastian;Czich;1980;12;2017
6815;Achim;Czylwick;1954;18;2017
6816;Jonas;Dachner;1986;18;2017
6817;Michael;Dachner;1957;264;2017
6818;Mirko;Dachroth;1975;4;2017
6819;Sevim;Da_delen;1975;5;2017
6820;Thomas;Dahlmann;1960;2;2017
6821;Stefan;Dahlmanns;1965;4;2017
6822;Janosch;Dr. Dahmen;1981;6;2017
6823;Bernhard;Daldrup;1956;2;2017
6824;Johannes Albert;Dallheimer;1994;4;2017
6825;Astrid;Damerow;1958;1;2017
6826;Manfred;Dammann;1959;11;2017
6827;Steffen;Dammann;1980;244;2017
6828;Thomas;Damson;1981;3;2017
6829;Jens;Daniel-Sommer;1957;9;2017
6830;Stanislav;Danschikov;1976;11;2017
6831;Ekkehard Martin Walter;Darge;1971;6;2017
6832;Frank;Darguß;1979;21;2017
6833;Britta Katharina;Dassler;1964;4;2017
6834;Burhanettin;Datli;1966;265;2017
6835;Doris;Daubertshäuser;1955;3;2017
6836;Dursun;Dayi;1964;8;2017
6837;Defne Ilayda;Dayi;1998;8;2017
6838;Jan Patrick Jürgen;Deboy;1985;2;2017
6839;Christian Oliver Elmar;Debus;1969;9;2017
6840;Gökhan;Deger;1973;8;2017
6841;Anjana;Degert;1972;8;2017
6842;Stephan;Dehler;1984;4;2017
6843;Jörg-Diether Wilhelm;Dr. Dehm-Desoi;1950;5;2017
6844;Jacqueline;Dejosez;1993;2;2017
6845;Bodo;Delhey;1952;8;2017
6846;Ekin;Deligöz;1971;6;2017
6847;Michael;Deller;1991;4;2017
6848;Eric;Dembowski;1987;14;2017
6849;Phyliss Hatice;Demirel;1964;6;2017
6850;Silvia;Demper;1982;2;2017
6851;Hermann Johann;Dempfle;1957;16;2017
6852;Ellen;Demuth;1982;1;2017
6853;Torben;Denecke;1983;9;2017
6854;Johannes;Dengler;1955;245;2017
6855;Lisa;Dengler;1990;10;2017
6856;Katharina Luise Lotti;Denker;1985;9;2017
6857;Simon;Dennenmoser;1991;3;2017
6858;Martin Michael;Dr. Depner;1958;3;2017
6859;Thomas;Deppe;1986;1;2017
6860;Daniel;Deptala;1988;20;2017
6861;Paul;Derabin;1988;1;2017
6862;Henri;Dernedde;1995;9;2017
6863;Martina;Dettke;1963;2;2017
6864;Jürgen;Dettmann;1966;8;2017
6865;Lars;Deusch;1997;17;2017
6866;Reinhold;Deuter;1958;12;2017
6867;Robin Klaus;Deutsch;1958;245;2017
6868;Paul;Deutsch;1951;18;2017
6869;Susanna;von Dewitz;1973;12;2017
6870;Karamba;Dr. Diaby;1961;2;2017
6871;Gerhard;Dick;1954;244;2017
6872;Petra;Dick-Walther;1967;4;2017
6873;Bärbel;Diebel-Geries;1966;2;2017
6874;Gudrun;Diebold;1956;13;2017
6875;Patrick;Diebold;1988;2;2017
6876;Martin;Diedenhofen;1995;2;2017
6877;Anna;Diederich;1995;13;2017
6878;Frank Reinhard Jakob;Diefenbach;1969;6;2017
6879;Nepomuk;Diener;1994;9;2017
6880;Ulrike-Judith;Dierkes-Morsy;1975;5;2017
6881;Carsten;Dierks;1957;4;2017
6882;Guido;Dietel;1963;3;2017
6883;Annette;Dietl-Faude;1967;1;2017
6884;Manfred Werner Reinhold;Dr. Dietrich;1952;4;2017
6885;Gabriele;Dietrich;1969;8;2017
6886;Jens;Dr. Dietrich;1965;3;2017
6887;David;Dietz;1981;4;2017
6888;Michael;Dietz;1980;1;2017
6889;Helmut;Dietz;1950;3;2017
6890;Andreas Uwe;Dietzler;1972;14;2017
6891;Frank Jens;Dietzmann;1979;5;2017
6892;Esther;Dilcher;1965;2;2017
6893;Jeanne Marie Aline;Dillschneider;1995;6;2017
6894;Erkan;Dinar;1980;5;2017
6895;Konrad Willibald;Dippel;1971;209;2017
6896;Tim Justus;Disselhoff;1992;15;2017
6897;Marcel;Distl;1992;4;2017
6898;Wolfgang;Distler;1976;16;2017
6899;Axel Henning;Ditteney-Botzen;1969;14;2017
6900;Sabine;Dittmar;1964;2;2017
6901;Tobias;Dittrich;1989;9;2017
6902;Bijan;Djir-Sarai;1976;4;2017
6903;Marina;Djonovic;1990;11;2017
6904;Larissa;Dr. Dloczik;1967;13;2017
6905;Svenja Baukje;Dobberstein;1979;244;2017
6906;Sven;Dobelmann;1997;9;2017
6907;Alexander;Dobrindt;1970;7;2017
6908;Steffen;Doebert;1968;250;2017
6909;Anton Robert;Doll;1958;244;2017
6910;Christoph;Dolle;1976;2;2017
6911;Martin;Dolzer;1966;5;2017
6912;Andrea Maria;Domani-Bauer;1966;8;2017
6913;Anke;Domscheit-Berg;1968;5;2017
6914;Jürgen;Donner;1965;15;2017
6915;Michael;Donth;1967;1;2017
6916;Lisa;Dopke;1989;9;2017
6917;Jürgen Horst;Dörfler;1961;8;2017
6918;Jörn;Döring;1977;8;2017
6919;Alice;Dorison;1995;1;2017
6920;Gerhard Horst;Dorka;1955;21;2017
6921;Heinz Helmut;Dörlitz;1963;11;2017
6922;Martin;Dörmann;1962;2;2017
6923;Krimhilde Marianne;Dornach;1966;13;2017
6924;Wolfgang Marc;Dr. Dörner;1960;3;2017
6925;Katja;Dörner;1976;6;2017
6926;Laura;Dr. Dornheim;1983;6;2017
6927;Marcus;Dörr;1985;1;2017
6928;Markus;Dossenbach;1968;3;2017
6929;Marie-Luise;Dött;1953;1;2017
6930;Horst;Dotten;1957;18;2017
6931;Thomas Georg;Dotzler;1965;16;2017
6932;Dirk Ronald;Drabinski;1965;244;2017
6933;Hannes;Draeger;1983;5;2017
6934;Nicole;Drakos;1971;26;2017
6935;Katharina Veronika;Drängler;1986;9;2017
6936;Gabriele;Drechsler;1959;6;2017
6937;Noreen;Drechsler;1984;9;2017
6938;Winfried Hugo;Dreger;1954;8;2017
6939;Dirk Raik;Dreher;1968;6;2017
6940;Guido;Drehsen;1966;15;2017
6941;Gregor;Drenkhan;1979;9;2017
6942;Peter Holger;Drenske;1960;3;2017
6943;Madeleine Christin;Drephal;1989;8;2017
6944;Rainer;Drephal;1944;8;2017
6945;Ulrich Martin;Drescher;1952;6;2017
6946;Mario;Dreßler;1962;245;2017
6947;Gerhard Johann;Drexler;1964;4;2017
6948;Silvia;Dreyer;1954;10;2017
6949;Dirk Klaus;Driesang;1964;3;2017
6950;Elvira;Drobinski-Weiß;1951;2;2017
6951;Siegbert;Droese;1969;3;2017
6952;Katharina;Dröge;1984;6;2017
6953;Corvin;Drößler;1999;9;2017
6954;Michael;Droste;1960;5;2017
6955;Herbert;Dr. Drumm;1949;8;2017
6956;Kai-Uwe;Ducke;1975;23;2017
6957;Marcel;Duda;1991;6;2017
6958;Annett;Duden;1973;9;2017
6959;Elke;Duhme;1959;1;2017
6960;Andrea Brigitte;Dumberger;1957;18;2017
6961;Klaus Thomas;Dumberger;1964;18;2017
6962;Daniel;Düngel;1976;12;2017
6963;Erol;Durak;1972;18;2017
6964;Christian;Dürr;1977;4;2017
6965;Markus Ulrich;Dürr;1993;4;2017
6966;Hansjörg;Durz;1971;7;2017
6967;Reiner;Dworschak;1954;18;2017
6968;Thomas;Dyhr;1958;6;2017
6969;Hartmut Heinrich Wilhelm;Ebbing;1956;4;2017
6970;Helga;Ebel;1945;5;2017
6971;Manfred;Ebel;1954;21;2017
6972;Harald Siegfried;Eberhard;1958;16;2017
6973;Dagmar;Eberhard-Forschner;1953;18;2017
6974;Hannes;Eberhardt;1981;13;2017
6975;Norbert;Eberherr;1968;5;2017
6976;Iris Maria;Eberl;1958;7;2017
6977;Matthias;Ebner;1984;10;2017
6978;Harald;Ebner;1964;6;2017
6979;Katrin;Ebner-Steiner;1978;3;2017
6980;Mehdi;Ebrahimi Zadeh;1975;12;2017
6981;Moschgan;Ebrahiminejad;1965;2;2017
6982;Frieder;Eccarius;1988;2;2017
6983;Sören;Eckardt;1988;15;2017
6984;Jutta;Eckenbach;1952;1;2017
6985;Christian Herbert Josef;Eckert;1947;16;2017
6986;Michael Horst Georg;Eckstein;1968;6;2017
6987;Kristin;Edelmann;1970;14;2017
6988;Lilian;Edenhofer;1967;8;2017
6989;Julian Simon;Eder;1998;5;2017
6990;Elke Ursula;Eder;1963;8;2017
6991;Evelyn;Edler;1981;5;2017
6992;Annette;Edler;1962;245;2017
6993;Hans-Stefan Egon;Edler;1949;3;2017
6994;Samantha;Edsen;1991;9;2017
6995;Detlef;Eenhuis;1967;8;2017
6996;Lutz;Egerer;1964;2;2017
6997;Nils Adrian;Eggert;1996;9;2017
6998;Gönül;Eglence;1979;6;2017
6999;Alexander Paul Friedrich;Ehlers;1955;7;2017
7000;Martin;Ehrenhuber;1972;7;2017
7001;Thomas;Ehrhorn;1959;3;2017
7002;Sabine;Ehrke;1964;3;2017
7003;Ewald;Ehrl;1961;266;2017
7004;Gerald;Ehrlich;1967;15;2017
7005;Sabine;Ehses;1960;13;2017
7006;Martina;Ehses;1960;13;2017
7007;Meysam;Ehtemai;1980;2;2017
7008;Hans-Peter;Eibes;1958;4;2017
7009;Ulf;Eichbaum;1969;244;2017
7010;Dominik;Eichbaum;1978;267;2017
7011;Michael;Eiche;1964;3;2017
7012;Ingo;Eichel;1979;14;2017
7013;Martin;Eichert;1965;8;2017
7014;Klaus;Eickmeyer;1959;5;2017
7015;Andreas;Eifler;1955;18;2017
7016;Ellen;Dr. Eigemeier;1970;13;2017
7017;Ulrich;Eigenfeld;1947;11;2017
7018;Guido;Eink;1966;13;2017
7019;Heike Karin;Einwächter-Lange;1961;20;2017
7020;Henrik;Eisele;1975;12;2017
7021;Heiko;Eisenbrückner;1976;12;2017
7022;Nina;Eisenhardt;1990;6;2017
7023;Helmut Martin Maximilian;Eisenkolb;1972;12;2017
7024;Benedikt;Eisermann;1967;14;2017
7025;Klaus Peter;Eisold;1961;2;2017
7026;Julia;Eisold-Fritz;1969;2;2017
7027;Jürgen;Eißner;1971;16;2017
7028;Henrik;Eitel;1977;1;2017
7029;Ahmed;Eken;1975;8;2017
7030;Ghalia;El Boustami;1967;6;2017
7031;Ismail;El Chab;1990;2;2017
7032;Susanne;Elbert;1966;6;2017
7033;Marie-Celine;Elgas;1997;9;2017
7034;Pier;Elgersma;1952;18;2017
7035;Claudia;Elia;1967;21;2017
7036;Tabitha;Elkins;1967;268;2017
7037;Rica;Eller;1993;2;2017
7038;Nils;Ellmers;1971;12;2017
7039;Paula;Elsholz;1987;6;2017
7040;Julia Mignon Scarlett;Elsner;1988;14;2017
7041;Gerhard Helmuth Berengar;Elsner von Gronow;1978;3;2017
7042;Walter Reinhard;Dr. Elß;1950;4;2017
7043;Annette Anni Gisela;Elster;1965;8;2017
7044;Jürgen;Emmelmann;1951;245;2017
7045;Marcel;Emmerich;1991;6;2017
7046;Sylvia;Emmerling;1974;10;2017
7047;Sharon;Emmrich;1973;14;2017
7048;Ecevit;Emre;1974;5;2017
7049;Stefan;Engel;1954;18;2017
7050;Johannes;Engel;1993;1;2017
7051;Heike;Engelhardt;1961;2;2017
7052;Michaela;Engelmeier;1960;2;2017
7053;Grigorij (Gregory);Engels;1976;12;2017
7054;Karl Wolfgang;Engewicht;1945;8;2017
7055;Horst;Dr. Engler-Hamm;1943;8;2017
7056;Mathias;Engling;1987;6;2017
7057;Birgit Waltraud;Enke;1962;10;2017
7058;Christian;Enz;1979;8;2017
7059;Stephanie;Erben;1971;6;2017
7060;Bianca;Erdmann-Reusch;1958;1;2017
7061;Abuzar Can;Erdogan;1993;2;2017
7062;Alexandra;Erikson;1969;5;2017
7063;Celine Ellenore;Erlenhofer;1998;5;2017
7064;Roland;Ermer;1964;1;2017
7065;Thomas;Erndl;1974;7;2017
7066;Klaus Friedrich;Ernst;1954;5;2017
7067;Engin;Eroglu;1982;8;2017
7068;Dietmar;Ertel;1969;3;2017
7069;Ilse;Dr. Ertl;1965;8;2017
7070;Gerhard;Eschborn;1966;2;2017
7071;Wiebke;Esdar;1984;2;2017
7072;Hans-Alois;Eser;1958;16;2017
7073;Saskia;Esken;1961;2;2017
7074;Michael;Dr. Espendiller;1989;3;2017
7075;Bernd;Essler;1949;3;2017
7076;Heiko;Evermann;1968;3;2017
7077;Andreas;Ewald;1988;6;2017
7078;Uwe Reiner;Ewen;1968;4;2017
7079;Marcus;Dr. Faber;1984;4;2017
7080;Bernd-Bernhard;Dr. Fabritius;1965;7;2017
7081;Bernd Werner;Fachinger;1964;12;2017
7082;Hannelore;Fackler-Plump;1946;23;2017
7083;Yasmin;Fahimi;1967;2;2017
7084;Susanne;Fahlbusch;1966;2;2017
7085;Barbara;Fahncke;1959;2;2017
7086;Daniel;Fahr;1976;4;2017
7087;Sandra;Fahrendorff;1988;14;2017
7088;Christoph Tobias Mzingisi;Faku;1988;23;2017
7089;Knut;Falkenberg;1959;8;2017
7090;Jared;Falkenhagen;1987;9;2017
7091;Antonio;Falla;1966;8;2017
7092;Karlheinz;Faller;1954;4;2017
7093;Dennis;Falterbaum;1994;1;2017
7094;Ernst-Dietrich;Färber;1954;12;2017
7095;Hermann;Färber;1963;1;2017
7096;Monica;Farell;1959;8;2017
7097;Vera;Farrokh;1966;14;2017
7098;Daniel;Farrokh;1963;14;2017
7099;Aila;Fassl;1987;17;2017
7100;Josef;Fassl;1957;17;2017
7101;Bettina Cornelia;Fassl;1967;17;2017
7102;Christoph Georg Bernhard;Fay;1955;1;2017
7103;Leonardo;Fazio;1977;14;2017
7104;Johannes;Dr. Fechner;1972;2;2017
7105;Gabriele;Fechtner;1977;18;2017
7106;Ayse;Fehimli-Kuzu;1957;5;2017
7107;Willi;Feilen;1948;8;2017
7108;Uwe Wolfgang Werner;Feiler;1965;1;2017
7109;Bernhard;Feilzer;1948;5;2017
7110;Johann;Feirer;1960;6;2017
7111;Thomas;Dr. Feist;1965;1;2017
7112;Astrid;zum Felde;1963;3;2017
7113;Gregor;Felde-Bajerowitz;1968;269;2017
7114;Katrin;Feldmann;1968;6;2017
7115;Solveig;Feldmeier;1961;244;2017
7116;Fritz;Dr. Felgentreu;1968;2;2017
7117;Madeleine;Fellauer;1979;23;2017
7118;Nicole Susanne;Feller;1961;245;2017
7119;Peter;Felser;1969;3;2017
7120;Torsten;Felstehausen;1965;5;2017
7121;Enak;Ferlemann;1963;1;2017
7122;Oscar;Fernbacher;1945;242;2017
7123;Susanne;Ferschl;1973;5;2017
7124;Nicolaus;Dr. Fest;1962;3;2017
7125;Erwin;Feucht;1959;6;2017
7126;Thomas;Fick;1957;6;2017
7127;Joachim;Fiedler;1958;244;2017
7128;Jean-Christoph;Fiedler;1982;11;2017
7129;Matthias;Fiedler;1987;11;2017
7130;Cristin Marth Roberta;Fiedler;1997;14;2017
7131;Hendrik;Fiedler;1993;244;2017
7132;Michael;Fielsch;1965;98;2017
7133;Thomas;Fietz;1966;244;2017
7134;Klaus;Fimmen;1956;23;2017
7135;Ute;Dr. Finckh-Krämer;1956;2;2017
7136;Annemarie;Fingert;1955;5;2017
7137;Yasmin Dominique;Finkbohner;1986;13;2017
7138;Ronald;Finke;1969;245;2017
7139;Victor Alexander;von Fintel;1971;6;2017
7140;Tuna;Firat;1981;2;2017
7141;Brigitte Susanne;Fischbacher;1966;3;2017
7142;Martin;Fischer;1991;3;2017
7143;Leonhard Georg;Fischer;1981;9;2017
7144;Maria Therese;Fischer;1962;8;2017
7145;Michael;Fischer;1968;15;2017
7146;Christian;Fischer;1979;12;2017
7147;Tobias Peter;Fischer;1988;3;2017
7148;Ursula;Fischer;1937;18;2017
7149;Sabine;Fischer;1970;14;2017
7150;Axel;Fischer;1966;1;2017
7151;Lucia Maria;Fischer;1967;13;2017
7152;Felix;Fischer;1991;4;2017
7153;Werner;Fischer;1955;39;2017
7154;Brit-Meike;Fischer-Pinz;1973;1;2017
7155;Lukas Rudolf Germut;Fitz;1995;9;2017
7156;Florian;Fitzner;1984;244;2017
7157;Maria Franziska;Dr. Flachsbarth;1963;1;2017
7158;Uwe;Flachsmeyer;1967;6;2017
7159;Helmut;Dr. Fleck;1938;41;2017
7160;Florian Alexander;Fleig;1981;7;2017
7161;Franz Martin;Fleischer;1954;4;2017
7162;Helmut Paul;Fleischhauer;1947;270;2017
7163;Winfried Andreas;Fleischmann;1950;18;2017
7164;Petra;Flemming-Schmidt;1956;13;2017
7165;Sebastian;Flick;1990;9;2017
7166;Julius;Flinks;1996;6;2017
7167;Christian;Flisek;1974;2;2017
7168;Holger;Flöge;1956;4;2017
7169;Rainer;Flohrschütz;1959;6;2017
7170;Jonas;Flott;1995;4;2017
7171;Günter Walter;Flott;1968;9;2017
7172;Bernd;Dr. Föhr;1987;9;2017
7173;Johannes;Foitzik;1960;2;2017
7174;László;Földesi;1987;244;2017
7175;Clemens;Fonk;1997;9;2017
7176;Heiko;Förster;1981;9;2017
7177;Horst;Förster;1942;3;2017
7178;Manuela;Forster;1972;13;2017
7179;Isabelle;Fortagne-Dimitrova;1976;244;2017
7180;Daniel;Föst;1976;4;2017
7181;Verena;Föttinger;1956;13;2017
7182;Detlef-Michael;Frahm;1944;8;2017
7183;Ralf;Frank;1981;2;2017
7184;Christopher;Frank;1986;245;2017
7185;Muna;Frank;1997;22;2017
7186;Daniela;Frank;1978;22;2017
7187;Thomas;Frank;1964;10;2017
7188;Jessica;Dr. Frank;1986;10;2017
7189;Bettina;Franke;1968;9;2017
7190;Edgar Konrad Hartmut;Dr. Franke;1960;2;2017
7191;Maxime-Kathrein Viktoria;Franke;1990;9;2017
7192;Kenneth Justin Max;Franke;1993;9;2017
7193;Eckhard;Franke;1952;18;2017
7194;Jobst-Egbert Dietrich Armin Friedrich Stefan;von Frankenberg und Proschlitz;1967;1;2017
7195;Angelika Renate Hildegard;Frankenberger;1942;19;2017
7196;Frank Willi;Franz;1978;11;2017
7197;Christiane Sabine;Franz;1969;244;2017
7198;Markus;Franz;1963;1;2017
7199;Michael;Franz;1958;23;2017
7200;Torben;Franz;1994;5;2017
7201;Nicole;Franzen;1985;4;2017
7202;Michaela Gertraud Anna;Frauendorfer;1965;7;2017
7203;Thomas;Frech;1984;245;2017
7204;Matthias Thomas;Frederking;1993;14;2017
7205;Ulrich Ronald;Freese;1951;2;2017
7206;Martin;Frei;1985;9;2017
7207;Thorsten;Frei;1973;1;2017
7208;Irmgard;Freihoffer;1961;5;2017
7209;Brigitte;Freihold;1955;5;2017
7210;Dagmar;Freitag;1953;2;2017
7211;Harald Hermann;Frenzel;1961;271;2017
7212;Silas Rouven;Frerking;1987;9;2017
7213;Paul;Fresdorf;1977;4;2017
7214;Astrid;Dr. Freudenstein;1973;7;2017
7215;Klaus;Freudigmann;1942;18;2017
7216;Otto;Fricke;1965;4;2017
7217;Karla Annemarie;Frieben-Wischer;1962;6;2017
7218;Lisa-Marie;Friede;1992;6;2017
7219;Lea Joy;Friedel;1993;9;2017
7220;Dietmar;Friedhoff;1966;3;2017
7221;Hans-Peter;Dr. Friedrich;1957;7;2017
7222;Holm;Friedrich;1965;9;2017
7223;Ralf;Friedrich;1966;11;2017
7224;Hans Ludwig;Friedrich;1952;9;2017
7225;Klaus-Jürgen Günther;Friedrich;1950;4;2017
7226;Lena;Friedrich;1993;14;2017
7227;Michael Johannes;Friedrichs;1961;5;2017
7228;Beate;Friedrichs-Heinemann;1958;2;2017
7229;Maika;Friemann-Jennert;1964;1;2017
7230;Anton;Dr. Friesen;1985;3;2017
7231;Michael;Frieser;1964;7;2017
7232;Rüdiger;Frimmel;1971;14;2017
7233;Patrick;Frisch;1989;4;2017
7234;Christine;Fritz;1977;11;2017
7235;Susanne;Fritz;1966;244;2017
7236;Patrick;Dr. Fröhlich;1981;7;2017
7237;Markus;Frohnmaier;1991;3;2017
7238;Günther;Frölich;1954;8;2017
7239;Madeline;Frömberg;1990;14;2017
7240;Götz;Dr. Frömming;1968;3;2017
7241;Jürgen;Frömmrich;1959;6;2017
7242;Torsten;Frosina;1986;13;2017
7243;Klaus;Fuchs;1954;18;2017
7244;Christiane;Fuchs;1961;4;2017
7245;Lorenz;Fuchs;1965;8;2017
7246;Norbert;Fuchs;1961;244;2017
7247;Andreas;Fuchs;1984;1;2017
7248;David;Fuchs;1987;9;2017
7249;Hans-Joachim;Fuchtel;1952;1;2017
7250;Sonja;Fucken-Kurzawa;1973;1;2017
7251;Wolfgang;Fuhl;1960;3;2017
7252;Helene Margarete;Füllgraf;1956;5;2017
7253;Reinhard;Funk;1958;18;2017
7254;Maximilian Ludwig;Funke genannt Kaiser;1993;4;2017
7255;Angelika;Fürnrohr;1958;10;2017
7256;Thorsten;Fürter;1970;6;2017
7257;Klaus-Wilhelm;Füßmann;1957;4;2017
7258;Timo;Gaarz;1977;1;2017
7259;Klaus-Dieter;Gabbert;1959;8;2017
7260;Robert;Gabel;1979;10;2017
7261;Philipp;Gäbel;1987;18;2017
7262;Ute Elisabeth;Gabelmann;1981;12;2017
7263;Sylvia;Gabelmann;1958;5;2017
7264;Adrian Charles;Gabriel;1976;5;2017
7265;Sigmar Hartmut;Gabriel;1959;2;2017
7266;Sandra;Gabriel;1972;9;2017
7267;Ingo;Gädechens;1960;1;2017
7268;Dietmar;Gaisenkersting;1967;27;2017
7269;Andreas;Galau;1967;3;2017
7270;Korbinian Simon;Gall;1992;6;2017
7271;Ronald;Galle;1957;23;2017
7272;Anna Gesche Lydia;Gallina;1983;6;2017
7273;Marc;Galwas;1970;21;2017
7274;Susanne;Gann;1964;10;2017
7275;Jürgen;Gansel;1974;11;2017
7276;Thomas;Ganskow;1967;12;2017
7277;Friedrich;Ganter;1962;9;2017
7278;Sofia Ofelia;Ganter;1989;6;2017
7279;Heinrich Theodor;Garbe;1955;3;2017
7280;Irene;Garcia Garcia;1957;248;2017
7281;Lisa Ursula;Gärtner;1986;18;2017
7282;Heinz;Gärtner;1940;2;2017
7283;Monika;Gärtner-Engel;1952;18;2017
7284;Jürgen Maria;Gasper;1960;2;2017
7285;Torsten;Gast;1974;8;2017
7286;Kurt Jürgen;Gast;1956;244;2017
7287;Matthias;Gastel;1970;6;2017
7288;Cliff;Dr. Gatzweiler;1974;4;2017
7289;Eberhardt Alexander;Dr. Gauland;1941;3;2017
7290;Ellen;Gause;1966;6;2017
7291;Dirk;Gawlitza;1977;4;2017
7292;Carlos Alexander;Gebauer;1964;4;2017
7293;Bernhard;Gebauer;1964;16;2017
7294;Hermann;Gebauer;1943;12;2017
7295;Ludwig;Gebhard;1951;8;2017
7296;Beatrice Ulrike Kathrin;Gebhardt;1963;1;2017
7297;Andreas;Gebhardt;1979;3;2017
7298;Herbert Alexander;Gebhardt;1944;13;2017
7299;Thomas;Dr. Gebhart;1971;1;2017
7300;Robin;Geddert;1979;12;2017
7301;Dietmar;Gedig;1985;3;2017
7302;Angelika;Geerligs;1953;41;2017
7303;Kai Boris;Gehring;1977;6;2017
7304;Axel;Dr. Gehrke;1942;3;2017
7305;Marko;Gehrke;1974;9;2017
7306;Peter;Dr. Gehrmann;1960;6;2017
7307;Dmitri;Geidel;1989;2;2017
7308;Jens;Geidel;1965;272;2017
7309;Judith;Geier;1983;12;2017
7310;Monika;Geils;1964;6;2017
7311;Dennis;Geisbüsch;1981;245;2017
7312;Florian;Geisenfelder;1991;16;2017
7313;Uwe Gerald;Geisler;1971;4;2017
7314;Jonas Alexander Tecumseh;Geissler;1984;7;2017
7315;Stefan;Gelbhaar;1976;6;2017
7316;Manfred Ekkehard;Gemkow;1958;244;2017
7317;Eva-Marie;Gent;1951;273;2017
7318;Eugen Rainer;Georg;1976;244;2017
7319;Gabriele;Georgiou;1955;18;2017
7320;Rainer;Georgius;1985;21;2017
7321;Michel Philippe;Gérard;1979;9;2017
7322;Stefan;Gerbig;1983;5;2017
