vorname;nachname;geburtsjahr;Partei;wahlkreis_id;bundesland;listenplatz;Titel;Namenszusatz;Wohnort;Beruf;jahr
David Helmut Johannes;Grade;1980;PIRATEN;-1;Nordrhein-Westfalen;4;;;;;2017
Stephan;Graenert;1981;Die PARTEI;-1;Mecklenburg-Vorpommern;7;;;;;2017
Harald;Dr. Graetschel;1950;ÖDP;-1;Berlin;3;;;;;2017
Dietmar;Grahl;1962;NPD;159;-1;-1;;;;;2017
Etienne;Grämer;1996;Die PARTEI;-1;Sachsen;14;;;;;2017
Julia;Grammel;1963;DIE LINKE;-1;Niedersachsen;13;;;;;2017
Robert;Gränert;1980;Die PARTEI;-1;Mecklenburg-Vorpommern;3;;;;;2017
Jens;Gräser;1967;SPD;-1;Saarland;11;;;;;2017
Katharina;Graßler;1986;PIRATEN;233;Bayern;3;;;;;2017
Armin;Prof. Dr. Grau;1959;GRÜNE;-1;Rheinland-Pfalz;8;;;;;2017
Pablo Karl;Graubner;1983;DKP;-1;Hessen;11;;;;;2017
Katharina Luise;Dr. Graunke;1982;ÖDP;221;-1;-1;;;;;2017
Eva-Luise;Greb;1989;SPD;-1;Rheinland-Pfalz;18;;;;;2017
Oswald;Greim;1954;DIE LINKE;240;-1;-1;;;;;2017
Maria;Grein;1985;MLPD;-1;Rheinland-Pfalz;2;;;;;2017
Timon;Gremmels;1976;SPD;168;Hessen;21;;;;;2017
Wolfgang Peter;Gremminger;1964;AfD;-1;Baden-Württemberg;24;;;;;2017
Frank Bodo;Grenda;1967;PIRATEN;-1;Nordrhein-Westfalen;17;;;;;2017
Edna Gwendolyn Daphne;Grewers;1995;Die PARTEI;-1;Hessen;23;;;;;2017
Thomas;Grey;1975;NPD;-1;Sachsen-Anhalt;1;;;;;2017
Arno;Grieger;1946;DKP;-1;Hessen;21;;;;;2017
Hildegard;Gries;1950;CDU;-1;Saarland;10;;;;;2017
Joachim Robert Maria;Griesbaum;1955;MLPD;-1;Hamburg;4;;;;;2017
Kerstin;Griese;1966;SPD;105;Nordrhein-Westfalen;4;;;;;2017
Fabian;Griewel;1997;FDP;146;-1;-1;;;;;2017
Benjamin Herbert;Dr. Grimm;1984;SPD;58;Brandenburg;6;;;;;2017
Christoph Herbert Walter;Grimm;1957;AfD;13;Mecklenburg-Vorpommern;6;;;;;2017
Andreas;Grimm;1972;DKP;-1;Baden-Württemberg;6;;;;;2017
Belinda;Grimm;1975;V-Partei³;-1;Berlin;2;;;;;2017
Ulrike Eleonore;Grimm;1962;CSU;-1;Bayern;43;;;;;2017
Marianne;Grimmenstein-Balas;1946;DiB;-1;Nordrhein-Westfalen;14;;;;;2017
Rhavin;Grobert;1975;Die PARTEI;78;-1;-1;;;;;2017
Ursula;Groden-Kranich;1965;CDU;205;Rheinland-Pfalz;11;;;;;2017
Hermann;Gröhe;1961;CDU;108;Nordrhein-Westfalen;1;;;;;2017
Klaus-Dieter;Gröhler;1966;CDU;80;-1;-1;;;;;2017
Erna-Kathrein;Groll;1959;GRÜNE;256;Bayern;46;;;;;2017
Theresa Annalena;Gröninger;1993;CDU;-1;Bremen;5;;;;;2017
Christian Philipp;Gros;1986;PIRATEN;-1;Saarland;3;;;;;2017
Katja;Grosch;1970;FDP;194;Thüringen;10;;;;;2017
Michael Peter;Groß;1956;SPD;122;Nordrhein-Westfalen;39;;;;;2017
Reinhold;Groß;1961;DM;-1;Baden-Württemberg;6;;;;;2017
Evelin Susanne;Groß;1958;CDU;-1;Thüringen;13;;;;;2017
Arno;Groß;1950;AfD;185;-1;-1;;;;;2017
Steffen;Große;1967;FREIE WÄHLER;157;Sachsen;1;;;;;2017
Michael;Grosse-Brömer;1960;CDU;36;Niedersachsen;2;;;;;2017
Norbert;Großklaus;1959;GRÜNE;284;Baden-Württemberg;24;;;;;2017
Tristan;Großkopf;1999;MLPD;-1;Berlin;6;;;;;2017
Gerhard Friedrich;Dr. Großkurth;1961;AfD;255;-1;-1;;;;;2017
Holger;Großöhmigen;1961;NPD;71;-1;-1;;;;;2017
André;Grote;1968;FDP;30;Niedersachsen;22;;;;;2017
Astrid Katharina Josefine;Grotelüschen;1964;CDU;28;Niedersachsen;10;;;;;2017
Klaus;Groth;1949;MLPD;-1;Berlin;9;;;;;2017
Hans Martin;Grötsch;1979;FREIE WÄHLER;239;Bayern;15;;;;;2017
Uli;Grötsch;1975;SPD;235;Bayern;11;;;;;2017
Stefan;Grötzsch;1986;Die PARTEI;-1;Hessen;16;;;;;2017
Markus;Grübel;1959;CDU;261;-1;-1;;;;;2017
Thomas;Gruber;1980;CDU;-1;Baden-Württemberg;18;;;;;2017
Andreas Friedrich;Gruber;1946;BP;-1;Bayern;18;;;;;2017
Thomas;Gruber;1966;AfD;-1;Baden-Württemberg;17;;;;;2017
Claus;Grugelke;1956;AfD;48;-1;-1;;;;;2017
Hedwig Ursula;Grühl;1947;Tierschutzallianz;-1;Sachsen-Anhalt;6;;;;;2017
Rosemarie;Gruhn;1958;SPD;-1;Saarland;4;;;;;2017
Barbara;Gruler;1970;CDU;-1;Baden-Württemberg;29;;;;;2017
Hans-Joachim;Dr. Grumbach;1967;FREIE WÄHLER;-1;Nordrhein-Westfalen;10;;;;;2017
Manfred;Grund;1955;CDU;189;Thüringen;1;;;;;2017
Erhard;Grundl;1963;GRÜNE;231;Bayern;8;;;;;2017
Birgitta;Gründler;1961;BüSo;160;Sachsen;3;;;;;2017
Michael;Gründler;1958;BüSo;159;Sachsen;2;;;;;2017
Oliver Klaus;Grundmann;1971;CDU;30;Niedersachsen;21;;;;;2017
Michael;Gruner;1976;EB: Gruner;191;-1;-1;;;;;2017
Matthias;Grunert;1979;SPD;-1;Brandenburg;26;;;;;2017
Axel;Grünewald;1981;Die PARTEI;-1;Sachsen-Anhalt;9;;;;;2017
Rolf;Grüning;1959;DIE LINKE;276;-1;-1;;;;;2017
Roja Katharina Maja;Grunwald;1982;Die Humanisten;-1;Nordrhein-Westfalen;2;;;;;2017
Werner;Grünwald;1954;DKP;59;-1;-1;;;;;2017
Alexander;Grupe;1978;Die PARTEI;19;Hamburg;1;;;;;2017
Heiko;Grupp;1949;MLPD;110;-1;-1;;;;;2017
Sebastian;Grüß;1987;Die PARTEI;-1;Bremen;2;;;;;2017
Antje;Grütte;1962;MLPD;-1;Brandenburg;5;;;;;2017
Monika;Grütters;1962;CDU;85;Berlin;1;;;;;2017
Marcel;Guderjahn;1981;MG;69;-1;-1;;;;;2017
Madline;Dr. Gund;1987;CDU;-1;Baden-Württemberg;59;;;;;2017
Herlind;Dr. Gundelach;1949;CDU;23;Hamburg;5;;;;;2017
Lutz Horst Uwe;Gundlach;1959;Die PARTEI;-1;Thüringen;7;;;;;2017
Helmut;Günther;1952;FREIE WÄHLER;-1;Thüringen;8;;;;;2017
Carsten;Günther;1966;AfD;192;-1;-1;;;;;2017
Johannes Erich Tino;Günther;1962;FDP;164;-1;-1;;;;;2017
Fritz;Güntzler;1966;CDU;53;Niedersachsen;9;;;;;2017
Ayse Nur;Gürcan;1990;AD-DEMOKRATEN;-1;Nordrhein-Westfalen;1;;;;;2017
Ates;Gürpinar;1984;DIE LINKE;217;-1;-1;;;;;2017
Cihane;Gürtas-Yildirim;1980;DIE LINKE;50;-1;-1;;;;;2017
Alexander;Gürtler;1965;Die PARTEI;179;Hessen;15;;;;;2017
Thomas;Gürtler;1989;NPD;-1;Brandenburg;10;;;;;2017
Cara;Gürtler;1998;Die PARTEI;-1;Hessen;27;;;;;2017
Thomas;Gutbrod;1969;Die PARTEI;-1;Bayern;11;;;;;2017
Karl Georg;Gutlederer;1947;DM;-1;Baden-Württemberg;4;;;;;2017
Michel;Guttau;1992;Die PARTEI;-1;Schleswig-Holstein;11;;;;;2017
Hans-Jörg;Gütte;1953;V-Partei³;-1;Nordrhein-Westfalen;18;;;;;2017
Olav;Gutting;1970;CDU;278;-1;-1;;;;;2017
Joachim;Guzy;1958;FREIE WÄHLER;-1;Sachsen;8;;;;;2017
Gregor;Dr. Gysi;1948;DIE LINKE;84;-1;-1;;;;;2017
Roman;Haag;1985;V-Partei³;-1;Baden-Württemberg;9;;;;;2017
Julia;Haag;1984;V-Partei³;-1;Baden-Württemberg;10;;;;;2017
Christian;Haardt;1965;CDU;140;Nordrhein-Westfalen;37;;;;;2017
Klaus;Haas;1954;DKP;-1;Baden-Württemberg;8;;;;;2017
Heide;Haas;1987;Die PARTEI;-1;Niedersachsen;3;;;;;2017
Christian Andreas;Haas;1967;PIRATEN;-1;Bayern;10;;;;;2017
Martin;Dr. Haase;1962;PIRATEN;-1;Berlin;1;;;;;2017
Michael Werner;Haase;1961;DiB;-1;Bayern;10;;;;;2017
Christian;Haase;1966;CDU;136;-1;-1;;;;;2017
Peter Markus;Habel;1963;FDP;299;Saarland;4;;;;;2017
Anna-Lena;Habel;1983;CDU;-1;Hessen;41;;;;;2017
Anita;Habel;1989;BGE;-1;Sachsen;4;;;;;2017
Thomas;Haberland;1970;NPD;-1;Brandenburg;8;;;;;2017
Axel;Häberle;1956;CDU;-1;Baden-Württemberg;57;;;;;2017
John;Haberle;1970;GRÜNE;150;-1;-1;;;;;2017
Christian;Hachmann;1984;PIRATEN;-1;Hessen;8;;;;;2017
Thomas;Hacker;1967;FDP;237;Bayern;10;;;;;2017
Hildegard;Hacker;1953;ÖDP;-1;Nordrhein-Westfalen;10;;;;;2017
Rhaffi;Hadizadeh Kharazi;1974;B*;-1;Berlin;1;;;;;2017
Laleh;Hadjimohamadvali;1972;AfD;-1;Saarland;3;;;;;2017
Gustav Walter;Haenschke;1948;NPD;69;Sachsen-Anhalt;2;;;;;2017
Beate;Haffner;1955;FREIE WÄHLER;-1;Baden-Württemberg;15;;;;;2017
Dominik;Haffner;1983;Die PARTEI;96;-1;-1;;;;;2017
Bettina;Hagedorn;1955;SPD;9;Schleswig-Holstein;1;;;;;2017
Lasse;Hagemann;1996;Die PARTEI;-1;Niedersachsen;31;;;;;2017
Nicola Claudia;Hagemeister;1992;FDP;137;Nordrhein-Westfalen;36;;;;;2017
Iris;Häger;1971;FREIE WÄHLER;123;-1;-1;;;;;2017
Pascal;Haggenmüller;1988;GRÜNE;272;-1;-1;;;;;2017
Rita;Hagl-Kehl;1970;SPD;227;Bayern;16;;;;;2017
Peter Bernd;Hahl;1943;BGE;-1;Nordrhein-Westfalen;21;;;;;2017
Leander;Hahn;1996;ÖDP;201;Rheinland-Pfalz;13;;;;;2017
Leon;Hahn;1991;SPD;293;Baden-Württemberg;28;;;;;2017
André;Dr. Hahn;1963;DIE LINKE;158;Sachsen;2;;;;;2017
Florian Peter;Hahn;1974;CSU;221;Bayern;37;;;;;2017
René Jens;Hähnlein;1971;DIE LINKE;238;-1;-1;;;;;2017
Anja Margarete Helene;Hajduk;1963;GRÜNE;21;Hamburg;1;;;;;2017
Rainer;Hajek;1945;CDU;-1;Niedersachsen;33;;;;;2017
Metin;Hakverdi;1969;SPD;23;Hamburg;8;;;;;2017
Martin;Halbritter;1987;MLPD;281;-1;-1;;;;;2017
Laura;Halding-Hoppenheit;1942;DIE LINKE;285;-1;-1;;;;;2017
Volker;Halfmann;1966;ÖDP;-1;Bayern;8;;;;;2017
Gabriele;Halili;1963;DIE LINKE;88;Nordrhein-Westfalen;15;;;;;2017
Marcel;Haliti;1983;NPD;-1;Nordrhein-Westfalen;4;;;;;2017
Alexandra;Hall;1966;V-Partei³;-1;Niedersachsen;11;;;;;2017
Karen;Haltaufderheide;1960;GRÜNE;138;Nordrhein-Westfalen;38;;;;;2017
Kai;Hamacher;1974;PIRATEN;63;-1;-1;;;;;2017
David;Hamann;1981;Die PARTEI;-1;Berlin;76;;;;;2017
Tobias;Dr. Hammerl;1977;SPD;233;Bayern;33;;;;;2017
Andreas;Hammerschmidt;1987;SPD;-1;Niedersachsen;47;;;;;2017
Gerhard;Hammitzsch;1958;FREIE WÄHLER;-1;Baden-Württemberg;10;;;;;2017
Armin-Paulus;Hampel;1957;AfD;46;Niedersachsen;1;;;;;2017
Ulrich;Hampel;1964;SPD;127;Nordrhein-Westfalen;19;;;;;2017
Melanie;Händelkes;1977;NPD;-1;Nordrhein-Westfalen;3;;;;;2017
Reiner;Hander;1963;BP;-1;Bayern;19;;;;;2017
Andreas;Handt;1979;AfD;144;-1;-1;;;;;2017
Beate;Hane-Knoll;1961;DIE LINKE;101;-1;-1;;;;;2017
Johannes;Dr. Hanel;1958;BGE;-1;Thüringen;3;;;;;2017
Martina;Hanf;1967;ÖDP;-1;Thüringen;3;;;;;2017
Thomas;Hanf;1969;ÖDP;193;-1;-1;;;;;2017
Christian;Hangs;1995;MLPD;-1;Baden-Württemberg;6;;;;;2017
Marcus;Hanisch;1990;Die PARTEI;-1;Berlin;64;;;;;2017
Reginald;Hanke;1956;FDP;195;Thüringen;3;;;;;2017
Martina;Hanke;1958;V-Partei³;-1;Sachsen;3;;;;;2017
Mirco Karsten;Hanker;1966;AfD;50;Niedersachsen;20;;;;;2017
Ruth;Hänling;1962;CDU;-1;Rheinland-Pfalz;27;;;;;2017
Nathalie;Hanna;1989;DM;-1;Hessen;3;;;;;2017
Lars;Hannemann;1978;Die PARTEI;272;-1;-1;;;;;2017
Volker;Hans;1954;FDP;-1;Rheinland-Pfalz;31;;;;;2017
Heike;Hänsel;1966;DIE LINKE;290;Baden-Württemberg;2;;;;;2017
Frank-Christian;Hansel;1964;AfD;82;-1;-1;;;;;2017
Florian;Hansen;1989;V-Partei³;-1;Bremen;8;;;;;2017
Frank;Hansen;1970;AfD;1;-1;-1;;;;;2017
Cheyenne Charlotte;Hanson;1998;V-Partei³;-1;Bayern;14;;;;;2017
Stefanie;Hantke;1981;FDP;-1;Thüringen;4;;;;;2017
Thassilo;Hantusch;1993;NPD;173;Hessen;3;;;;;2017
Thomas;Hantusch;1966;NPD;172;-1;-1;;;;;2017
Helmut;Happe;1965;DM;-1;Baden-Württemberg;8;;;;;2017
Dominic;Harapat;1983;Die PARTEI;172;Hessen;25;;;;;2017
Stephan;Dr. Harbarth;1971;CDU;277;-1;-1;;;;;2017
Mariana Iris;Harder-Kühnel;1974;AfD;175;Hessen;1;;;;;2017
Jürgen;Hardt;1963;CDU;103;Nordrhein-Westfalen;22;;;;;2017
Beate;Härig-Dickersbach;1957;AfD;202;-1;-1;;;;;2017
Konrad;Harle;1958;V-Partei³;-1;Bayern;6;;;;;2017
Joachim;von Harlessem;1958;V-Partei³;-1;Rheinland-Pfalz;2;;;;;2017
Katharina;Harling;1985;Die PARTEI;-1;Berlin;22;;;;;2017
Olaf;Harm;1961;DKP;-1;Hamburg;1;;;;;2017
Daniel;Harms;1981;Die PARTEI;-1;Hamburg;4;;;;;2017
Tibor;Harrach;1964;GRÜNE;-1;Berlin;8;;;;;2017
Karl-Friedrich;Harter;1965;Gesundheitsforschung;-1;Nordrhein-Westfalen;7;;;;;2017
Philipp;Hartewig;1994;FDP;161;Sachsen;4;;;;;2017
Markus Erwin;Härtl;1973;BGE;-1;Bayern;8;;;;;2017
Andreas Albrecht;Hartle;1939;DKP;-1;Niedersachsen;16;;;;;2017
Sebastian;Hartmann;1977;SPD;97;Nordrhein-Westfalen;15;;;;;2017
Verena;Hartmann;1974;AfD;-1;Sachsen;9;;;;;2017
Harald Günter;Hartmann;1952;MG;-1;Sachsen-Anhalt;4;;;;;2017
Alexander;Hartmann;1961;BüSo;-1;Hessen;1;;;;;2017
Peter;Hartmann;1980;BGE;-1;Sachsen;10;;;;;2017
René;Hartnick;1971;BGE;-1;Thüringen;4;;;;;2017
Stefan;Hartung;1989;NPD;-1;Sachsen;7;;;;;2017
Gunhild Doris;Hartung;1954;DKP;-1;Bayern;2;;;;;2017
Roland;Hartung;1961;PIRATEN;-1;Rheinland-Pfalz;11;;;;;2017
Heinz;Hartweg;1971;ÖDP;-1;Hessen;6;;;;;2017
Roland;Dr. Hartwig;1954;AfD;100;Nordrhein-Westfalen;14;;;;;2017
Steffen Martin;Harzer;1960;DIE LINKE;196;Thüringen;6;;;;;2017
Florian Werner;Harzmann;1973;V-Partei³;-1;Bayern;33;;;;;2017
Mathias;Haschke;1982;Die PARTEI;153;-1;-1;;;;;2017
Thomas;Hasel;1969;EB: Hasel;83;-1;-1;;;;;2017
Agnes Elisabeth;Hasenjäger;1950;DIE LINKE;35;-1;-1;;;;;2017
Helen;Hass;1955;DiB;-1;Baden-Württemberg;7;;;;;2017
Malte;Hasse;1972;Die PARTEI;-1;Berlin;46;;;;;2017
Jens;Hassel;1975;FREIE WÄHLER;184;Hessen;38;;;;;2017
Dagmar;Hassel;1958;CDU;-1;Rheinland-Pfalz;23;;;;;2017
Wilfried;Dr. Haßelberg-Weyandt;1951;ÖDP;-1;Sachsen;5;;;;;2017
Britta;Haßelmann;1961;GRÜNE;132;Nordrhein-Westfalen;1;;;;;2017
Djengizkhan;Hasso;1961;CDU;-1;Berlin;11;;;;;2017
Stephan;Haube;1966;DM;-1;Berlin;3;;;;;2017
Wolfgang;Hauber;1959;FREIE WÄHLER;246;Bayern;29;;;;;2017
Marc René;Hauck;1978;FDP;-1;Rheinland-Pfalz;35;;;;;2017
Matthias;Hauer;1977;CDU;120;Nordrhein-Westfalen;13;;;;;2017
Heidi;Hauer;1963;ÖDP;-1;Rheinland-Pfalz;2;;;;;2017
Jochen;Haug;1973;AfD;94;Nordrhein-Westfalen;2;;;;;2017
Friedrich Maximilian Franz;Haugg;1969;FDP;223;Bayern;18;;;;;2017
Philipp;Hauner;1984;BGE;-1;Bayern;6;;;;;2017
Niklas;Haupt;1986;DIE LINKE;243;-1;-1;;;;;2017
Mark;Hauptmann;1984;CDU;196;-1;-1;;;;;2017
Rafael;Hauptmann;1989;AfD;254;-1;-1;;;;;2017
Sebastian Walter;Hauschild;1981;V-Partei³;-1;Sachsen;7;;;;;2017
Patricia;Hauser;1972;V-Partei³;-1;Niedersachsen;9;;;;;2017
Ellen;Haußdörfer;1980;SPD;-1;Berlin;13;;;;;2017
Frauke Andrea;Havekost;1968;GRÜNE;-1;Brandenburg;5;;;;;2017
Claudia;Haydt;1966;DIE LINKE;293;Baden-Württemberg;7;;;;;2017
Martin;Hebner;1959;AfD;224;Bayern;1;;;;;2017
Christian;Hecht;1971;AfD;-1;Sachsen-Anhalt;8;;;;;2017
Stefan;Dr. Heck;1982;CDU;171;Hessen;7;;;;;2017
Bernhard;Heck;1962;EB: Heck;205;-1;-1;;;;;2017
Eva-Maria;Heger;1958;ÖDP;-1;Baden-Württemberg;20;;;;;2017
Klaus;Heger;1955;AfD;149;-1;-1;;;;;2017
Reinhard;Hegewald;1964;CDU;24;Niedersachsen;15;;;;;2017
Thorsten;Hehl;1986;FDP;204;Rheinland-Pfalz;12;;;;;2017
Marilyn;Heib;1978;DIE LINKE;297;Saarland;3;;;;;2017
Manuel;Dr. Heide;1955;CDU;-1;Berlin;15;;;;;2017
Dirk;Heidenblut;1961;SPD;119;Nordrhein-Westfalen;57;;;;;2017
Ernesto Jospeh;Heidenreich;1998;MLPD;-1;Nordrhein-Westfalen;22;;;;;2017
Ralph;Heidenreich;1957;DIE LINKE;292;-1;-1;;;;;2017
Matthias;Dr. Heider;1966;CDU;149;Nordrhein-Westfalen;45;;;;;2017
Stephan;Heider;1966;ÖDP;-1;Baden-Württemberg;15;;;;;2017
Thomas;Heidl;1971;V-Partei³;-1;Berlin;4;;;;;2017
Stefanie;Heidl;1978;V-Partei³;-1;Berlin;8;;;;;2017
Annette Mathilde;Heidrich;1967;SPD;212;Bayern;30;;;;;2017
Peter;Heidt;1965;FDP;177;Hessen;7;;;;;2017
Hubertus;Heil;1972;SPD;45;Niedersachsen;5;;;;;2017
Mechthild;Heil;1961;CDU;198;Rheinland-Pfalz;5;;;;;2017
Martin;Heilig;1975;GRÜNE;251;Bayern;20;;;;;2017
Thomas;Heilmann;1964;CDU;79;Berlin;4;;;;;2017
Christian;Heilmann;1965;GRÜNE;227;Bayern;47;;;;;2017
Peter;Heilrath;1969;GRÜNE;219;Bayern;21;;;;;2017
Elmar Lorenz;Heim;1952;DIE LINKE;255;-1;-1;;;;;2017
Jörg;Heimbeck;1969;FDP;-1;Bayern;49;;;;;2017
Andreas Peter;Heine;1955;DKP;-1;Hessen;9;;;;;2017
Tilmann;Heine;1971;BGE;-1;Niedersachsen;10;;;;;2017
Alexandra;Heinen;1971;CDU;-1;Saarland;15;;;;;2017
Jürgen;Heinen;1961;GRÜNE;111;-1;-1;;;;;2017
Julian;Heinkele;1990;Die PARTEI;258;Baden-Württemberg;7;;;;;2017
Paul;Heinle;1964;FREIE WÄHLER;-1;Bayern;37;;;;;2017
Gabriela;Heinrich;1963;SPD;244;Bayern;18;;;;;2017
Frank;Heinrich;1964;CDU;162;Sachsen;9;;;;;2017
Ronald Achim;Heinrich;1976;BGE;-1;Bayern;4;;;;;2017
Felix Wolfgang;Heinrichs;1989;SPD;-1;Nordrhein-Westfalen;68;;;;;2017
Stephan;Heintze;1977;FREIE WÄHLER;112;Nordrhein-Westfalen;4;;;;;2017
Thorsten;Heise;1969;NPD;-1;Thüringen;1;;;;;2017
Sonja;Heitmann;1974;V-Partei³;-1;Nordrhein-Westfalen;2;;;;;2017
Kaja;Helbig;1967;V-Partei³;-1;Baden-Württemberg;15;;;;;2017
Steffen;Helbing;1970;CDU;-1;Berlin;12;;;;;2017
Peter;Helbing;1960;SPD;-1;Nordrhein-Westfalen;85;;;;;2017
Marcus;Held;1977;SPD;206;Rheinland-Pfalz;4;;;;;2017
Jörg;Held;1969;EB: Held;164;-1;-1;;;;;2017
Matthias;Helferich;1988;AfD;143;-1;-1;;;;;2017
Mark;Helfrich;1978;CDU;3;Schleswig-Holstein;7;;;;;2017
Gisela;Helgath;1959;GRÜNE;235;Bayern;40;;;;;2017
Ingo Rüdiger;Helge;1976;NPD;-1;Hessen;9;;;;;2017
Robert;Helle;1998;DIE LINKE;146;-1;-1;;;;;2017
Katrin;Helling-Plahr;1986;FDP;138;Nordrhein-Westfalen;17;;;;;2017
Tilo;Hellmann;1983;DIE LINKE;155;Sachsen;10;;;;;2017
Wolfgang;Hellmich;1958;SPD;146;Nordrhein-Westfalen;3;;;;;2017
Boris;Hellmuth;1979;V-Partei³;-1;Baden-Württemberg;4;;;;;2017
Sylvia Ilona Inge;Helvaci-Menge;1962;Tierschutzpartei;-1;Bayern;2;;;;;2017
Udo Theodor;Hemmelgarn;1959;AfD;131;Nordrhein-Westfalen;8;;;;;2017
Philipp;Hencker;1990;Die PARTEI;-1;Sachsen;1;;;;;2017
Barbara;Dr. Hendricks;1952;SPD;112;Nordrhein-Westfalen;2;;;;;2017
Knud;Hendricks;1980;SPD;-1;Niedersachsen;43;;;;;2017
Madeleine;Henfling;1983;GRÜNE;-1;Thüringen;5;;;;;2017
Rudolf;Henke;1954;CDU;87;Nordrhein-Westfalen;30;;;;;2017
Christina;Henke;1984;CDU;-1;Berlin;14;;;;;2017
Sandra;Henkel;1990;SPD;-1;Saarland;8;;;;;2017
Frank;Henkel;1963;CDU;75;-1;-1;;;;;2017
Sevim;Henkelmann;1964;MENSCHLICHE WELT;-1;Berlin;2;;;;;2017
Ralf;Henneberg;1964;Tierschutzallianz;-1;Baden-Württemberg;8;;;;;2017
Martin;Hennig;1970;BüSo;217;Bayern;7;;;;;2017
Sebastian;Hennig;1988;Die PARTEI;-1;Sachsen;8;;;;;2017
Mario;Hennig;1966;SPD;-1;Sachsen-Anhalt;10;;;;;2017
Philipp Herbert Axel;Hennig;1986;Die PARTEI;-1;Brandenburg;2;;;;;2017
Nicole Kathrin;Henning;1981;V-Partei³;-1;Thüringen;4;;;;;2017
Michael;Hennrich;1965;CDU;262;-1;-1;;;;;2017
Marc;Henrichmann;1976;CDU;127;-1;-1;;;;;2017
Ursula Marianne;Henseler;1959;CSU;-1;Bayern;62;;;;;2017
Cornelia Elisabeth;Hentz-Döring;1961;SPD;-1;Hessen;26;;;;;2017
Ralf;Henze;1962;FDP;84;Berlin;8;;;;;2017
Eyk;Henze;1981;BGE;-1;Sachsen;2;;;;;2017
Ernst Albert;Dr. Herbert;1952;MLPD;101;Nordrhein-Westfalen;28;;;;;2017
Michael;Herbert;1956;BP;250;-1;-1;;;;;2017
Markus;Herbrand;1971;FDP;92;Nordrhein-Westfalen;11;;;;;2017
Torsten;Herbst;1973;FDP;156;Sachsen;1;;;;;2017
Marion;Herdan;1958;CDU;-1;Schleswig-Holstein;17;;;;;2017
Andreas;Herden;1967;GRÜNE;225;Bayern;37;;;;;2017
Waldemar;Herdt;1962;AfD;38;Niedersachsen;7;;;;;2017
Sarah Ellen;Herfort;1981;Die PARTEI;-1;Niedersachsen;1;;;;;2017
Harald;Dr. von Herget;1963;FREIE WÄHLER;224;Bayern;42;;;;;2017
Lutz;Dr. Hermann;1963;FDP;280;Baden-Württemberg;36;;;;;2017
Harald;Hermann;1959;PIRATEN;259;-1;-1;;;;;2017
Gabriele;Hermann-Lersch;1956;CDU;-1;Rheinland-Pfalz;38;;;;;2017
Wolfgang Uwe Werner;Herms;1951;BGE;-1;Hessen;5;;;;;2017
Volker;Herold;1971;GRÜNE;155;-1;-1;;;;;2017
Jürgen Willi;Herr;1958;ÖDP;-1;Nordrhein-Westfalen;17;;;;;2017
Siegmar;Herrlinger;1952;MLPD;266;-1;-1;;;;;2017
Frank;Herrmann;1961;PIRATEN;105;Nordrhein-Westfalen;14;;;;;2017
Klaus;Herrmann;1960;AfD;177;Hessen;8;;;;;2017
Lukas;Herrmann;1997;Die PARTEI;95;Nordrhein-Westfalen;23;;;;;2017
Klaus Lars;Herrmann;1977;AfD;154;Sachsen;10;;;;;2017
Friedrich;Herrmann;1944;FREIE WÄHLER;186;Hessen;30;;;;;2017
Clemens;Herrmann;1998;FREIE WÄHLER;76;Berlin;3;;;;;2017
Joachim Franz Johannes;Herrmann;1956;CSU;-1;Bayern;1;;;;;2017
Frank;Hertel;1971;DIE LINKE;248;-1;-1;;;;;2017
Pierrette Gabrielle;Dr. Herzberger-Fofana;1949;GRÜNE;-1;Bayern;19;;;;;2017
Gustav;Herzog;1958;SPD;209;Rheinland-Pfalz;2;;;;;2017
Steffen;Herzog;1975;NPD;-1;Thüringen;9;;;;;2017
Martin Alexander;Hess;1971;AfD;265;Baden-Württemberg;7;;;;;2017
Petra;Heß;1959;SPD;192;Thüringen;4;;;;;2017
Willi Siegfried;Hess;1951;ÖDP;-1;Mecklenburg-Vorpommern;4;;;;;2017
Dieter;Heß;1965;BGE;-1;Baden-Württemberg;6;;;;;2017
Bernhard Ernst;Heß;1946;DKP;-1;Hessen;16;;;;;2017
Katja;Hessel;1972;FDP;244;Bayern;3;;;;;2017
Heiko;Prof. Dr. Heßenkemper;1956;AfD;161;Sachsen;6;;;;;2017
Meinolf;Heufken-Jaekel;1955;BGE;-1;Nordrhein-Westfalen;11;;;;;2017
Björn;Heuschkel;1985;V-Partei³;-1;Thüringen;3;;;;;2017
Ingrid Christine Maria;Heut;1989;CSU;-1;Bayern;42;;;;;2017
Susanne;van Heuvel;1962;V-Partei³;-1;Hamburg;8;;;;;2017
Ansgar;Heveling;1972;CDU;110;-1;-1;;;;;2017
Holger Heinz;Hexgen;1972;AfD;109;-1;-1;;;;;2017
Petra;Hey;1970;SPD;-1;Brandenburg;15;;;;;2017
Till-Christian;Heyer-Stuffer;1959;GRÜNE;60;-1;-1;;;;;2017
Heidi Michaela;Hierl-Schulze;1959;Tierschutzpartei;-1;Bayern;8;;;;;2017
Angelika;Hießerich-Peter;1964;FDP;-1;Saarland;8;;;;;2017
Marvin;Hilbert;1994;Die PARTEI;-1;Berlin;45;;;;;2017
Matthias;Hildebrandt;1983;Die PARTEI;-1;Schleswig-Holstein;8;;;;;2017
Karolin;Hildner;1987;ÖDP;250;-1;-1;;;;;2017
