nachname;vorname;geburtsjahr;partei;wahlkreis;bundesland;landeslistePlatz;jahr
Holtermann;Sandra;1971;Die PARTEI;;Berlin;;2017
Holtkamp;Hans Ajiet;1959;Die Humanisten;;Nordrhein-Westfalen;;2017
Holtmann;Clemens;1989;DiB;;Berlin;;2017
Holtschke;Eric Axel;1987;SPD;166;Sachsen;15;2017
von Holtz;Ottmar;1961;GRÜNE;48;Niedersachsen;6;2017
Holz;Manuela;1965;DIE LINKE;201;Rheinland-Pfalz;5;2017
Holz;Marco;1994;PIRATEN;;Hessen;;2017
Holzendorf;Volker;1972;GRÜNE;152;Sachsen;6;2017
Hölzer;Tobias;1991;BGE;;Nordrhein-Westfalen;;2017
Holzgraefe;Susanne;1971;PIRATEN;;Nordrhein-Westfalen;;2017
Homm;Claus Günther;1980;SPD;;Nordrhein-Westfalen;;2017
Hönicke;Kevin;1984;SPD;86;Berlin;8;2017
Hönig;Günter;1951;EB: Hönig 51; 51;;;2017
Hönlinger;Ingrid;1964;GRÜNE;265;Baden-Württemberg;23;2017
Hoops;Hendrik;1986;Die PARTEI;;Niedersachsen;;2017
Hopf;Christel;1953;PIRATEN;115;;;2017
Höpfl;Eva-Maria;1974;MENSCHLICHE WELT;;Baden-Württemberg;;2017
Höpfner;Claudia;1979;BGE;;Mecklenburg-Vorpommern;;2017
Hoppe;Jens;1975;SPD;;Niedersachsen;;2017
Dr. Hoppenstedt;Hendrik;1972;CDU;43;Niedersachsen;12;2017
Horb;Margaret;1967;CDU;;Baden-Württemberg;;2017
Horbert;Ivonne;1969;SPD;200;;;2017
Horlamus;Alexander;1984;SPD;246;Bayern;36;2017
Horn;Klaus Werner;1970;FDP;239;Bayern;32;2017
Horn;Christian;1987;PIRATEN;196;Thüringen;10;2017
Hörner;Erich Paul Manfred;1951;MLPD;;Bayern;;2017
Hörner;Hans Martin;1962;DM;;Bayern;;2017
Hörner;Hans-Peter;1951;AfD;295;;;2017
Hornhues;Else Katharina Bettina;1972;CDU;55;Bremen;2;2017
Hörstel;Christoph;1956;DM;;Brandenburg;;2017
Horster;Jacqueline;1998;FREIE WÄHLER;;Hessen;;2017
Horstmann;Kai;1963;ÖDP;;Berlin;;2017
Horz;Georg;1956;FREIE WÄHLER;178;;;2017
Dr. Höschel;Mathias;1967;CDU;;Nordrhein-Westfalen;;2017
Hose;Michael;1984;CDU;;Thüringen;;2017
Hösl;Sonja Ellen;1962;Tierschutzpartei;281;Baden-Württemberg;5;2017
Hostert;Jasmina;1982;SPD;260;Baden-Württemberg;25;2017
Houben;Reinhard;1960;FDP;93;Nordrhein-Westfalen;8;2017
Houben;Sina;1993;Die PARTEI;109;;;2017
Hövel;Marius;1995;PIRATEN;91;;;2017
Hövener;Jan;1966;BGE;;Bremen;;2017
Höwing;Tim;1993;DIE LINKE;;Niedersachsen;;2017
Dr. Hoyer;Guido;1968;DIE LINKE;214;;;2017
Hoyer;Roland;1956;EB: Hoyer 158; 158;;;2017
Hubele;Siegfried;1954;DKP;;Baden-Württemberg;;2017
Huber;Johannes;1987;AfD;214;Bayern;13;2017
Huber;Vera;1981;CDU;;Baden-Württemberg;;2017
Hübner;Lars;1977;DM;;Berlin;;2017
Dr. Hucklenbroich;Jörg;1968;ÖDP;;Nordrhein-Westfalen;;2017
Hudyma;Christa;1961;FREIE WÄHLER;147;Nordrhein-Westfalen;1;2017
Huemer;Robert;1967;ÖDP;252;;;2017
Hufgard;Christian Albrecht Johannes;1979;PIRATEN;;Hessen;;2017
Hüfken;Gerhard Matthias;1964;EB: Hüfken 194; 194;;;2017
Hügelschäfer;Kristin;1997;DIE LINKE;187;Hessen;13;2017
Hugo;Karl-Heinz;1957;DIE LINKE;;Nordrhein-Westfalen;;2017
Hühnlein;Johannes;1984;NPD;238;;;2017
Hummel;Manuel;1965;GRÜNE;273;Baden-Württemberg;26;2017
Hummel;Rebecca;1983;SPD;289;Baden-Württemberg;27;2017
Hümpfer;Markus;1992;SPD;250;Bayern;31;2017
Hund;Melda;1993;BGE;;Nordrhein-Westfalen;;2017
Hundeiker;Ulf;1972;Die PARTEI;;Nordrhein-Westfalen;;2017
Hundertmark;Tim;1982;FDP;292;Baden-Württemberg;28;2017
Hundertmark;Andreas;1973;GRÜNE;190;Thüringen;6;2017
Hundesrügge;Britta;1967;FDP;224;Bayern;17;2017
Hunko;Andrej;1963;DIE LINKE;87;Nordrhein-Westfalen;4;2017
Hupach;Sigrid;1968;DIE LINKE;190;Thüringen;5;2017
Hüppe;Hubert;1956;CDU;144;Nordrhein-Westfalen;17;2017
Huppert;Sabine;1955;DKP;42;Niedersachsen;2;2017
Huppert;Veit;1956;DKP;;Niedersachsen;;2017
Dr. Hurrle;Adrian;1986;FDP;281;Baden-Württemberg;20;2017
Husein;Timur;1980;CDU;83;Berlin;9;2017
Huska;Klaus;1975;DIE LINKE;272;;;2017
Huth;Tobias;1977;DIE LINKE;180;;;2017
Hutschalik;Günter;1955;FREIE WÄHLER;156;Sachsen;7;2017
Hutter;Ralf;1981;Die PARTEI;;Berlin;;2017
Hütter;Jonathan-Benedict;1995;PIRATEN;;Nordrhein-Westfalen;;2017
Hütter;Carsten;1964;AfD;155;;;2017
Hüttl;Juliane;1988;FDP;77;Berlin;4;2017
Ibrahimsadeh;Shen;1997;DIE LINKE;131;;;2017
Ignatowitz;Hans-Werner;1968;GRÜNE;92;;;2017
Ihnen;Ulla;1956;FDP;42;Niedersachsen;5;2017
Ilgen;Matthias;1983;SPD;2;;;2017
Ilius;Klaus-Dieter;1948;MLPD;;Berlin;;2017
Ilsanker;Josef Erwin;1975;DIE LINKE;229;;;2017
Insinger;Monika;1956;CDU;;Niedersachsen;;2017
Irgang;Jens;1963;NPD;82;;;2017
Irion;Jörg Joachim;1939;MLPD;;Brandenburg;;2017
Irlstorfer;Erich;1970;CSU;214;;;2017
Irmer;Hans-Jürgen;1952;CDU;172;Hessen;17;2017
Irrgang;Lothar;1968;Die PARTEI;;Schleswig-Holstein;;2017
Israel;"Sabine (Bee Stock; Francis)";1962;DiB;;Niedersachsen;;2017
Dr. Isringhaus;Paul Helmut;1949;FDP;;Saarland;;2017
Ittekkot;David Narayan;1989;SPD;;Bremen;;2017
Izdebski;Jürgen;1954;AfD;2;;;2017
Jachnik;Aaron;1993;Die PARTEI;;Rheinland-Pfalz;;2017
Jäckh-Vermeulen;Johanna;1950;MLPD;260;Baden-Württemberg;22;2017
Jacob;Michaela Elisabeth Theresia;1977;MLPD;168;;;2017
Jacobi;Fabian;1973;AfD;93;Nordrhein-Westfalen;6;2017
Jacobi;Dörte;1986;Die PARTEI;;Sachsen-Anhalt;;2017
Jacob-Reisinger;Ursula;1957;DIE LINKE;135;Nordrhein-Westfalen;19;2017
Dr. Jacobs;Henrik Harald Malte;1986;FDP;48;Niedersachsen;13;2017
Jacobs;Lukas David;1991;DIE LINKE;52;;;2017
Jaeger;Johann-Georg Friedrich;1965;GRÜNE;;Mecklenburg-Vorpommern;;2017
Jaffke;Thorsten;1983;V-Partei³;;Baden-Württemberg;;2017
Jagau;Christiane;1962;EB: Jagau 49; 49;;;2017
Jäger;Florian;1971;AfD;215;Bayern;15;2017
Jäger;Carmen Alexandra;1993;CDU;;Baden-Württemberg;;2017
Jäger;Thomas;1975;NPD;;Mecklenburg-Vorpommern;;2017
Jäger;Benjamin;1988;ÖDP;;Nordrhein-Westfalen;;2017
Jagsch;Stefan;1986;NPD;177;Hessen;4;2017
Jahn;Jens-Eberhard;1967;ÖDP;78;;;2017
Jakobeit;Peter;1955;BGE;;Baden-Württemberg;;2017
Jakobs;Hans-Georg;1959;FREIE WÄHLER;;Rheinland-Pfalz;;2017
Jakupak;Markus;1994;NL;5;;;2017
Janat;Sandra Beate;1994;PIRATEN;;Nordrhein-Westfalen;;2017
Janda;Ilona Brigitte;1959;MLPD;;Sachsen-Anhalt;;2017
Janecek;Dieter;1976;GRÜNE;220;Bayern;6;2017
Jankow;Ralf;1980;V-Partei³;;Thüringen;;2017
Jankowski;Denny;1983;AfD;191;;;2017
Jans;Steffen Wolfgang;1985;FDP;;Rheinland-Pfalz;;2017
Jansen;Richard Jörg;1965;Die PARTEI;114;;;2017
Janson;Volker;1961;SPD;;Rheinland-Pfalz;;2017
Dr. Janson;Gerd;1961;FDP;;Rheinland-Pfalz;;2017
Janßen;Nelson;1990;DIE LINKE;55;;;2017
Dr. Jantzer;Michael;1958;SPD;259;Baden-Württemberg;30;2017
Jantz-Herrmann;Christina;1978;SPD;34;Niedersachsen;16;2017
Jarasch;Bettina;1968;GRÜNE;78;;;2017
Jarkusch;Carmen;1961;MLPD;;Nordrhein-Westfalen;;2017
Jarowoy;Valentin Robert;1952;DIE LINKE;19;;;2017
Jarzombek;Thomas;1973;CDU;106;Nordrhein-Westfalen;12;2017
Jasberg;Jennifer;1983;GRÜNE;;Hamburg;;2017
Jaschinski;Toni;1982;DIE LINKE;16;Mecklenburg-Vorpommern;4;2017
Jeguschke;Timo;1990;FDP;11;Schleswig-Holstein;9;2017
Jelpke;Ursula (Ulla);1951;DIE LINKE;142;Nordrhein-Westfalen;5;2017
Jenkel;Reiner Erwin;1950;DIE LINKE;130;;;2017
Jensen;Marcus;1969;FDP;82;Berlin;7;2017
Jensen;Gyde;1989;FDP;;Schleswig-Holstein;;2017
Jesinghausen;Elke;1955;CDU;;Hessen;;2017
Jöbkes;Bruno;1967;GRÜNE;112;;;2017
Jochmann;Tim;1988;Die PARTEI;281;;;2017
Dr. Johach;Helmut;1941;DIE LINKE;246;;;2017
Johlke;Bodo Ernst-Friedrich;1941;NPD;18;Hamburg;3;2017
John;Jan Steffen Daniel;1964;AfD;57;;;2017
Johnen;Dietmar;1965;GRÜNE;;Rheinland-Pfalz;;2017
Jöhnk;Arne-Olaf;1978;FREIE WÄHLER;1;;;2017
Dr. Jongen;Marc Stephan;1968;AfD;266;Baden-Württemberg;3;2017
Jordan;Nicole;1974;AfD;18;Hamburg;4;2017
Jordan;Frank;1969;SPD;;Rheinland-Pfalz;;2017
Jordan;André;1975;Die PARTEI;;Sachsen-Anhalt;;2017
Jörrißen;Sylvia;1967;CDU;145;Nordrhein-Westfalen;35;2017
Dr. Jung;Christian;1977;FDP;272;Baden-Württemberg;12;2017
Jung;Ingmar Ludwig;1978;CDU;179;Hessen;16;2017
Jung;Xaver;1962;CDU;209;Rheinland-Pfalz;8;2017
Jung;Steffen;1977;PIRATEN;;Baden-Württemberg;;2017
Jung;Birgit;1967;V-Partei³;;Rheinland-Pfalz;;2017
Jung;Gerd;1953;DiB;;Nordrhein-Westfalen;;2017
Jung;Pierre;1976;AfD;145;;;2017
Jung;Andreas;1975;CDU;287;;;2017
Junge;Frank Michael;1967;SPD;13;Mecklenburg-Vorpommern;2;2017
Jungmann;Manuela;1986;CDU;;Baden-Württemberg;;2017
Juratovic;Josip;1959;SPD;267;Baden-Württemberg;16;2017
Jürgens;Saskia;1988;DIE LINKE;270;Baden-Württemberg;13;2017
Jürgens;Hendrik;1978;FDP;35;Niedersachsen;14;2017
Jurk;Thomas Edmund;1962;SPD;157;Sachsen;2;2017
Jutrowska;Norman;1975;Die PARTEI;;Sachsen-Anhalt;;2017
Kabis;Armin;1966;Die PARTEI;287;;;2017
Kachel;Günther;1951;MLPD;;Baden-Württemberg;;2017
Kaczmarek;Oliver;1970;SPD;144;Nordrhein-Westfalen;50;2017
Kaczmarek;Anna Magdalena;1980;Tierschutzpartei;;Hamburg;;2017
Kader;Sabine;1967;Die PARTEI;93;Nordrhein-Westfalen;14;2017
Dr. Kador;Tobias;1968;FDP;;Rheinland-Pfalz;;2017
Käfer;Andreas;1973;NPD;85;;;2017
Kahl;Ulrike;1959;GRÜNE;;Sachsen;;2017
Dr. Kahlefeld;Susanna;1964;GRÜNE;82;;;2017
Kahnt;Rolf;1945;AfD;188;;;2017
Kahramanoglu;Seref;1992;ADD;;Nordrhein-Westfalen;;2017
Kahrs;Johannes;1963;SPD;18;Hamburg;2;2017
Kahrs;Freimuth Lothar;1973;BGE;;Niedersachsen;;2017
Kaiser;Elisabeth;1987;SPD;194;Thüringen;2;2017
Kaiser;Christa;1953;BüSo;219;Bayern;2;2017
Kaiser;Ralf Peter;1970;DIE LINKE;;Brandenburg;;2017
Dr. Kaiser;Karin;1962;AfD;;Schleswig-Holstein;;2017
Kaiser-Fuchs;Marianne;1958;SPD;;Niedersachsen;;2017
Kaisersberger;Erich;1967;BüSo;218;Bayern;8;2017
Kalb;Gilbert Theodor;1951;AfD;;Rheinland-Pfalz;;2017
Kalb;Alexander Roland;1994;Die PARTEI;;Bayern;;2017
Kalich;Ralf;1961;DIE LINKE;195;Thüringen;8;2017
Kalinka;Gerhard;1962;GRÜNE;62;Brandenburg;2;2017
Kalis;Hans-Werner;1964;AfD;;Niedersachsen;;2017
Kalmbacher;Jochem-Frank;1964;DIE VIOLETTEN;185;;;2017
Kaltenbach;Hartmut;1948;FREIE WÄHLER;142;;;2017
Kaltner;Gerhard;1981;CSU;;Bayern;;2017
Kalveram;Esther;1966;SPD;;Hessen;;2017
Kamann;Uwe;1958;AfD;117;Nordrhein-Westfalen;9;2017
Kamenz;Irene;1962;FREIE WÄHLER;61;Brandenburg;8;2017
Kamenz;René;1982;FREIE WÄHLER;;Berlin;;2017
Kamitter;Michaela Hildegard;1972;V-Partei³;;Nordrhein-Westfalen;;2017
Kamke;Doris;1968;BüSo;158;Sachsen;8;2017
Kammer;Uwe Andreas;1966;FREIE WÄHLER;297;Saarland;1;2017
Kammer;Hans-Werner;1948;CDU;26;Niedersachsen;16;2017
Kammerer;Axel Christopher;1969;FREIE WÄHLER;299;Saarland;2;2017
Kammerer;Georg;1981;Die PARTEI;;Berlin;;2017
Kandziorowsky;Thomas Michael;1971;FREIE WÄHLER;;Hessen;;2017
Kaniewski;Richard;1985;SPD;160;Sachsen;6;2017
Kanitz;Steffen;1984;CDU;143;Nordrhein-Westfalen;15;2017
Kanthack;Malte;1983;BGE;;Schleswig-Holstein;;2017
Kaplan;Ayten;1970;DIE LINKE;120;;;2017
Kapmeyer;Holger;1963;DM;;Niedersachsen;;2017
Kappek;Bodo;1994;FREIE WÄHLER;;Mecklenburg-Vorpommern;;2017
Kappeler;Ursula;1955;DIE LINKE;;Nordrhein-Westfalen;;2017
Kappelhoff;Anna-Katharina Dana;1988;SPD;;Hessen;;2017
Dr. Kappert-Gonther;Kirsten;1966;GRÜNE;54;Bremen;1;2017
Kappmeier;Walter;1944;DIE LINKE;299;;;2017
Dr. Kaps;Dirk;1961;AfD;;Niedersachsen;;2017
Kapschack;Ralf;1954;SPD;139;Nordrhein-Westfalen;41;2017
Kara;Orhan;1964;DIE LINKE;48;Niedersachsen;14;2017
Karaahmeto_lu;Macit;1968;SPD;265;Baden-Württemberg;22;2017
Karabag;Mahmut;1968;MLPD;;Nordrhein-Westfalen;;2017
Karakaplan;Erkan;1974;MLPD;265;Baden-Württemberg;7;2017
Karaoglu;Hakan;1977;ADD;;Nordrhein-Westfalen;;2017
Karawanskij;Susanna;1980;DIE LINKE;151;Sachsen;7;2017
Karbe;Jürgen;1958;DKP;;Bremen;;2017
Karge;Thorsten;1964;SPD;77;Berlin;12;2017
Karg-Steidele;Sara Manon Birgit;1963;DiB;;Bayern;;2017
Karl;Wolfgang Johannes;1988;Die PARTEI;237;;;2017
Karl;Alois;1950;CSU;232;;;2017
Karliczek;Anja;1971;CDU;128;Nordrhein-Westfalen;11;2017
Karnbach;Frank;1957;AfD;186;;;2017
Karn-Both;Marianne;1944;FREIE WÄHLER;;Hessen;;2017
Karpowski;Ilja Bertold;1981;BüSo;;Hessen;;2017
Karsten;Christoph Robert;1967;DiB;;Niedersachsen;;2017
Karstens;Stefan;1981;DIE LINKE;4;;;2017
Kartes;Jens Torbjörn;1979;CDU;207;Rheinland-Pfalz;15;2017
Karzig;Dieter;1970;DIE LINKE;104;;;2017
Kasbohm;Kristin;1986;Die PARTEI;;Bremen;;2017
Käser;Justin Darius Sandro Clarke;1981;Gesundheitsforschung;;Bayern;;2017
Kaske-Jones;Corinna Barbara;1954;MLPD;182;Hessen;9;2017
Kasper;Uwe;1961;DIE RECHTE;271;Baden-Württemberg;4;2017
Kasper;Christine;1954;SPD;;Saarland;;2017
Kassner;Karin Kerstin;1958;DIE LINKE;15;Mecklenburg-Vorpommern;3;2017
Kastl;Florian;1988;Die PARTEI;;Hamburg;;2017
Kastner;Benjamin;1989;SPD;;Rheinland-Pfalz;;2017
Kater;Kristian;1983;SPD;32;Niedersachsen;29;2017
Katevas;Konstantinos;1993;DIE LINKE;263;;;2017
Dr. Katzek;Jens Axel;1963;SPD;153;Sachsen;8;2017
Katzmarek;Gabriele;1960;SPD;273;Baden-Württemberg;11;2017
Kauder;Volker;1949;CDU;285;Baden-Württemberg;3;2017
Kauer;Ralf;1965;GRÜNE;200;;;2017
Kauert;Klemens Hans-Joachim;1955;ÖDP;;Nordrhein-Westfalen;;2017
Kaufhold;Birgit Doris;1961;DIE LINKE;64;Brandenburg;5;2017
Dr. Kaufmann;Stefan;1969;CDU;258;Baden-Württemberg;7;2017
Kaufmann;Malte;1976;AfD;274;;;2017
Prof. Dr. Kaufmann;Michael Heinz;1964;AfD;195;;;2017
Kaußen;Jessica;1990;DIE LINKE;47;;;2017
Kauz;Alexander;1958;DIE LINKE;283;Baden-Württemberg;10;2017
Kaya;Helin;1988;MLPD;;Schleswig-Holstein;;2017
Keck;Maximilian;1997;DIE LINKE;208;Rheinland-Pfalz;6;2017
Keck;Lukas;1993;DM;;Baden-Württemberg;;2017
Kefer;Michael;1968;ÖDP;283;Baden-Württemberg;4;2017
Dr. Kehren;Hanno;1953;CDU;;Nordrhein-Westfalen;;2017
Keicher;Niclas;1995;Die PARTEI;267;Baden-Württemberg;20;2017
Dr. Keil;Bernhard;1976;ÖDP;267;Baden-Württemberg;6;2017
Keil;Rainer Georg;1960;DKP;;Hessen;;2017
Keim;Christel Elfriede;1968;SPD;;Hessen;;2017
Kekeritz;Uwe;1953;GRÜNE;243;Bayern;4;2017
Kelber;Ulrich;1968;SPD;96;;;2017
Keller;Martin;1970;Die PARTEI;;Baden-Württemberg;;2017
Kellerer;Helmut;1966;BP;;Bayern;;2017
Kellerer;Sebastian;1989;BP;215;;;2017
Kellermann;Yenni Carina;1983;DIE LINKE;227;Bayern;11;2017
Kellmer;Oliver;1976;SPD;30;Niedersachsen;23;2017
Kellner;Christine;1991;Gesundheitsforschung;;Bayern;;2017
Kelm;Konrad;1950;DIE LINKE;53;;;2017
Kemmer;Ronja;1989;CDU;291;;;2017
Kemmerich;Thomas L.;1965;FDP;193;Thüringen;1;2017
Kempe;Solveig;1980;CDU;;Sachsen;;2017
Dr. Kemper;Claudia Theresia;1967;SPD;;Niedersachsen;;2017
Kemper;Andreas;1968;AfD;137;;;2017
Kempf;Timm;1941;AfD;;Baden-Württemberg;;2017
Kempf;Martina;1964;AfD;;Baden-Württemberg;;2017
Kempf;Volker;1968;AfD;281;;;2017
Kempka;Heinz-Dieter;1959;DIE LINKE;139;;;2017
Kerbstat;Katharina;1986;Die PARTEI;;Nordrhein-Westfalen;;2017
Kerckhoff;Birgit Elsbeth Gertrud;1968;FDP;;Bayern;;2017
Kerekes;Daniel;1987;DIE LINKE;119;;;2017
Kermer;Marina;1960;SPD;66;Sachsen-Anhalt;4;2017
Kern;Catherine;1961;GRÜNE;266;Baden-Württemberg;19;2017
Kern;Cosima;1993;BGE;;Berlin;;2017
Kerstan;Rico;1990;FDP;62;;;2017
Dr. Kersten;Franziska;1968;SPD;67;Sachsen-Anhalt;6;2017
Kersting;Helmut Clemens;1959;DIE LINKE;;Bremen;;2017
Kerth;Cornelia Lieselotte;1954;DIE LINKE;22;Hamburg;3;2017
Kespohl;Stephanie;1985;GRÜNE;189;;;2017
Dr. Kessler;Achim Dieter;1964;DIE LINKE;182;Hessen;2;2017
Kestner;Jens;1971;AfD;52;Niedersachsen;6;2017
Kesztyüs;Martin;1980;PIRATEN;145;;;2017
Keul;Katja;1969;GRÜNE;40;Niedersachsen;5;2017
Keuter;Stefan;1972;AfD;120;Nordrhein-Westfalen;11;2017
Khalil;Theodor;1997;Die PARTEI;;Schleswig-Holstein;;2017
Khan;Misbah;1989;GRÜNE;208;Rheinland-Pfalz;5;2017
Kiefer;Michael;1989;Die PARTEI;297;Saarland;2;2017
Kiel;Florian;1980;Die PARTEI;148;;;2017
Kielhorn;Erich;1973;Die PARTEI;;Berlin;;2017
Kienert;Ronny;1976;SPD;163;Sachsen;13;2017
Kiermaier;Johannes;1964;V-Partei³;;Bayern;;2017
Kiesewetter;Roderich;1963;CDU;270;;;2017
Kießling;Michael Hannes;1973;CSU;224;Bayern;40;2017
Kießling;Tilo;1970;DIE LINKE;160;;;2017
Kietz;Karsten;1966;FREIE WÄHLER;153;;;2017
Kilian;Elisabeth;1970;V-Partei³;;Saarland;;2017
Kilic;Memet;1967;GRÜNE;277;;;2017
Kimmerle;Gudrun;1956;MLPD;153;;;2017
Kindler;Sven-Christian;1985;GRÜNE;42;Niedersachsen;4;2017
Kindler;Ulrike Anna;1961;DiB;;Hamburg;;2017
King;Alexander;1969;DIE LINKE;81;Berlin;10;2017
Kinzel;Carmen Rita;1959;MLPD;;Niedersachsen;;2017
Dr. Kippels;Georg;1959;CDU;91;Nordrhein-Westfalen;32;2017
Kipping;Katja;1978;DIE LINKE;159;Sachsen;1;2017
Dr. Kirchmann;Josef;1946;BP;256;Bayern;22;2017
Kirgiane-Efremidou;Stiliani;1965;SPD;295;Baden-Württemberg;23;2017
Kirmes;Bernd;1971;FREIE WÄHLER;131;;;2017
Kirschtowski;Andrea;1978;B*;;Berlin;;2017
Kirsten;Heinz-Michael;1960;CDU;;Sachsen;;2017
Kirwel;Marian;1996;Die PARTEI;;Nordrhein-Westfalen;;2017
Kißler;Christian;1991;DIE LINKE;150;;;2017
Kistermann;Thomas;1970;MLPD;;Nordrhein-Westfalen;;2017
Kiziltepe;Cansel;1975;SPD;83;Berlin;3;2017
Klaiber;Simon;1984;CDU;;Baden-Württemberg;;2017
Klampe;Olaf;1955;FDP;7;Schleswig-Holstein;8;2017
Klamt;Guido;1970;ÖDP;;Baden-Württemberg;;2017
Klanke;Jan David;1982;DIE LINKE;236;;;2017
Klann;Katrin;1986;FREIE WÄHLER;;Bayern;;2017
Prof. Dr. Klapdor;Ralf;1969;FDP;112;;;2017
Klare;Arno;1952;SPD;118;Nordrhein-Westfalen;55;2017
Klatt;Stefan Richard;1967;PIRATEN;;Hessen;;2017
Klauke;Andreas;1967;ÖDP;220;;;2017
Klaus;Richard Bodo;1965;PIRATEN;30;;;2017
Kleber;Andreas;1962;SPD;;Saarland;;2017
Kleem;Harald;1954;GRÜNE;25;;;2017
Kleffel;Else Anne Käthe;1951;MLPD;;Niedersachsen;;2017
Kleffel;Kurt-Peter;1953;MLPD;42;;;2017
Klei;Larissa Sarah;1991;V-Partei³;;Hamburg;;2017
Kleibömer;Daniel;1959;DIE LINKE;141;;;2017
Kleibor;Barbara;1964;V-Partei³;;Bremen;;2017
Klein;Karsten;1977;FDP;247;Bayern;2;2017
Klein;Volkmar;1960;CDU;148;Nordrhein-Westfalen;24;2017
Klein;Denise;1966;SPD;;Saarland;;2017
Klein;Ines;1969;V-Partei³;;Nordrhein-Westfalen;;2017
Klein;Frank;1972;FDP;;Rheinland-Pfalz;;2017
Klein;Kurt;1967;PIRATEN;;Nordrhein-Westfalen;;2017
Klein;Diana;1973;SPD;;Thüringen;;2017
Klein;Teresa;1990;ÖDP;;Baden-Württemberg;;2017
Klein;Martin;1959;DIE LINKE;204;;;2017
Klein;Friedemann;1940;FREIE WÄHLER;296;;;2017
Kleine;Nikolaus;1956;SPD;100;Nordrhein-Westfalen;45;2017
Kleinemeier;Sven;1981;DIE LINKE;145;;;2017
Kleinert;Björn;1976;Gesundheitsforschung;;Nordrhein-Westfalen;;2017
Kleinhammer;Björn;1967;Die PARTEI;;Bremen;;2017
Kleinke;Rüdiger Bernd Alfred;1969;SPD;151;Sachsen;9;2017
Kleinke;Jörg;1966;FREIE WÄHLER;;Hessen;;2017
Klein-Schmeink;Maria;1958;GRÜNE;129;Nordrhein-Westfalen;9;2017
Kleinschwärzer;Manfred;1949;AfD;231;;;2017
Kleinwächter;Norbert;1986;AfD;;Brandenburg;;2017
Dr. Klever;Herbert Gerd;1940;AfD;42;;;2017
Klingbeil;Lars;1978;SPD;35;Niedersachsen;7;2017
Dr. Klinge;Marcel;1980;FDP;286;Baden-Württemberg;6;2017
Klingele;Maximilian;1990;CDU;;Baden-Württemberg;;2017
Klingen;Andrea;1970;AfD;248;;;2017
Klingen;Christian Herbert;1965;AfD;250;;;2017
Klinger;Max;1983;Die PARTEI;;Berlin;;2017
Klinger;Salome;1988;Die PARTEI;;Berlin;;2017
Klingler;Jürgen;1953;AfD;;Niedersachsen;;2017
Klippert;Julian;1988;Die PARTEI;42;Niedersachsen;19;2017
Klis;Peter;1956;EB: Klis 173; 173;;;2017
Klix;Detlef;1962;FREIE WÄHLER;57;Brandenburg;3;2017
Klöckner;Alexandra Florentine;1984;DiB;;Hamburg;;2017
Kloke;Katharina;1987;FDP;90;Nordrhein-Westfalen;20;2017
Kloppenburg;Heinz Jörg;1957;FDP;99;;;2017
Klosa;Jürgen;1951;V-Partei³;;Nordrhein-Westfalen;;2017
Klose;Karin-Christiane;1955;V-Partei³;;Nordrhein-Westfalen;;2017
Klostermann;Michael;1978;SPD;190;Thüringen;7;2017
Klotz;Harald;1970;FDP;47;Niedersachsen;27;2017
Kluck;Matthias;1996;SPD;;Niedersachsen;;2017
Kluckert;Daniela;1980;FDP;76;Berlin;2;2017
Dr. Kluge;Stefan Johannes;1968;CSU;;Bayern;;2017
Klütsch;Carl-Richard;1967;BGE;;Berlin;;2017
Knaak;Axel;1957;DM;;Berlin;;2017
Knabner;Susen;1978;FREIE WÄHLER;257;Bayern;10;2017
Knapp;Jörg Dieter;1966;Die PARTEI;;Bayern;;2017
Knebelkamp;Birgit;1974;Tierschutzallianz;;Baden-Württemberg;;2017
Knecht;Stefanie;1969;FDP;265;Baden-Württemberg;14;2017
Knecht;Thomas Wolfgang;1972;DKP;;Hessen;;2017
Kneifel;Michael Thomas;1967;V-Partei³;;Nordrhein-Westfalen;;2017
Kneisel;Eckhard;1963;GRÜNE;145;;;2017
Kneißl;Michael;1985;ÖDP;;Rheinland-Pfalz;;2017
Kneißl;Anna-Maria;1988;ÖDP;;Rheinland-Pfalz;;2017
Knell;Elias Johannes;1988;FDP;170;Hessen;22;2017
Knief;Petra;1967;V-Partei³;;Bremen;;2017
Knobel;Wolfgang;1945;FDP;36;;;2017
Knödler;Michael;1974;PIRATEN;258;Baden-Württemberg;3;2017
Knoerig;Axel;1967;CDU;33;Niedersachsen;27;2017
Knoll;Laurentius Sebastian;1951;MLPD;;Bayern;;2017
Knoop;Jürgen;1956;DM;;Nordrhein-Westfalen;;2017
Knoop;Udo Reiner;1960;EB: Knoop 30; 30;;;2017
Knopf;Sebastian;1977;DIE LINKE;206;;;2017
Knorr;Uwe Edgar;1958;BGE;;Bremen;;2017
Knust;Hans-Eberhard;1936;AfD;11;;;2017
Koban;Deniz Salahdin;1987;CDU;;Baden-Württemberg;;2017
Kobbelt;Sven;1986;FDP;261;Baden-Württemberg;37;2017
Köbele;Franz Patrik;1962;DKP;;Nordrhein-Westfalen;;2017
Kobelt;Roberto;1976;GRÜNE;196;Thüringen;2;2017
Kobelt;Torsten;1964;Die PARTEI;;Niedersachsen;;2017
Kober;Pascal;1971;FDP;289;Baden-Württemberg;4;2017
Köbke;Raja Kristina;1982;DiB;;Sachsen-Anhalt;;2017
Koc;Mazlum;1989;DIE LINKE;;Bremen;;2017
