Vornamen;Nachname;Geburtsjahr;partei;wahlkreis;bundesland;listenplatz;Titel;Namenszusatz;Wohnort;Beruf;jahr
Klaus Rüdiger Hans;Bremer;1952;MLPD;Kassel;-1;-1;;;Kassel;Elektriker;2021
Stefan Maria;Fydrich;1954;dieBasis;Kassel;-1;-1;;;Kassel;Pensionär;2021
Wolfgang Alfred;Peuckert;1938;Bündnis C;Kassel;-1;-1;;;Niestetal;Pfarrer i. R.;2021
Stephan;Mascher;1971;EB: Mascher;Kassel;-1;-1;;;Kassel;Angestellter;2021
Cornelius Sayyed;El-Fayoumy;2002;EB: El-Fayoumy;Kassel;-1;-1;;;Kassel;Schüler;2021
Wilhelm;Gebhard;1976;CDU;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;;;Wanfried;Bürgermeister;2021
Michael;Roth;1970;SPD;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;;;Bad Hersfeld;Mitglied des Deutschen Bundestages;2021
Gerhard Friedrich Philipp;Schenk;1954;AfD;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;;;Bebra;Jurist;2021
Jorias;Bach;1998;FDP;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;;;Sontra;Student;2021
Awet;Tesfaiesus;1974;GRÜNE;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;;;Kassel;Rechtsanwältin;2021
Sabine;Leidig;1961;DIE LINKE;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;;;Kassel;Mitglied des Deutschen Bundestages;2021
Rainer;Janisch;1960;FREIE WÄHLER;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;;;Weißenborn;Sparkassenbetriebswirt;2021
Beate Helga;Gerke;1964;dieBasis;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;;;Witzenhausen;Rentnerin;2021
Berthold Karl;Hartmann;1952;BÜNDNIS21;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;;;Ringgau;Rentner;2021
Heidi Johanna Klara;Schmidt;1950;EB: Schmidt;Werra-Meißner – Hersfeld-Rotenburg;-1;-1;;;Kassel;Haupt- und Realschullehrerin i. R.;2021
Anna-Maria;Bischof;1989;CDU;Schwalm-Eder;-1;-1;;;Fritzlar;Juristin;2021
Edgar Konrad Hartmut;Franke;1960;SPD;Schwalm-Eder;-1;-1;Dr.;;Gudensberg;Mitglied des Deutschen Bundestages;2021
Albrecht Heinz Erhard;Glaser;1942;AfD;Schwalm-Eder;-1;-1;;;Niedenstein;Mitglied des Deutschen Bundestages;2021
Bastian Alexander;Belz;1990;FDP;Schwalm-Eder;-1;-1;;;Battenberg (Eder);kaufm. Angestellter;2021
Bettina Martha Lieselotte;Hoffmann;1960;GRÜNE;Schwalm-Eder;-1;-1;Dr.;;Niedenstein;Dipl.-Biologin;2021
Heidemarie Elfriede;Scheuch-Paschkewitz;1959;DIE LINKE;Schwalm-Eder;-1;-1;;;Schwalmstadt;Dipl.-Sozialpädagogin;2021
Clara Luisa;Baumann;1989;Die PARTEI;Schwalm-Eder;-1;-1;;;Edermünde;Hundetrainerin;2021
Markus Rainer;Lappe;1973;FREIE WÄHLER;Schwalm-Eder;-1;-1;;;Schwalmstadt;Administrator Verwaltung;2021
Hermann-Theodor;Ploppa;1953;dieBasis;Schwalm-Eder;-1;-1;;;Marburg;Journalist;2021
Alfred;Härtzsch;1951;Bündnis C;Schwalm-Eder;-1;-1;;;Schwalmstadt;Rentner;2021
Alexander Gerhard Richard;Klement;1975;EB: Klement;Schwalm-Eder;-1;-1;;;Melsungen;Geschäftsführer;2021
Stefan;Heck;1982;CDU;Marburg;-1;-1;Dr.;;Wiesbaden;Staatssekretär im Ministerium des Innern und für Sport;2021
Sören;Bartol;1974;SPD;Marburg;-1;-1;;;Marburg;Dipl.-Politologe;2021
Julian;Schmidt;1989;AfD;Marburg;-1;-1;;;Angelburg;Wirtschaftsingenieur;2021
Niklas;Hannott;1995;FDP;Marburg;-1;-1;;;Marburg;Studienreferendar;2021
Stephanie;Theiss;1988;GRÜNE;Marburg;-1;-1;;;Marburg;Studentin;2021
Maximilian Philipp;Peter;1992;DIE LINKE;Marburg;-1;-1;;;Weimar (Lahn);Einzelhandelskaufmann;2021
Gökhan;Özdemir;1995;FREIE WÄHLER;Marburg;-1;-1;;;Kirchhain;selbstständig;2021
Rüdiger;Schapner;1971;dieBasis;Marburg;-1;-1;;;Biedenkopf;Angestellter;2021
Karin Ursula;Marinello;1951;EB: Marinello;Marburg;-1;-1;;;Kassel;Rentnerin;2021
Simon;Carstensen;1983;EB: Carstensen;Marburg;-1;-1;;;Marburg;arbeitslos;2021
Hans-Jürgen;Irmer;1952;CDU;Lahn-Dill;-1;-1;;;Wetzlar;Oberstudienrat a. D.;2021
Dagmar;Schmidt;1973;SPD;Lahn-Dill;-1;-1;;;Wetzlar;Historikerin;2021
Willi Karl;Wagner;1951;AfD;Lahn-Dill;-1;-1;;;Wetzlar;Studienrat i. R.;2021
Carsten;Seelmeyer;1969;FDP;Lahn-Dill;-1;-1;;;Haiger;Unternehmer Touristik;2021
Caroline;Krohn;1980;GRÜNE;Lahn-Dill;-1;-1;;;Braunfels;Unternehmerin;2021
Christiane;Ohnacker;1970;DIE LINKE;Lahn-Dill;-1;-1;;;Ehringshausen;Krankenschwester;2021
Niklas;Hartmann;2000;Die PARTEI;Lahn-Dill;-1;-1;;;Schöffengrund;Auszubildender zum Bankkaufmann;2021
Karsten;Stahl;1972;FREIE WÄHLER;Lahn-Dill;-1;-1;;;Waldsolms;Installateur und Heizungsbaumeister;2021
Heiko;Schuster;1978;dieBasis;Lahn-Dill;-1;-1;;;Hüttenberg;Angestellter;2021
Manuel;Hausner;1989;TNT;Lahn-Dill;-1;-1;;;Dietzhölztal;Soldat auf Zeit;2021
Helge Reinhold;Braun;1972;CDU;Gießen;-1;-1;Dr.;;Gießen;Arzt;2021
Felix Maximilian;Döring;1991;SPD;Gießen;-1;-1;;;Gießen;Lehrer;2021
Uwe;Schulz;1961;AfD;Gießen;-1;-1;;;Pohlheim;Mitglied des Deutschen Bundestages;2021
Dennis;Pucher;1979;FDP;Gießen;-1;-1;;;Lich;selbstständig;2021
Behzad;Borhani;1984;GRÜNE;Gießen;-1;-1;;;Fernwald;Freiberufler;2021
Ali Abass Yahya;Al-Dailami;1981;DIE LINKE;Gießen;-1;-1;;;Gießen;Angestellter;2021
Darwin;Walter;1994;Die PARTEI;Gießen;-1;-1;;;Gießen;Rechtswissenschaftler;2021
Diego;Semmler;1986;FREIE WÄHLER;Gießen;-1;-1;Dr.;;Laubach;Physiker;2021
Henning;Mächerle;1968;DKP;Gießen;-1;-1;;;Gießen;Fachinformatiker;2021
Stephan Erich Kurt;Krüdener;1962;dieBasis;Gießen;-1;-1;Dr.;;Heuchelheim a. d. Lahn;freiberufl. Unternehmensberater;2021
Michael Karl;Brand;1973;CDU;Fulda;-1;-1;;;Fulda;Mitglied des Deutschen Bundestages;2021
Birgit;Kömpel;1967;SPD;Fulda;-1;-1;;;Eichenzell;Personalberaterin;2021
Martin;Hohmann;1948;AfD;Fulda;-1;-1;;;Neuhof;Jurist;2021
Jürgen;Lenders;1966;FDP;Fulda;-1;-1;;;Fulda;Kaufmann;2021
Gabriela Gianina;Zimmermann;1970;GRÜNE;Fulda;-1;-1;;;Kelkheim (Taunus);Krankenschwester;2021
Nuha;Sharif-Ali;1992;DIE LINKE;Fulda;-1;-1;;;Fulda;Politologin;2021
Peter Ernst;Klug;1979;FREIE WÄHLER;Fulda;-1;-1;;;Flieden;Verwaltungsfachwirt;2021
Petra;Herchenröder;1964;dieBasis;Fulda;-1;-1;;;Freiensteinau;Kauffrau;2021
Peter;Schäfer-von Reetnitz;1949;Bündnis C;Fulda;-1;-1;;;Hünfeld;Kulturanthropologe;2021
Eva Maria;Hemm;1973;EB: Hemm;Fulda;-1;-1;;;Poppenhausen (Wasserkuppe);Angestellte;2021
Johannes Thomas Maria;Wiegelmann;1993;CDU;Main-Kinzig – Wetterau II – Schotten;-1;-1;;;Bad Soden-Salmünster;Jurist;2021
Bettina;Müller;1959;SPD;Main-Kinzig – Wetterau II – Schotten;-1;-1;;;Flörsbachtal;Mitglied des Deutschen Bundestages;2021
Mariana Iris;Harder-Kühnel;1974;AfD;Main-Kinzig – Wetterau II – Schotten;-1;-1;;;Gelnhausen;Rechtsanwältin;2021
Andrea Klara;Rahn-Farr;1972;FDP;Main-Kinzig – Wetterau II – Schotten;-1;-1;;;Büdingen;Landwirtin;2021
Maximilian Knut;Kiesel;1989;GRÜNE;Main-Kinzig – Wetterau II – Schotten;-1;-1;;;Maintal;Unternehmensberater;2021
Stella Luise;Smith;2001;DIE LINKE;Main-Kinzig – Wetterau II – Schotten;-1;-1;;;Nidda;Studentin;2021
Carsten;Hildebrandt;1972;FREIE WÄHLER;Main-Kinzig – Wetterau II – Schotten;-1;-1;;;Erlensee;Vertriebsmitarbeiter;2021
Brigitte;Meyer-Simon;1957;dieBasis;Main-Kinzig – Wetterau II – Schotten;-1;-1;;;Hanau;Unternehmerin;2021
Markus Benjamin;Koob;1977;CDU;Hochtaunus;-1;-1;;;Oberursel (Taunus);Mitglied des Deutschen Bundestages;2021
Alicia Maria;Bokler;1993;SPD;Hochtaunus;-1;-1;;;Villmar;Biotechnologin;2021
Henning Hans Ernst;Thöne;1978;AfD;Hochtaunus;-1;-1;;;Bad Homburg v. d. Höhe;Personalberater;2021
Katja;Adler;1974;FDP;Hochtaunus;-1;-1;;;Oberursel (Taunus);Beamtin;2021
Christian;Tramnitz;1979;GRÜNE;Hochtaunus;-1;-1;;;Grävenwiesbach;Informatiker;2021
André;Pabst;1963;DIE LINKE;Hochtaunus;-1;-1;;;Weilburg;Technikinformatiker;2021
Hubert;Horn;1968;FREIE WÄHLER;Hochtaunus;-1;-1;;;Friedrichsdorf;IT-Fachmann;2021
Carsten;Baums;1968;PIRATEN;Hochtaunus;-1;-1;;;Bad Homburg v. d. Höhe;Wirtschaftsprüfer;2021
Thomas Johannes;Schumbert;1966;dieBasis;Hochtaunus;-1;-1;;;Oberursel (Taunus);Bankkaufmann;2021
Armin;Häuser;1964;CDU;Wetterau I;-1;-1;;;Bad Nauheim;Dipl.-Verwaltungswirt;2021
Natalie;Pawlik;1992;SPD;Wetterau I;-1;-1;;;Bad Nauheim;ltd. Angestellte;2021
Andreas John;Lichert;1975;AfD;Wetterau I;-1;-1;;;Bad Nauheim;Mitglied des Landtages;2021
Peter;Heidt;1965;FDP;Wetterau I;-1;-1;;;Bad Nauheim;Rechtsanwalt;2021
Michaela;Colletti;1964;GRÜNE;Wetterau I;-1;-1;;;Rosbach v. d. Höhe;Wirtschaftsdolmetscherin;2021
Julian;Eder;1998;DIE LINKE;Wetterau I;-1;-1;;;Bad Nauheim;Auszubildender;2021
Cenk;Gönül;1970;FREIE WÄHLER;Wetterau I;-1;-1;;;Reichelsheim (Wetterau);Unternehmer;2021
Stephan;Flindt;1959;PIRATEN;Wetterau I;-1;-1;;;Friedberg (Hessen);Systemprogrammierer;2021
Eva Katharina;Rosen;1985;dieBasis;Wetterau I;-1;-1;;;Karben;Kommunikationsdesignerin;2021
Klaus-Peter;Willsch;1961;CDU;Rheingau-Taunus – Limburg;-1;-1;;;Hohenstein;Mitglied des Deutschen Bundestages;2021
Martin Hermann;Rabanus;1971;SPD;Rheingau-Taunus – Limburg;-1;-1;;;Taunusstein;Mitglied des Deutschen Bundestages;2021
Marcus Angelus;Resch;1965;AfD;Rheingau-Taunus – Limburg;-1;-1;;;Taunusstein;Dipl.-Geologe;2021
Alexander;Müller;1969;FDP;Rheingau-Taunus – Limburg;-1;-1;;;Niedernhausen;Dipl.-Informatiker;2021
Anna Kristina;Lührmann;1983;GRÜNE;Rheingau-Taunus – Limburg;-1;-1;;;Hofheim am Taunus;Politikwissenschaftlerin;2021
Claus Valentin;Zill;1986;DIE LINKE;Rheingau-Taunus – Limburg;-1;-1;;;Limburg a. d. Lahn;Tourismuskaufmann;2021
Bianka Karola Charlotte;Rößler;1977;FREIE WÄHLER;Rheingau-Taunus – Limburg;-1;-1;;;Rüdesheim am Rhein;Schiffsführerin, Geschäftsführerin;2021
Jens;Meyer;1969;dieBasis;Rheingau-Taunus – Limburg;-1;-1;;;Dornburg;Fachwirt Finanzberatung;2021
Reinhard Bodo;Seiler;1952;Bündnis C;Rheingau-Taunus – Limburg;-1;-1;;;Hünstetten;Rentner;2021
Carsten;Schlossbauer;1981;EB: Schlossbauer;Rheingau-Taunus – Limburg;-1;-1;;;Taunusstein;Kfz-Technikermeister;2021
Ingmar Ludwig;Jung;1978;CDU;Wiesbaden;-1;-1;;;Wiesbaden;Mitglied des Deutschen Bundestages;2021
Nadine;Ruf;1978;SPD;Wiesbaden;-1;-1;;;Wiesbaden;Dipl.-Betriebswirtin;2021
Erich Heinrich;Heidkamp;1948;AfD;Wiesbaden;-1;-1;;;Frankfurt am Main;Mitglied des Landtages;2021
Lucas;Schwalbach;1991;FDP;Wiesbaden;-1;-1;;;Wiesbaden;Jurist;2021
Uta;Brehm;1988;GRÜNE;Wiesbaden;-1;-1;Dr.;;Wiesbaden;Sozialwissenschaftlerin;2021
Daniel;Winter;1986;DIE LINKE;Wiesbaden;-1;-1;;;Wiesbaden;Polizeibeamter;2021
Lukas;Haker;1999;Die PARTEI;Wiesbaden;-1;-1;;;Wiesbaden;Politiker;2021
Andre Stephan;Wittmann;1982;FREIE WÄHLER;Wiesbaden;-1;-1;;;Schauenburg;Angestellter;2021
Yasmin;Schulze;1996;PIRATEN;Wiesbaden;-1;-1;;;Wiesbaden;Studentin;2021
Ulrike Maria Magdalena;Fröhlich;1964;dieBasis;Wiesbaden;-1;-1;;;Wiesbaden;Ärztin;2021
Lucien Andreas;Peter;1979;LKR;Wiesbaden;-1;-1;;;Wiesbaden;Sozialjurist (LL. B.);2021
Felicitas;Klings;1983;Die Humanisten;Wiesbaden;-1;-1;;;Wiesbaden;ltd. Pflegefachkraft;2021
Samater;Liban;1972;Volt;Wiesbaden;-1;-1;;;Heidenrod;Berater für Digitalisierung;2021
Alexander;Hartmann;1961;BüSo;Wiesbaden;-1;-1;;;Wiesbaden;Chefredakteur;2021
Katja Isabel;Leikert;1975;CDU;Hanau;-1;-1;Dr.;;Bruchköbel;Politikwissenschaftlerin;2021
Jan Lennard;Oehl;1993;SPD;Hanau;-1;-1;;;Nidderau;Volkswirt;2021
Erich Willy;Albrecht;1950;AfD;Hanau;-1;-1;Prof.;;Maintal;Professor;2021
Henrik Jan;Statz;1974;FDP;Hanau;-1;-1;;;Hanau;geschäftsführender Gesellschafter;2021
Marcus;Bocklet;1964;GRÜNE;Hanau;-1;-1;;;Frankfurt am Main;Mitglied des Landtages;2021
Alexander Peter Paul Dieter;Kuhne;1998;DIE LINKE;Hanau;-1;-1;;;Hasselroth;Student;2021
Christian;Clauß;1962;FREIE WÄHLER;Hanau;-1;-1;;;Bruchköbel;Kartograph;2021
Ralf;Haußels;1969;dieBasis;Hanau;-1;-1;Dr.;;Nidderau;IT-Architekt;2021
Peter;Rehbein;1984;EB: Rehbein;Hanau;-1;-1;Dr.;;Nidderau;Dipl.-Biochemiker;2021
Norbert Maria;Altenkamp;1972;CDU;Main-Taunus;-1;-1;;;Bad Soden am Taunus;Dipl.-Volkswirt;2021
Ilja-Kristin;Seewald;1968;SPD;Main-Taunus;-1;-1;Dr.;;Königstein im Taunus;Kommunikationsberaterin;2021
Gerhard Rudolf;Bergmann;1948;AfD;Main-Taunus;-1;-1;;;Eppstein;Flugkapitän i. R.;2021
Bettina;Stark-Watzinger;1968;FDP;Main-Taunus;-1;-1;;;Bad Soden am Taunus;Dipl.-Volkswirtin;2021
Kordula Anna Paula;Schulz-Asche;1956;GRÜNE;Main-Taunus;-1;-1;;;Eschborn;Mitglied des Deutschen Bundestages;2021
Paul;Laslop;1965;DIE LINKE;Main-Taunus;-1;-1;;;Steinbach (Taunus);Koch;2021
Florian Antonius;Sauer;1983;Die PARTEI;Main-Taunus;-1;-1;;;Hattersheim am Main;Triebfahrzeugführer;2021
Frank;Bergmann;1975;FREIE WÄHLER;Main-Taunus;-1;-1;;;Liederbach am Taunus;Dipl.-Volkswirt;2021
Axel;Kaufmann;1973;CDU;Frankfurt am Main I;-1;-1;;;Frankfurt am Main;Bankangestellter;2021
Armand;Zorn;1988;SPD;Frankfurt am Main I;-1;-1;;;Frankfurt am Main;Projektleiter;2021
Patrick Rüdiger;Schenk;1968;AfD;Frankfurt am Main I;-1;-1;;;Frankfurt am Main;Rechtsanwalt;2021
Frank Michael;Maiwald;1981;FDP;Frankfurt am Main I;-1;-1;;;Frankfurt am Main;Volkswirt;2021
Deborah Saskia;Düring;1994;GRÜNE;Frankfurt am Main I;-1;-1;;;Frankfurt am Main;Studentin;2021
Janine Natalie;Wißler;1981;DIE LINKE;Frankfurt am Main I;-1;-1;;;Frankfurt am Main;Mitglied des Landtages;2021
Eric;Pärisch;1986;FREIE WÄHLER;Frankfurt am Main I;-1;-1;;;Frankfurt am Main;Ingenieur;2021
Karsten Ulrich;Wappelt;1953;MLPD;Frankfurt am Main I;-1;-1;;;Frankfurt am Main;techn. Angestellter;2021
Martin Karl Georg;Heipertz;1976;dieBasis;Frankfurt am Main I;-1;-1;Dr.;;Birkenwerder;Ministerialrat;2021
Maximilian;Zänker;1990;Volt;Frankfurt am Main I;-1;-1;;;Frankfurt am Main;Integrationskoordinator;2021
Bettina Margarethe;Wiesmann;1966;CDU;Frankfurt am Main II;-1;-1;;;Frankfurt am Main;Unternehmensberaterin;2021
Kaweh;Mansoori;1988;SPD;Frankfurt am Main II;-1;-1;;;Frankfurt am Main;Rechtsanwalt;2021
Joana Eleonora;Cotar;1973;AfD;Frankfurt am Main II;-1;-1;;;Frankfurt am Main;Mitglied des Deutschen Bundestages;2021
Thorsten Willibald;Lieb;1973;FDP;Frankfurt am Main II;-1;-1;Dr.;;Frankfurt am Main;Rechtsanwalt;2021
Omid;Nouripour;1975;GRÜNE;Frankfurt am Main II;-1;-1;;;Berlin;Mitglied des Deutschen Bundestages;2021
Achim Dieter;Kessler;1964;DIE LINKE;Frankfurt am Main II;-1;-1;Dr.;;Frankfurt am Main;Mitglied des Deutschen Bundestages;2021
Dieter;Breidt;1960;FREIE WÄHLER;Frankfurt am Main II;-1;-1;;;Frankfurt am Main;Rentner;2021
Tufan;Aydin;1988;MLPD;Frankfurt am Main II;-1;-1;;;Rüsselsheim am Main;Rechtsanwaltsfachangestellter;2021
Konstantinos;Marketakis;1966;dieBasis;Frankfurt am Main II;-1;-1;;;Frankfurt am Main;Dipl.-Bauingenieur;2021
Stefan;Sauer;1966;CDU;Groß-Gerau;-1;-1;;;Groß-Gerau;Mitglied des Deutschen Bundestages;2021
Melanie;Wegling;1990;SPD;Groß-Gerau;-1;-1;;;Ginsheim-Gustavsburg;Managerin im strategischen Vertrieb;2021
Thorsten;Blümlein;1971;AfD;Groß-Gerau;-1;-1;;;Rüsselsheim am Main;Luftsicherheitsassistent;2021
Stephan;Dehler;1984;FDP;Groß-Gerau;-1;-1;;;Trebur;Geschäftsführer;2021
Lars;Nitschke;1997;GRÜNE;Groß-Gerau;-1;-1;;;Nauheim;Student;2021
Jörg;Cezanne;1958;DIE LINKE;Groß-Gerau;-1;-1;;;Mörfelden-Walldorf;Verbandsgeschäftsführer;2021
Daniel;Weber;1969;Die PARTEI;Groß-Gerau;-1;-1;;;Kelsterbach;Dipl.-Biologe;2021
Achim;Weidner;1959;FREIE WÄHLER;Groß-Gerau;-1;-1;;;Rüsselsheim am Main;Kaufmann;2021
Johannes Matthias;Rücker;1947;MLPD;Groß-Gerau;-1;-1;;;Rüsselsheim am Main;Hausmeister;2021
Thomas Andreas;Unverzagt;1955;dieBasis;Groß-Gerau;-1;-1;;;Raunheim;Rentner;2021
Björn Manuel;Simon;1981;CDU;Offenbach;-1;-1;;;Obertshausen;Politikwissenschaftler;2021
Tuna;Firat;1981;SPD;Offenbach;-1;-1;;;Dietzenbach;Rechtsanwalt;2021
Christin;Thüne;1962;AfD;Offenbach;-1;-1;;;Offenbach am Main;Dozentin;2021
Ernestos Andreas;Varvaroussis;1963;FDP;Offenbach;-1;-1;;;Heusenstamm;Bauingenieur;2021
Wolfgang;Strengmann-Kuhn;1964;GRÜNE;Offenbach;-1;-1;Dr.;;Frankfurt am Main;Mitglied des Deutschen Bundestages;2021
Christine;Buchholz;1971;DIE LINKE;Offenbach;-1;-1;;;Offenbach am Main;Erziehungswissenschaftlerin;2021
Stephanie;Birkle;1980;Die PARTEI;Offenbach;-1;-1;;;Langen (Hessen);Marketing-Specialist;2021
Dennis;Lehmann;1988;FREIE WÄHLER;Offenbach;-1;-1;;;Offenbach am Main;Schreiner;2021
Gregory;Engels;1976;PIRATEN;Offenbach;-1;-1;;;Offenbach am Main;Unternehmer;2021
Stefan;Billing;1962;dieBasis;Offenbach;-1;-1;;;Rödermark;Vermögensberater;2021
Felix;Kautz;1996;Volt;Offenbach;-1;-1;;;Offenbach am Main;Unternehmer;2021
Astrid;Mannes;1967;CDU;Darmstadt;-1;-1;Dr.;;Darmstadt;Mitglied des Deutschen Bundestages;2021
Andreas;Larem;1964;SPD;Darmstadt;-1;-1;;;Messel;Bürgermeister;2021
Meysam;Ehtemai;1980;AfD;Darmstadt;-1;-1;;;Limburg a. d. Lahn;parl. Referent;2021
Julia Caroline Susanne;Buttlar;1971;FDP;Darmstadt;-1;-1;Dr.;von;Darmstadt;Deputy Head BaFin;2021
Daniela;Wagner;1957;GRÜNE;Darmstadt;-1;-1;;;Darmstadt;Mitglied des Deutschen Bundestages;2021
Fırat;Turğut-Wenzel;1987;DIE LINKE;Darmstadt;-1;-1;;;Darmstadt;selbstständig;2021
Mario;Pingel;1985;Die PARTEI;Darmstadt;-1;-1;;;Darmstadt;Chef de Rang;2021
Harald Paul;Uhl;1958;FREIE WÄHLER;Darmstadt;-1;-1;;;Darmstadt;Rechtlicher Betreuer;2021
Anna;Schupp;1983;MLPD;Darmstadt;-1;-1;;;Darmstadt;Mediengestalterin;2021
Gerold;Hiemenz;1959;dieBasis;Darmstadt;-1;-1;;;Seeheim-Jugenheim;Privatier;2021
Mitja;Stachowiak;1993;EB: Stachowiak;Darmstadt;-1;-1;;;Reinheim;Elektroingenieur;2021
Patricia;Lips;1963;CDU;Odenwald;-1;-1;;;Rödermark;Handelsfachwirtin;2021
Jens;Zimmermann;1981;SPD;Odenwald;-1;-1;Dr.;;Groß-Umstadt;Dipl.-Kaufmann;2021
Georg Rüdiger;Hashagen;1949;AfD;Odenwald;-1;-1;;;Modautal;Rentner;2021
Mathias Gerald;Zeuner;1966;FDP;Odenwald;-1;-1;;;Pfungstadt;Managing Director;2021
Philip;Krämer;1992;GRÜNE;Odenwald;-1;-1;;;Michelstadt;Politiker;2021
Marlene;Wenzl;2002;DIE LINKE;Odenwald;-1;-1;;;Michelstadt;Abiturientin;2021
Laura Monika;Schulz;1994;FREIE WÄHLER;Odenwald;-1;-1;;;Obertshausen;Studentin;2021
Werner Erich;Krebs;1950;dieBasis;Odenwald;-1;-1;;;Michelstadt;Dipl.-Pädagoge;2021
Kim Renée;Pfaff;1990;Volt;Odenwald;-1;-1;;;Rödermark;Lehrerin;2021
Dieter;Stein;1957;EB: Stein;Odenwald;-1;-1;Dr.;;Brombachtal;Arzt;2021
Michael Günther;Meister;1961;CDU;Bergstraße;-1;-1;Dr.;;Bensheim;Dipl.-Mathematiker;2021
Sven;Wingerter;1980;SPD;Bergstraße;-1;-1;;;Wald-Michelbach;Mobilitätsberater;2021
Thomas Norbert;Fetsch;1969;AfD;Bergstraße;-1;-1;;;Bürstadt;Rechtsanwalt;2021
Till Berthold;Mansmann;1968;FDP;Bergstraße;-1;-1;;;Heppenheim (Bergstraße);Dipl.-Physiker;2021
Moritz;Müller;1992;GRÜNE;Bergstraße;-1;-1;;;Bensheim;Ethnologe;2021
Sascha;Bahl;1976;DIE LINKE;Bergstraße;-1;-1;;;Mörlenbach;Berater;2021
Kerstin;Buchner;1965;FREIE WÄHLER;Bergstraße;-1;-1;;;Heppenheim (Bergstraße);Dipl.-Ingenieurin;2021
Ina;Rodewald;1966;dieBasis;Bergstraße;-1;-1;;;Hirschhorn (Neckar);Kommunikationstrainerin;2021
Heike Ursula;Grammbitter;1955;EB: Grammbitter;Bergstraße;-1;-1;;;Alsbach-Hähnlein;Kauffrau;2021
Gabriele Hanne Dorothea;Ermen;1967;UNABHÄNGIGE;Bergstraße;-1;-1;;;Bensheim;Dipl.-Informatikerin;2021
Manfred;Grund;1955;CDU;Eichsfeld – Nordhausen – Kyffhäuserkreis;-1;-1;;;Heilbad Heiligenstadt;Dipl.-Ing. Elektrotechnik;2021
Jürgen Hans;Pohl;1964;AfD;Eichsfeld – Nordhausen – Kyffhäuserkreis;-1;-1;;;Mühlhausen/Thüringen;MdB, Rechtsanwalt;2021
Sigrid;Hupach;1968;DIE LINKE;Eichsfeld – Nordhausen – Kyffhäuserkreis;-1;-1;;;Leinefelde-Worbis;Dipl.-Ingenieurin (FH);2021
Anne;Bressem;1982;SPD;Eichsfeld – Nordhausen – Kyffhäuserkreis;-1;-1;;;Sondershausen;Oberstleutnant;2021
Patrick;Kurth;1976;FDP;Eichsfeld – Nordhausen – Kyffhäuserkreis;-1;-1;;;Berlin;Angestellter;2021
Heike Birgit;Möller;1965;GRÜNE;Eichsfeld – Nordhausen – Kyffhäuserkreis;-1;-1;;;Erfurt;Betriebswirtin;2021
Helmut Otto Karl Dieter;Günther;1952;FREIE WÄHLER;Eichsfeld – Nordhausen – Kyffhäuserkreis;-1;-1;;;Nordhausen;Dipl.-Ingenieur;2021
Katja;Staffehl;1982;Die PARTEI;Eichsfeld – Nordhausen – Kyffhäuserkreis;-1;-1;;;Nordhausen;Krankenschwester;2021
Marius;Braun;1986;ÖDP;Eichsfeld – Nordhausen – Kyffhäuserkreis;-1;-1;;;Gernrode;Ingenieur;2021
Kurt-Peter;Kleffel;1953;MLPD;Eichsfeld – Nordhausen – Kyffhäuserkreis;-1;-1;;;Nordhausen;Qualitätsprüfer;2021
Andreas;Schneider;1956;dieBasis;Eichsfeld – Nordhausen – Kyffhäuserkreis;-1;-1;;;Erfurt;Rentner;2021
Christian;Hirte;1976;CDU;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;-1;-1;;;Bad Salzungen;Rechtsanwalt, Fachanwalt Steuerrecht;2021
Klaus;Stöber;1961;AfD;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;-1;-1;;;Wutha-Farnroda;Steuerberater;2021
Martina Erika;Renner;1967;DIE LINKE;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;-1;-1;;;Erfurt;MdB, wiss. Mitarbeiterin;2021
Tina;Rudolph;1991;SPD;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;-1;-1;;;Jena;Ärztin;2021
Leon Dustin;Bender;2002;FDP;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;-1;-1;;;Bad Salzungen;Abiturient;2021
Justus;Heuer;2000;GRÜNE;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;-1;-1;;;Jena;Student;2021
Andreas;Böhme;1960;FREIE WÄHLER;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;-1;-1;;;Amt Creuzburg;Verkehrsingenieur;2021
Stephan;Hinze;1987;Die PARTEI;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;-1;-1;;;Erfurt;Sozialarbeiter;2021
Peter Alexander;Schneider;1961;ÖDP;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;-1;-1;Dr.;;Körner;Informatiker, Volkswirt;2021
