Vornamen;Nachname;Geburtsjahr;partei;wahlkreis;bundesland;Listenplatz;Titel;Namenszusatz;Wohnort;Beruf;jahr
Robert;Pilgrim;1987;V-Partei³;-1;Schleswig-Holstein;1;;;Oeschebüttel;Sonderschullehrer;2021
Bettina;Gerteis;1974;V-Partei³;-1;Schleswig-Holstein;2;;;Horst (Holstein);Dipl.-Biologin;2021
Tatjana;Beutel;1973;V-Partei³;-1;Schleswig-Holstein;3;;;Seeth;Heilpraktikerin;2021
Gabriele;Seibler;1955;V-Partei³;-1;Schleswig-Holstein;4;;;Hohenfelde;selbstständig;2021
Christoph Johannes;Ploß;1985;CDU;-1;Hamburg;1;Dr.;;Hamburg;Historiker;2021
Franziska Christina Brigitte;Hoppermann;1982;CDU;-1;Hamburg;2;;;Hamburg;ltd. Regierungsdirektorin, Dipl.-Kauffrau;2021
Christoph Bernhard;Vries;1974;CDU;-1;Hamburg;3;;de;Hamburg;MdB, Dipl.-Soziologe;2021
Rüdiger;Kruse;1961;CDU;-1;Hamburg;4;;;Hamburg;Mitglied des Deutschen Bundestages;2021
Anke;Frieling;1962;CDU;-1;Hamburg;5;Dr.;;Hamburg;Dipl.-Kauffrau, Projektmanagerin;2021
Uwe Günther;Schneider;1975;CDU;-1;Hamburg;6;;;Hamburg;kaufm. Angestellter;2021
Dennis;Gladiator;1981;CDU;-1;Hamburg;7;;;Hamburg;Bürgerschaftsabgeordneter;2021
Herlind Magdalena;Gundelach;1949;CDU;-1;Hamburg;8;Dr.;;Hamburg;Senatorin a. D.;2021
Birgit;Stöver;1970;CDU;-1;Hamburg;9;;;Hamburg;Lebensmittelchemikerin;2021
Katharina Anna;Schuwalski;1987;CDU;-1;Hamburg;10;;;Hamburg;Juristin;2021
Antonia-Katharina;Goldner;1981;CDU;-1;Hamburg;11;Dr.;;Hamburg;Unternehmerin, Rechtsanwältin;2021
Ali Ertan;Toprak;1969;CDU;-1;Hamburg;12;;;Hamburg;ltd. Angestellter;2021
Sybille Emma Johanna;Möller-Fiedler;1960;CDU;-1;Hamburg;13;;;Hamburg;Dipl.-Volkswirtin;2021
Saliha Aydan;Özoğuz;1967;SPD;-1;Hamburg;1;;;Hamburg;MdB, Staatsministerin a. D.;2021
Niels;Annen;1973;SPD;-1;Hamburg;2;;;Hamburg;Staatsminister im Auswärtigen Amt;2021
Dorothee Katja Julia;Martin;1978;SPD;-1;Hamburg;3;;;Hamburg;selbst. Kommunikationsberaterin;2021
Matthias;Bartke;1959;SPD;-1;Hamburg;4;Dr.;;Hamburg;Jurist;2021
Ronja Maria Magdalena;Schmager;1989;SPD;-1;Hamburg;5;;;Hamburg;Krankenschwester, Gesundheitswissenschaftlerin;2021
Metin;Hakverdi;1969;SPD;-1;Hamburg;6;;;Hamburg;Volljurist;2021
Meryem Dagmar;Celikkol;1969;SPD;-1;Hamburg;7;;;Hamburg;Sprachwissenschaftlerin;2021
Christian Hinrich Gottfried;Bernzen;1962;SPD;-1;Hamburg;8;Dr. Dr.;;Hamburg;Hochschullehrer, Rechtsanwalt;2021
Dafina;Berisha;2000;SPD;-1;Hamburg;9;;;Hamburg;Studentin;2021
Carsten Holger;Gerloff;1972;SPD;-1;Hamburg;10;;;Hamburg;Mitarbeiter künstlerisches Betriebsbüro;2021
Anja Magdalena;Quast;1971;SPD;-1;Hamburg;11;;;Hamburg;Politologin (M. A.), Referentin für Grundsatzfragen der Kinderbetreuung;2021
Gabriele;Dobusch;1958;SPD;-1;Hamburg;12;;;Hamburg;MdHB, Sozial- und Medienwissenschaftlerin;2021
Katharina Barbara Maria;Beck;1982;GRÜNE;-1;Hamburg;1;;;Hamburg;Unternehmensberaterin für Nachhaltigkeit;2021
Till Benjamin;Steffen;1973;GRÜNE;-1;Hamburg;2;Dr.;;Hamburg;Rechtsanwalt;2021
Emilia Johanna;Fester;1998;GRÜNE;-1;Hamburg;3;;;Hamburg;Regieassistentin;2021
Manuel Ferdinand Theodor;Sarrazin;1982;GRÜNE;-1;Hamburg;4;;;Hamburg;Historiker;2021
Linda;Heitmann;1982;GRÜNE;-1;Hamburg;5;;;Hamburg;Geschäftsführerin in der Suchtkrankenhilfe;2021
Manuel;Muja;1991;GRÜNE;-1;Hamburg;6;;;Hamburg;Politikwissenschaftler;2021
Phyliss Hatice;Demirel;1964;GRÜNE;-1;Hamburg;7;;;Hamburg;Volkswirtin;2021
Katja;Husen;1976;GRÜNE;-1;Hamburg;8;;;Hamburg;kaufm. Leitung;2021
Christa;Möller-Metzger;1951;GRÜNE;-1;Hamburg;9;;;Hamburg;Journalistin;2021
Michael;Gwosdz;1974;GRÜNE;-1;Hamburg;10;;;Hamburg;Migrationsberater;2021
Sonja;Lattwesen;1975;GRÜNE;-1;Hamburg;11;;;Hamburg;selbst. in der Kreativwirtschaft;2021
Clara;Goldmann;1975;GRÜNE;-1;Hamburg;12;;;Hamburg;Rechtsanwältin;2021
Zaklin Jadwiga;Nastić;1980;DIE LINKE;-1;Hamburg;1;;;Hamburg;MdB, Angehörigenpflegerin;2021
Deniz;Celik;1978;DIE LINKE;-1;Hamburg;2;;;Hamburg;Politikwissenschaftler;2021
Nuran;Sarica;1955;DIE LINKE;-1;Hamburg;3;;;Hamburg;Frauenärztin;2021
Johan;Graßhoff;1988;DIE LINKE;-1;Hamburg;4;;;Hamburg;Straßensozialarbeiter für obdachlose Menschen;2021
Wiebke;Haßelbusch;1995;DIE LINKE;-1;Hamburg;5;;;Hamburg;Psychologin;2021
Michael;Kruse;1983;FDP;-1;Hamburg;1;;;Hamburg;Unternehmer;2021
Ria Irmtraut Claudia;Schröder;1992;FDP;-1;Hamburg;2;;;Hamburg;Juristin;2021
Andreas;Moring;1978;FDP;-1;Hamburg;3;Dr.;;Hamburg;Professor;2021
Cetin;Akbulut;1972;FDP;-1;Hamburg;4;;;Hamburg;selbstständig;2021
Robert;Bläsing;1982;FDP;-1;Hamburg;5;;;Hamburg;Verwaltungsbeamter;2021
Carolin Rebecca;Hümpel;1964;FDP;-1;Hamburg;6;;;Hamburg;Unternehmensberaterin;2021
James Robert;Blum;1970;FDP;-1;Hamburg;7;;;Hamburg;Kaufmann;2021
Magnus;Mayer;1999;FDP;-1;Hamburg;8;;;Hamburg;Student der Rechtswissenschaften;2021
Barnabas Philip;Crocker;1981;FDP;-1;Hamburg;9;;;Hamburg;gesundheitspol. Referent;2021
Jutta;Krümmer;1961;FDP;-1;Hamburg;10;;;Hamburg;Hausfrau;2021
Bernd;Baumann;1958;AfD;-1;Hamburg;1;Dr.;;Hamburg;Kaufmann;2021
Olga;Petersen;1982;AfD;-1;Hamburg;2;;;Hamburg;Arzthelferin;2021
Nicole;Jordan;1974;AfD;-1;Hamburg;3;;;Hamburg;Rechtsanwaltsfachangestellte;2021
Dietmar Werner;Wagner;1952;AfD;-1;Hamburg;4;;;Hamburg;Schulleiter i. R.;2021
Benjamin;Mennerich;1981;AfD;-1;Hamburg;5;;;Hamburg;wiss. Mitarbeiter;2021
Arne Gotthard;Ihlenfeld;1978;Die PARTEI;-1;Hamburg;1;;;Hamburg;Künstler, Sozialpädagoge;2021
Arian;Shaghaghi Zadeh;2000;Die PARTEI;-1;Hamburg;2;;;Norderstedt;Student, Berater;2021
Niklas Thiemo;Berger;1983;Die PARTEI;-1;Hamburg;3;;;Hamburg;Arzt;2021
Katharina Luise Lotti;Denker;1985;Die PARTEI;-1;Hamburg;4;;;Hamburg;Verwaltungsangestellte;2021
Samantha;Edsen;1991;Die PARTEI;-1;Hamburg;5;;;Hamburg;Sachbearbeiterin Buchhaltung;2021
Benjamin;Kupsa;1985;Die PARTEI;-1;Hamburg;6;;;Hamburg;Künstler;2021
Marc;Beichmann;1981;Die PARTEI;-1;Hamburg;7;;von;Hamburg;Verwaltungsfachangestellter;2021
Carsten Wilhelm;Germer;1970;Die PARTEI;-1;Hamburg;8;;;Hamburg;Teamleiter IT;2021
Franzisca Anita Helena Theresia;Heiss;1991;Tierschutzpartei;-1;Hamburg;1;;;Hamburg;Heilpraktikerin Psychotherapie;2021
Sven;Pfannkuche;1976;Tierschutzpartei;-1;Hamburg;2;;;Hamburg;Bürokaufmann;2021
Ulrike;Lochau;1985;Tierschutzpartei;-1;Hamburg;3;;;Hamburg;med. Fachangestellte;2021
Enrico;Zienke;1978;Tierschutzpartei;-1;Hamburg;4;;;Hamburg;Personalwesen;2021
Jörg;Steinfeldt;1962;Tierschutzpartei;-1;Hamburg;5;;;Hamburg;Versicherungsangestellter;2021
Oktay;Mutlu;1977;Tierschutzpartei;-1;Hamburg;6;;;Hamburg;Lehrer (StR);2021
Christian;Walbe;1967;FREIE WÄHLER;-1;Hamburg;1;;;Hamburg;Angestellter;2021
Thomas;Lindner;1974;FREIE WÄHLER;-1;Hamburg;2;;;Hamburg;Angestellter;2021
Almut;Becker;1970;FREIE WÄHLER;-1;Hamburg;3;;;Hamburg;Kauffrau Tourismus und Freizeit;2021
Nick;Bretschneider;1997;FREIE WÄHLER;-1;Hamburg;4;;;Hamburg;Garten- und Landschaftsbauer;2021
Ralf;Reimer;1963;FREIE WÄHLER;-1;Hamburg;5;;;Hamburg;Account Manager IT;2021
Daniel;Meincke;1991;FREIE WÄHLER;-1;Hamburg;6;;;Hamburg;Leitstellendisponent;2021
Michael;Kirchhoff;1973;FREIE WÄHLER;-1;Hamburg;7;;;Hamburg;Elektroniker Energie- und Gebäudetechnik;2021
Hartmut Michael;Wagner;1955;FREIE WÄHLER;-1;Hamburg;8;;;Hamburg;Rentner;2021
Kerstin Michaela;Steinke;1971;FREIE WÄHLER;-1;Hamburg;9;;;Hamburg;Bürokauffrau;2021
Hannes;Lincke;1980;ÖDP;-1;Hamburg;1;;;Hamburg;Chemiker im Vertrieb;2021
Karlotta;Ahrens;1987;ÖDP;-1;Hamburg;2;;;Hamburg;Studentin;2021
Benjamin;Krohn;1979;ÖDP;-1;Hamburg;3;;;Wentorf bei Hamburg;Lehrer;2021
Manuela;Körlin;1979;ÖDP;-1;Hamburg;4;;;Hamburg;Dozentin, Coach;2021
Sebastian;Bollien;1985;ÖDP;-1;Hamburg;5;;;Hamburg;Politikwissenschaftler;2021
Sophia;Ahlswede;1998;ÖDP;-1;Hamburg;6;;;Hamburg;Studentin;2021
Johannes Heinrich;Pawlick;1984;ÖDP;-1;Hamburg;7;;;Hamburg;Koch;2021
Matthias;Deutsch;1965;ÖDP;-1;Hamburg;8;;;Hamburg;Informatiker;2021
Daniela Karin;Schattmann;1982;ÖDP;-1;Hamburg;9;;;Hamburg;Bankfachwirtin;2021
Milan;Matthes;1994;ÖDP;-1;Hamburg;10;;;Hamburg;Student;2021
Alexander;Witte;1978;ÖDP;-1;Hamburg;11;;;Hamburg;Bürokaufmann;2021
Klaus-Christian Norbert;Becker;1942;ÖDP;-1;Hamburg;12;;;Hamburg;Sprachtherapeut;2021
Sönke;Kraiser;1966;ÖDP;-1;Hamburg;13;;;Hamburg;Schlosserhelfer;2021
Jane Daniela;Hansen;1975;V-Partei³;-1;Hamburg;1;;;Hamburg;Personalfachkauffrau;2021
Wiebke Dorothea;Voß;1979;V-Partei³;-1;Hamburg;2;;;Hamburg;Filialleitung;2021
Torsten Wolfgang;Bücker;1970;V-Partei³;-1;Hamburg;3;;;Hamburg;Angestellter Verkauf Einzelhandel;2021
Sabrina;Gluch;1980;V-Partei³;-1;Hamburg;4;;;Hamburg;Rechtsanwältin;2021
Stefan;Gollnow;1982;V-Partei³;-1;Hamburg;5;;;Hamburg;IT-Manager;2021
Inga;Gollnow;1988;V-Partei³;-1;Hamburg;6;;;Hamburg;IT-Beraterin;2021
Pauline Maja;Kanthah;2003;V-Partei³;-1;Hamburg;7;;;Hamburg;Angestellte;2021
Lennart Sebastian Stefan;Schwarzbach;1990;NPD;-1;Hamburg;1;;;Hamburg;Ingenieur;2021
Helmut;Saß;1958;NPD;-1;Hamburg;2;;;Hamburg;Rentner;2021
Jan;Zimmermann;1977;NPD;-1;Hamburg;3;;;Eichstetten am Kaiserstuhl;Eisenbahnfahrzeugführer;2021
Christa;Lemke;1965;NPD;-1;Hamburg;4;;;Hamburg;Hausfrau;2021
Helmut;Walter;1952;NPD;-1;Hamburg;5;;;Wurster Nordseeküste;Rentner;2021
Uwe Ulrich;Wagner;1959;MLPD;-1;Hamburg;1;;;Hamburg;CNC-Fräser;2021
Narziss;Nianur;1964;MLPD;-1;Hamburg;2;;;Hamburg;techn. Angestellte;2021
Joachim Robert Maria;Griesbaum;1955;MLPD;-1;Hamburg;3;;;Hamburg;Schlosser;2021
Renate Inge-Marie;Dohrn;1954;MLPD;-1;Hamburg;4;;;Hamburg;Rentnerin;2021
Najia;Afshari;1968;MLPD;-1;Hamburg;5;;;Hamburg;Krankenschwester;2021
Christian Traugott;Kölle;1952;MLPD;-1;Hamburg;6;;;Hamburg;Sozialpädagoge;2021
Elke Anja Thea;Onken;1964;MLPD;-1;Hamburg;7;;;Hamburg;Sozialpädagogin;2021
Franziska;Baldes;1969;MLPD;-1;Hamburg;8;;;Hamburg;Sängerin;2021
Michael Karl;Brüning;1959;MLPD;-1;Hamburg;9;;;Hamburg;Systemadministrator;2021
Stephan;Brandt;1943;MLPD;-1;Hamburg;10;;;Hamburg;Schweißer;2021
Rita Maria;Giermann;1941;MLPD;-1;Hamburg;11;;;Hamburg;Rentnerin;2021
Dirk;Wilke;1961;DKP;-1;Hamburg;1;;;Hamburg;Angestellter;2021
Nils Magnus;Hansen;1977;DKP;-1;Hamburg;2;;;Hamburg;Arbeiter;2021
Olaf;Harms;1961;DKP;-1;Hamburg;3;;;Hamburg;Angestellter;2021
Kai Peter;Lüdders;1977;dieBasis;-1;Hamburg;1;;;Hamburg;Jurist;2021
Katja;Schäfer;1969;dieBasis;-1;Hamburg;2;;;Hamburg;Fachwirtin;2021
Inke;Meyer;1981;dieBasis;-1;Hamburg;3;;;Hamburg;Schiffsführerin;2021
André;Malitzki;1971;dieBasis;-1;Hamburg;4;;;Hamburg;Rechtsanwalt;2021
Marcel;Reinberg;1977;dieBasis;-1;Hamburg;5;;;Hamburg;Speditionskaufmann;2021
Hayo;Schürmann;1978;dieBasis;-1;Hamburg;6;;;Hamburg;Unternehmer;2021
Walter;Weber;1944;BÜNDNIS21;-1;Hamburg;1;Dr.;;Hamburg;Arzt;2021
Anja;Zarwel;1983;BÜNDNIS21;-1;Hamburg;2;;;Hamburg;Pädagogin, Studentin;2021
Michaela Laura;Baltrusch;1959;BÜNDNIS21;-1;Hamburg;3;;;Hamburg;exam. Krankenschwester;2021
Petra;Reidath;1968;BÜNDNIS21;-1;Hamburg;4;;;Hamburg;Mediendesignerin, Taxifahrerin;2021
Nana Asantewa;Asafu-Adjei;1977;du.;-1;Hamburg;1;;;Hamburg;Bürofachkraft;2021
Eva Gabi;Rost;1981;du.;-1;Hamburg;2;;;Hamburg;Erzieherin;2021
Zandile Amy;Ngono;1993;du.;-1;Hamburg;3;;;Hamburg;Studentin;2021
Aimée Dorothea Omanda;Pingel;1978;du.;-1;Hamburg;4;;;Hamburg;IT-Abteilungsleiterin;2021
Melis;Yilmaz;1991;du.;-1;Hamburg;5;;;Hamburg;Studentin;2021
Steffan;Nethe;1981;LKR;-1;Hamburg;1;;;Hamburg;Sozialversicherungsfachangestellter;2021
Simon Egon Jürgen;Rohlfing;1974;LKR;-1;Hamburg;2;;;Hamburg;Sinologe (M. A.), Rohstoffhändler;2021
Johannes Helmut;Purwin;1975;LKR;-1;Hamburg;3;;;Hamburg;Gesundheits- und Krankenpfleger;2021
Wolfgang Max Walter;Schlage;1954;LKR;-1;Hamburg;4;Dr.;;Hamburg;Dipl.-Volkswirt;2021
Bernd;Anders;1970;LKR;-1;Hamburg;5;;;Hamburg;wiss. Angestellter;2021
Michael;Brandt;1959;Die Humanisten;-1;Hamburg;1;;;Hamburg;Unternehmer;2021
Dana;Wenske;1978;Die Humanisten;-1;Hamburg;2;;;Hamburg;Controllerin;2021
Bengt;Cymbala;1994;Die Humanisten;-1;Hamburg;3;;;Hamburg;Student, angewandte Informatik;2021
Stefan;Kansy;1972;Die Humanisten;-1;Hamburg;4;;;Hamburg;ltd. Angestellter;2021
Jan Ole Bernd;Hartz;1983;Die Humanisten;-1;Hamburg;5;;;Hamburg;Informatiker;2021
Frank;Lüttschwager;1964;Die Humanisten;-1;Hamburg;6;;;Hamburg;Marktforscher, Unternehmer;2021
Christoph;Mewes;1981;PIRATEN;-1;Hamburg;1;;;Hamburg;Softwareentwickler;2021
Arthur;Kaiser;1982;PIRATEN;-1;Hamburg;2;;;Hamburg;Informatiker;2021
Frieder Ulrich;Kirsch;1978;PIRATEN;-1;Hamburg;3;;;Hamburg;Softwareentwickler;2021
Heino Arred;Schenck;1963;PIRATEN;-1;Hamburg;4;;;Hamburg;IT-Consultant;2021
Friedhelm Hartmut;Michnia;1955;PIRATEN;-1;Hamburg;5;;;Hamburg;Informationselektroniker;2021
Peter René;Pönitz;1982;PIRATEN;-1;Hamburg;6;;;Hamburg;IT-Berater;2021
Sarah;El Jobeili;1985;Team Todenhöfer;-1;Hamburg;1;;;Hamburg;Redakteurin;2021
Alan Stanislaw;Szutkowski;1991;Team Todenhöfer;-1;Hamburg;2;;;Hamburg;selbstständig;2021
Aydogan;Gün;1979;Team Todenhöfer;-1;Hamburg;3;;;Hamburg;Kommunikationsdesigner;2021
Taymaz;Soltani Germy;1981;Team Todenhöfer;-1;Hamburg;4;;;Hamburg;selbstständig;2021
Isabel Marion;Formella;1977;Team Todenhöfer;-1;Hamburg;5;Dr.;;Hamburg;Neurogenetik;2021
Farah;Osman;1992;Team Todenhöfer;-1;Hamburg;6;;;Hamburg;Psychologin;2021
Mehran Jamma;Harbehband;1989;Team Todenhöfer;-1;Hamburg;7;;;Hamburg;selbstständig;2021
Cem;Sentürk;1984;Team Todenhöfer;-1;Hamburg;8;;;Hamburg;Sozialökonom;2021
Luca Alexandra;Beitz;1997;Volt;-1;Hamburg;1;;;Hamburg;Studentin;2021
Dirk;Kotte;1978;Volt;-1;Hamburg;2;;;Hamburg;IT-Systemadministrator;2021
Lina Sophie;Fränzel;1995;Volt;-1;Hamburg;3;;;Hamburg;Head of Corporate Communications;2021
Sören Alexander;Horn;1987;Volt;-1;Hamburg;4;;;Hamburg;Gastronom;2021
Johanna Lea Sophie;Zymelka;1997;Volt;-1;Hamburg;5;;;Hamburg;Studentin;2021
Tim-Oliver;Horz;1978;Volt;-1;Hamburg;6;;;Hamburg;Controller;2021
Sarah;Fischer;1995;Volt;-1;Hamburg;7;;;Hamburg;wiss. Mitarbeiterin;2021
Henrik;Wiedwald;1998;Volt;-1;Hamburg;8;;;Hamburg;Student;2021
Maj-Britt;Hansen;1995;Volt;-1;Hamburg;9;;;Hamburg;med. Fachangestellte;2021
Harry Gerolf Marc;Apelt;1983;Volt;-1;Hamburg;10;;;Hamburg;Wirtschaftsinformatiker;2021
Steffen;Kramer;1990;Volt;-1;Hamburg;11;;;Hamburg;Business intelligence consultant;2021
Jan-Martin;Thoden;1975;Volt;-1;Hamburg;12;;;Hamburg;Energieelektroniker Anlagentechnik;2021
Hendrik;Hoppenstedt;1972;CDU;-1;Niedersachsen;1;Dr.;;Burgwedel;MdB, Staatsminister;2021
Michael;Grosse-Brömer;1960;CDU;-1;Niedersachsen;2;;;Brackel;MdB, Rechtsanwalt;2021
Gitta;Connemann;1964;CDU;-1;Niedersachsen;3;;;Hesel;MdB, Volljuristin;2021
Mathias Wolfgang Antonius;Middelberg;1964;CDU;-1;Niedersachsen;4;Dr.;;Osnabrück;MdB, Rechtsanwalt;2021
Enak Matthias;Ferlemann;1963;CDU;-1;Niedersachsen;5;;;Cuxhaven;MdB, parl. Staatssekretär;2021
Anne;Janssen;1982;CDU;-1;Niedersachsen;6;;;Wittmund;Lehrerin;2021
Tilman Moritz;Kuban;1987;CDU;-1;Niedersachsen;7;;;Barsinghausen;Unternehmensjurist, Rechtsanwalt;2021
Carsten;Müller;1970;CDU;-1;Niedersachsen;8;;;Braunschweig;MdB, Rechtsanwalt;2021
Mareike Lotte;Wulf;1979;CDU;-1;Niedersachsen;9;;;Emmerthal;MdL, Geschäftsführerin;2021
Fritz;Güntzler;1966;CDU;-1;Niedersachsen;10;;;Göttingen;MdB, Wirtschaftsprüfer;2021
Stephan Theodor Johannes;Albani;1968;CDU;-1;Niedersachsen;11;;;Bad Zwischenahn;Mitglied des Deutschen Bundestages;2021
Ingrid;Pahlmann;1957;CDU;-1;Niedersachsen;12;;;Gifhorn;MdB, Hauswirtschaftsleiterin;2021
Henning Rudolf Helmut;Otte;1968;CDU;-1;Niedersachsen;13;;;Bergen;Mitglied des Deutschen Bundestages;2021
Ute;Bertram;1961;CDU;-1;Niedersachsen;14;;;Alfeld (Leine);Bankfachwirtin;2021
Maximilian Marius;Oppelt;1986;CDU;-1;Niedersachsen;15;;;Hannover;Rechtsanwalt;2021
Diana;Rieck-Vogt;1972;CDU;-1;Niedersachsen;16;;;Hannover;Journalistin;2021
Eckhard;Pols;1962;CDU;-1;Niedersachsen;17;;;Lüneburg;MdB, Glasermeister;2021
Oliver Klaus;Grundmann;1971;CDU;-1;Niedersachsen;18;;;Stade;MdB, Rechtsanwalt;2021
Andreas;Weber;1979;CDU;-1;Niedersachsen;19;;;Königslutter am Elm;Landesgeschäftsführer;2021
Holger;Bormann;1981;CDU;-1;Niedersachsen;20;;;Wolfenbüttel;geschäftsführender Gesellschafter;2021
Andreas;Mattfeldt;1969;CDU;-1;Niedersachsen;21;;;Langwedel;MdB, Industriekaufmann;2021
André;Berghegger;1972;CDU;-1;Niedersachsen;22;Dr.;;Melle;MdB, Jurist;2021
Roy;Kühne;1967;CDU;-1;Niedersachsen;23;Dr.;;Northeim;MdB, Physiotherapeut;2021
Axel;Knoerig;1967;CDU;-1;Niedersachsen;24;;;Kirchdorf;Mitglied des Deutschen Bundestages;2021
Maik;Beermann;1981;CDU;-1;Niedersachsen;25;;;Steimbke;MdB, Sparkassenbetriebswirt;2021
Philipp Josef Erich;Albrecht;1995;CDU;-1;Niedersachsen;26;;;Ganderkesee;Volkswirt;2021
Joachim Lübbo;Kleen;1974;CDU;-1;Niedersachsen;27;Dr.;;Großheide;Tierarzt;2021
Carsten;Büttinghaus;1982;CDU;-1;Niedersachsen;28;;;Bispingen;Polizeibeamter;2021
Albert;Stegemann;1976;CDU;-1;Niedersachsen;29;;;Ringe;MdB, staatl. geprüfter Landwirtschaftsmeister;2021
Silvia Maria;Breher;1973;CDU;-1;Niedersachsen;30;;;Lindern (Oldenburg);MdB, Volljuristin;2021
Britta Ursula;Witte;1959;CDU;-1;Niedersachsen;31;;;Jesteburg;Kauffrau;2021
Annelene;Bornmann;1991;CDU;-1;Niedersachsen;32;;;Staufenberg;Studienrätin;2021
Kathleen;Radeck;1971;CDU;-1;Niedersachsen;33;;;Helmstedt;Polizeibeamtin;2021
Rainer;Hajek;1945;CDU;-1;Niedersachsen;34;;;Bockhorn;Groß- und Außenhandelskaufmann;2021
Barbara;Woltmann;1957;CDU;-1;Niedersachsen;35;;;Oldenburg (Oldenburg);Verwaltungsjuristin, Vizepräsidentin Landesamt;2021
Andrea Christine;Risius;1967;CDU;-1;Niedersachsen;36;;;Emden;Rechtsanwalts- und Notargehilfin;2021
Olaf Arno Albert;Lichy;1958;CDU;-1;Niedersachsen;37;;;Laatzen;Verwaltungsfachangestellter;2021
Cornelia Maria Elisabeth;Hesselmann;1963;CDU;-1;Niedersachsen;38;;;Bramsche;Projektleiterin, Fachkraft für Kindertagespflege;2021
Anika;Bittner;1995;CDU;-1;Niedersachsen;39;;;Niemetal;wiss. Mitarbeiterin, Doktorandin;2021
Till Olaf;Voß;1982;CDU;-1;Niedersachsen;40;;;Osnabrück;Unternehmensjurist;2021
Jonas;Schlossarek;1995;CDU;-1;Niedersachsen;41;;;Lehrte;Student der Wirtschaftswissenschaften (M. Sc.);2021
Maria;Berg;1958;CDU;-1;Niedersachsen;42;;von;Nordstemmen;Verwaltungsangestellte;2021
Nesrin;Odabasi;1973;CDU;-1;Niedersachsen;43;;;Garbsen;Geschäftsführerin;2021
Alexander Konrad Heinz Ulrich;Börger;1976;CDU;-1;Niedersachsen;44;Dr.;;Lehre;Prozessmanager;2021
Silke Ute Ingetraud Marion;Kollster;1963;CDU;-1;Niedersachsen;45;;;Celle;Dipl.-Kauffrau (FH);2021
Monika;Insinger;1956;CDU;-1;Niedersachsen;46;;;Niedernwöhren;Finanzbeamtin i. R.;2021
Jobst-Alexander;Dreß;1986;CDU;-1;Niedersachsen;47;;;Bad Harzburg;kaufm. Angestellter Agrar;2021
Juliane Gertrud;Große-Neugebauer;1966;CDU;-1;Niedersachsen;48;;;Meppen;Geschäftsführerin;2021
Petra;Averbeck;1959;CDU;-1;Niedersachsen;49;;;Oldenburg (Oldenburg);Verwaltungsjuristin;2021
Benjamin;Müller;1988;CDU;-1;Niedersachsen;50;;;Sulingen;Referent;2021
Diana;Siedentopf;1982;CDU;-1;Niedersachsen;51;;;Lehre;Prozesskoordinatorin;2021
Kerstin;Lorentsen;1964;CDU;-1;Niedersachsen;52;;;Northeim;Chefsekretärin;2021
Kai-Christian;Schönwald;1997;CDU;-1;Niedersachsen;53;;;Gehrden;Masterstudent Internat. Kommunikationsmanagement;2021
Anja Susanne;Thiede;1971;CDU;-1;Niedersachsen;54;;;Twistringen;Büroleiterin;2021
Beate;Senholdt;1966;CDU;-1;Niedersachsen;55;;;Schellerten;techn. Angestellte;2021
Frank;Germeshausen;1966;CDU;-1;Niedersachsen;56;;;Duderstadt;Apotheker;2021
Klara;Horst;1995;CDU;-1;Niedersachsen;57;;;Quendorf;Studentin;2021
Claudia Selma;Staiger;1959;CDU;-1;Niedersachsen;58;;;Bruchhausen-Vilsen;Kauffrau;2021
Andreas;Ahnefeld;1984;CDU;-1;Niedersachsen;59;;;Stadthagen;Disponent;2021
Meike;Lübbers;1996;CDU;-1;Niedersachsen;60;;;Weener;Studentin der Rechtswissenschaften;2021
Heike;Benecke;1979;CDU;-1;Niedersachsen;61;;;Sehnde;Bankkauffrau;2021
Cornell-Anette;Babendererde;1971;CDU;-1;Niedersachsen;62;Dr.;;Winsen (Luhe);Referentin EU-Finanzkontrolle;2021
Wolfgang-Hubertus;Heil;1972;SPD;-1;Niedersachsen;1;;;Peine;Politikwissenschaftler, Bundesminister;2021
Susanne;Mittag;1958;SPD;-1;Niedersachsen;2;;;Delmenhorst;Polizeibeamtin;2021
Matthias;Miersch;1968;SPD;-1;Niedersachsen;3;Dr.;;Laatzen;Rechtsanwalt;2021
Svenja;Stadler;1976;SPD;-1;Niedersachsen;4;;;Seevetal;MdB, Senior PR-Beraterin;2021
Lars;Klingbeil;1978;SPD;-1;Niedersachsen;5;;;Munster;Mitglied des Deutschen Bundestages;2021
Siemtje Victoria Regine Ilse Santjer;Möller;1983;SPD;-1;Niedersachsen;6;;;Varel;Lehrerin;2021
Dennis;Rohde;1986;SPD;-1;Niedersachsen;7;;;Wiefelstede;MdB, Rechtsanwalt;2021
Yasmin;Fahimi;1967;SPD;-1;Niedersachsen;8;;;Hannover;Dipl.-Chemikerin, Staatssekretärin a. D.;2021
Johannes;Schraps;1983;SPD;-1;Niedersachsen;9;;;Hameln;Mitglied des Deutschen Bundestages;2021
Frauke;Heiligenstadt;1966;SPD;-1;Niedersachsen;10;;;Katlenburg-Lindau;Dipl.-Verwaltungswirtin (FH), Ministerin a. D.;2021
Johann;Saathoff;1967;SPD;-1;Niedersachsen;11;;;Krummhörn;Mitglied des Deutschen Bundestages;2021
Dunja Eleonore Angelika;Kreiser;1971;SPD;-1;Niedersachsen;12;;;Evessen;MdL, Abwassermeisterin;2021
