Gruppenname;Gebietsnummer;jahr;Anzahl
Die Humanisten;251;2021;774
Team Todenhöfer;251;2021;0
UNABHÄNGIGE;251;2021;0
Volt;251;2021;0
EB: Schürer;251;2021;1884
CSU;252;2021;42780
SPD;252;2021;27453
AfD;252;2021;13431
FDP;252;2021;12880
GRÜNE;252;2021;31347
DIE LINKE;252;2021;7168
FREIE WÄHLER;252;2021;6540
ÖDP;252;2021;1637
Tierschutzpartei;252;2021;0
BP;252;2021;645
Die PARTEI;252;2021;2395
PIRATEN;252;2021;0
NPD;252;2021;0
V-Partei³;252;2021;954
Gesundheitsforschung;252;2021;0
MLPD;252;2021;166
DKP;252;2021;0
dieBasis;252;2021;3399
Bündnis C;252;2021;0
III. Weg;252;2021;0
du.;252;2021;0
LKR;252;2021;0
Die Humanisten;252;2021;0
Team Todenhöfer;252;2021;0
UNABHÄNGIGE;252;2021;0
Volt;252;2021;697
EB: Kolb;252;2021;242
EB: Sirin;252;2021;577
CSU;253;2021;82423
SPD;253;2021;29435
AfD;253;2021;19660
FDP;253;2021;16032
GRÜNE;253;2021;24806
DIE LINKE;253;2021;3573
FREIE WÄHLER;253;2021;19230
ÖDP;253;2021;3100
Tierschutzpartei;253;2021;0
BP;253;2021;0
Die PARTEI;253;2021;0
PIRATEN;253;2021;0
NPD;253;2021;0
V-Partei³;253;2021;0
Gesundheitsforschung;253;2021;0
MLPD;253;2021;0
DKP;253;2021;0
dieBasis;253;2021;4693
Bündnis C;253;2021;0
III. Weg;253;2021;0
du.;253;2021;0
LKR;253;2021;0
Die Humanisten;253;2021;0
Team Todenhöfer;253;2021;0
UNABHÄNGIGE;253;2021;0
Volt;253;2021;0
EB: Baydar;253;2021;135
CSU;254;2021;64045
SPD;254;2021;29872
AfD;254;2021;15723
FDP;254;2021;9915
GRÜNE;254;2021;11076
DIE LINKE;254;2021;3048
FREIE WÄHLER;254;2021;14834
ÖDP;254;2021;1420
Tierschutzpartei;254;2021;0
BP;254;2021;0
Die PARTEI;254;2021;0
PIRATEN;254;2021;0
NPD;254;2021;0
V-Partei³;254;2021;966
Gesundheitsforschung;254;2021;0
MLPD;254;2021;0
DKP;254;2021;0
dieBasis;254;2021;3895
Bündnis C;254;2021;0
III. Weg;254;2021;0
du.;254;2021;0
LKR;254;2021;294
Die Humanisten;254;2021;0
Team Todenhöfer;254;2021;0
UNABHÄNGIGE;254;2021;836
Volt;254;2021;0
CSU;255;2021;69676
SPD;255;2021;29960
AfD;255;2021;22517
FDP;255;2021;14542
GRÜNE;255;2021;20621
DIE LINKE;255;2021;3466
FREIE WÄHLER;255;2021;13964
ÖDP;255;2021;1776
Tierschutzpartei;255;2021;3980
BP;255;2021;0
Die PARTEI;255;2021;0
PIRATEN;255;2021;1707
NPD;255;2021;0
V-Partei³;255;2021;0
Gesundheitsforschung;255;2021;0
MLPD;255;2021;0
DKP;255;2021;0
dieBasis;255;2021;3782
Bündnis C;255;2021;0
III. Weg;255;2021;0
du.;255;2021;0
LKR;255;2021;0
Die Humanisten;255;2021;0
Team Todenhöfer;255;2021;0
UNABHÄNGIGE;255;2021;0
Volt;255;2021;900
EB: Langhans;255;2021;443
CSU;256;2021;53566
SPD;256;2021;28401
AfD;256;2021;14473
FDP;256;2021;23604
GRÜNE;256;2021;27817
DIE LINKE;256;2021;4911
FREIE WÄHLER;256;2021;16181
ÖDP;256;2021;2233
Tierschutzpartei;256;2021;0
BP;256;2021;0
Die PARTEI;256;2021;2269
PIRATEN;256;2021;0
NPD;256;2021;0
V-Partei³;256;2021;731
Gesundheitsforschung;256;2021;0
MLPD;256;2021;0
DKP;256;2021;0
dieBasis;256;2021;5508
Bündnis C;256;2021;0
III. Weg;256;2021;0
du.;256;2021;0
LKR;256;2021;0
Die Humanisten;256;2021;0
Team Todenhöfer;256;2021;0
UNABHÄNGIGE;256;2021;0
Volt;256;2021;0
EB: Dorn;256;2021;444
CSU;257;2021;76399
SPD;257;2021;24288
AfD;257;2021;20021
FDP;257;2021;14258
GRÜNE;257;2021;24128
DIE LINKE;257;2021;6667
FREIE WÄHLER;257;2021;17819
ÖDP;257;2021;3120
Tierschutzpartei;257;2021;0
BP;257;2021;0
Die PARTEI;257;2021;2340
PIRATEN;257;2021;0
NPD;257;2021;0
V-Partei³;257;2021;782
Gesundheitsforschung;257;2021;0
MLPD;257;2021;0
DKP;257;2021;0
dieBasis;257;2021;7303
Bündnis C;257;2021;0
III. Weg;257;2021;0
du.;257;2021;0
LKR;257;2021;0
Die Humanisten;257;2021;0
Team Todenhöfer;257;2021;0
UNABHÄNGIGE;257;2021;0
Volt;257;2021;0
CDU;258;2021;36605
SPD;258;2021;20012
GRÜNE;258;2021;62594
FDP;258;2021;16504
AfD;258;2021;6295
DIE LINKE;258;2021;6447
Tierschutzpartei;258;2021;1528
Die PARTEI;258;2021;1684
FREIE WÄHLER;258;2021;1281
PIRATEN;258;2021;0
ÖDP;258;2021;0
NPD;258;2021;0
DiB;258;2021;213
MLPD;258;2021;125
DKP;258;2021;0
dieBasis;258;2021;1985
Bündnis C;258;2021;0
BÜRGERBEWEGUNG;258;2021;216
BÜNDNIS21;258;2021;0
LKR;258;2021;0
Die Humanisten;258;2021;256
Gesundheitsforschung;258;2021;0
Team Todenhöfer;258;2021;0
Volt;258;2021;877
BüSo;258;2021;34
EB: Ressdorf;258;2021;26
CDU;259;2021;34312
SPD;259;2021;27224
GRÜNE;259;2021;31446
FDP;259;2021;14678
AfD;259;2021;9603
DIE LINKE;259;2021;6294
Tierschutzpartei;259;2021;1763
Die PARTEI;259;2021;1674
FREIE WÄHLER;259;2021;1833
PIRATEN;259;2021;0
ÖDP;259;2021;0
NPD;259;2021;0
DiB;259;2021;0
MLPD;259;2021;189
DKP;259;2021;0
dieBasis;259;2021;1778
Bündnis C;259;2021;0
BÜRGERBEWEGUNG;259;2021;317
BÜNDNIS21;259;2021;0
LKR;259;2021;0
Die Humanisten;259;2021;220
Gesundheitsforschung;259;2021;0
Team Todenhöfer;259;2021;0
Volt;259;2021;732
BüSo;259;2021;28
EB: Demir;259;2021;373
CDU;260;2021;57504
SPD;260;2021;40844
GRÜNE;260;2021;30211
FDP;260;2021;32184
AfD;260;2021;16175
DIE LINKE;260;2021;4548
Tierschutzpartei;260;2021;0
Die PARTEI;260;2021;1815
FREIE WÄHLER;260;2021;4790
PIRATEN;260;2021;0
ÖDP;260;2021;783
NPD;260;2021;0
DiB;260;2021;320
MLPD;260;2021;170
DKP;260;2021;0
dieBasis;260;2021;2856
Bündnis C;260;2021;0
BÜRGERBEWEGUNG;260;2021;0
BÜNDNIS21;260;2021;0
LKR;260;2021;0
Die Humanisten;260;2021;0
Gesundheitsforschung;260;2021;0
Team Todenhöfer;260;2021;0
Volt;260;2021;665
EB: Miller;260;2021;239
EB: Tolzin;260;2021;690
CDU;261;2021;41976
SPD;261;2021;28501
GRÜNE;261;2021;24058
FDP;261;2021;16011
AfD;261;2021;9123
DIE LINKE;261;2021;3477
Tierschutzpartei;261;2021;0
Die PARTEI;261;2021;1758
FREIE WÄHLER;261;2021;2844
PIRATEN;261;2021;0
ÖDP;261;2021;0
NPD;261;2021;0
DiB;261;2021;0
MLPD;261;2021;206
DKP;261;2021;0
dieBasis;261;2021;2256
Bündnis C;261;2021;0
BÜRGERBEWEGUNG;261;2021;0
BÜNDNIS21;261;2021;0
LKR;261;2021;0
Die Humanisten;261;2021;306
Gesundheitsforschung;261;2021;0
Team Todenhöfer;261;2021;0
Volt;261;2021;504
CDU;262;2021;49506
SPD;262;2021;34617
GRÜNE;262;2021;29619
FDP;262;2021;22765
AfD;262;2021;13597
DIE LINKE;262;2021;3970
Tierschutzpartei;262;2021;0
Die PARTEI;262;2021;2428
FREIE WÄHLER;262;2021;3948
PIRATEN;262;2021;0
ÖDP;262;2021;0
NPD;262;2021;0
DiB;262;2021;513
MLPD;262;2021;95
DKP;262;2021;0
dieBasis;262;2021;3417
Bündnis C;262;2021;0
BÜRGERBEWEGUNG;262;2021;0
BÜNDNIS21;262;2021;0
LKR;262;2021;0
Die Humanisten;262;2021;0
Gesundheitsforschung;262;2021;0
Team Todenhöfer;262;2021;0
Volt;262;2021;0
CDU;263;2021;41558
SPD;263;2021;31824
GRÜNE;263;2021;15932
FDP;263;2021;16481
AfD;263;2021;15818
DIE LINKE;263;2021;2958
Tierschutzpartei;263;2021;0
Die PARTEI;263;2021;2033
FREIE WÄHLER;263;2021;4394
PIRATEN;263;2021;0
ÖDP;263;2021;0
NPD;263;2021;0
DiB;263;2021;0
MLPD;263;2021;170
DKP;263;2021;0
dieBasis;263;2021;2839
Bündnis C;263;2021;0
BÜRGERBEWEGUNG;263;2021;0
BÜNDNIS21;263;2021;0
LKR;263;2021;0
Die Humanisten;263;2021;0
Gesundheitsforschung;263;2021;0
Team Todenhöfer;263;2021;0
Volt;263;2021;0
CDU;264;2021;50566
SPD;264;2021;39642
GRÜNE;264;2021;26224
FDP;264;2021;27123
AfD;264;2021;15196
DIE LINKE;264;2021;4464
Tierschutzpartei;264;2021;0
Die PARTEI;264;2021;2381
FREIE WÄHLER;264;2021;3280
PIRATEN;264;2021;0
ÖDP;264;2021;0
NPD;264;2021;0
DiB;264;2021;460
MLPD;264;2021;156
DKP;264;2021;0
dieBasis;264;2021;4257
Bündnis C;264;2021;0
BÜRGERBEWEGUNG;264;2021;0
BÜNDNIS21;264;2021;0
LKR;264;2021;0
Die Humanisten;264;2021;0
Gesundheitsforschung;264;2021;0
Team Todenhöfer;264;2021;0
Volt;264;2021;658
CDU;265;2021;50297
SPD;265;2021;31409
GRÜNE;265;2021;34663
FDP;265;2021;23891
AfD;265;2021;14392
DIE LINKE;265;2021;4886
Tierschutzpartei;265;2021;0
Die PARTEI;265;2021;2114
FREIE WÄHLER;265;2021;3803
PIRATEN;265;2021;0
ÖDP;265;2021;929
NPD;265;2021;0
DiB;265;2021;0
MLPD;265;2021;0
DKP;265;2021;0
dieBasis;265;2021;2960
Bündnis C;265;2021;0
BÜRGERBEWEGUNG;265;2021;0
BÜNDNIS21;265;2021;0
LKR;265;2021;0
Die Humanisten;265;2021;0
Gesundheitsforschung;265;2021;0
Team Todenhöfer;265;2021;0
Volt;265;2021;684
EB: Gibanica;265;2021;224
EB: Novotny;265;2021;291
CDU;266;2021;56249
SPD;266;2021;41708
GRÜNE;266;2021;29015
FDP;266;2021;22792
AfD;266;2021;18478
DIE LINKE;266;2021;4357
Tierschutzpartei;266;2021;0
Die PARTEI;266;2021;2601
FREIE WÄHLER;266;2021;4218
PIRATEN;266;2021;0
ÖDP;266;2021;1058
NPD;266;2021;0
DiB;266;2021;610
MLPD;266;2021;0
DKP;266;2021;0
dieBasis;266;2021;3655
Bündnis C;266;2021;0
BÜRGERBEWEGUNG;266;2021;0
BÜNDNIS21;266;2021;0
LKR;266;2021;0
Die Humanisten;266;2021;0
Gesundheitsforschung;266;2021;0
Team Todenhöfer;266;2021;0
Volt;266;2021;0
EB: Hartmann;266;2021;310
CDU;267;2021;50299
SPD;267;2021;43887
GRÜNE;267;2021;23018
FDP;267;2021;24748
AfD;267;2021;23093
DIE LINKE;267;2021;4237
Tierschutzpartei;267;2021;0
Die PARTEI;267;2021;2988
FREIE WÄHLER;267;2021;4595
PIRATEN;267;2021;0
ÖDP;267;2021;0
NPD;267;2021;0
DiB;267;2021;0
MLPD;267;2021;225
DKP;267;2021;0
dieBasis;267;2021;3354
Bündnis C;267;2021;0
BÜRGERBEWEGUNG;267;2021;0
BÜNDNIS21;267;2021;0
LKR;267;2021;0
Die Humanisten;267;2021;497
Gesundheitsforschung;267;2021;0
Team Todenhöfer;267;2021;0
Volt;267;2021;0
CDU;268;2021;54894
SPD;268;2021;33568
GRÜNE;268;2021;25825
FDP;268;2021;19941
AfD;268;2021;20579
DIE LINKE;268;2021;4090
Tierschutzpartei;268;2021;0
Die PARTEI;268;2021;2425
FREIE WÄHLER;268;2021;3460
PIRATEN;268;2021;0
ÖDP;268;2021;1239
NPD;268;2021;0
DiB;268;2021;0
MLPD;268;2021;182
DKP;268;2021;0
dieBasis;268;2021;4923
Bündnis C;268;2021;0
BÜRGERBEWEGUNG;268;2021;0
BÜNDNIS21;268;2021;0
LKR;268;2021;0
Die Humanisten;268;2021;0
Gesundheitsforschung;268;2021;0
Team Todenhöfer;268;2021;0
Volt;268;2021;0
CDU;269;2021;41176
SPD;269;2021;32904
GRÜNE;269;2021;15587
FDP;269;2021;16198
AfD;269;2021;15802
DIE LINKE;269;2021;3929
Tierschutzpartei;269;2021;0
Die PARTEI;269;2021;2308
FREIE WÄHLER;269;2021;3286
PIRATEN;269;2021;0
ÖDP;269;2021;0
NPD;269;2021;0
DiB;269;2021;0
MLPD;269;2021;138
DKP;269;2021;0
dieBasis;269;2021;3673
Bündnis C;269;2021;0
BÜRGERBEWEGUNG;269;2021;0
BÜNDNIS21;269;2021;0
LKR;269;2021;0
Die Humanisten;269;2021;0
Gesundheitsforschung;269;2021;0
Team Todenhöfer;269;2021;0
Volt;269;2021;0
CDU;270;2021;61832
SPD;270;2021;36501
GRÜNE;270;2021;20364
FDP;270;2021;15708
AfD;270;2021;16988
DIE LINKE;270;2021;3905
Tierschutzpartei;270;2021;0
Die PARTEI;270;2021;2313
FREIE WÄHLER;270;2021;4477
PIRATEN;270;2021;0
ÖDP;270;2021;0
NPD;270;2021;0
DiB;270;2021;0
MLPD;270;2021;189
DKP;270;2021;0
dieBasis;270;2021;4114
Bündnis C;270;2021;0
BÜRGERBEWEGUNG;270;2021;0
BÜNDNIS21;270;2021;0
LKR;270;2021;0
Die Humanisten;270;2021;0
Gesundheitsforschung;270;2021;0
Team Todenhöfer;270;2021;0
Volt;270;2021;542
CDU;271;2021;30921
SPD;271;2021;33630
GRÜNE;271;2021;47473
FDP;271;2021;15793
AfD;271;2021;10811
DIE LINKE;271;2021;7956
Tierschutzpartei;271;2021;0
Die PARTEI;271;2021;2811
FREIE WÄHLER;271;2021;1723
PIRATEN;271;2021;0
ÖDP;271;2021;605
NPD;271;2021;0
DiB;271;2021;0
MLPD;271;2021;162
DKP;271;2021;0
dieBasis;271;2021;3152
Bündnis C;271;2021;452
BÜRGERBEWEGUNG;271;2021;0
BÜNDNIS21;271;2021;0
LKR;271;2021;0
Die Humanisten;271;2021;749
Gesundheitsforschung;271;2021;0
Team Todenhöfer;271;2021;0
Volt;271;2021;1547
KlimalisteBW;271;2021;456
CDU;272;2021;50581
SPD;272;2021;37948
GRÜNE;272;2021;27755
FDP;272;2021;19066
AfD;272;2021;14963
DIE LINKE;272;2021;4040
Tierschutzpartei;272;2021;0
Die PARTEI;272;2021;2437
FREIE WÄHLER;272;2021;4358
PIRATEN;272;2021;0
ÖDP;272;2021;562
NPD;272;2021;0
DiB;272;2021;0
MLPD;272;2021;0
DKP;272;2021;0
dieBasis;272;2021;3505
Bündnis C;272;2021;0
BÜRGERBEWEGUNG;272;2021;0
BÜNDNIS21;272;2021;0
LKR;272;2021;0
Die Humanisten;272;2021;496
Gesundheitsforschung;272;2021;0
Team Todenhöfer;272;2021;0
Volt;272;2021;0
EB: Mund;272;2021;548
CDU;273;2021;50988
SPD;273;2021;34847
GRÜNE;273;2021;19962
FDP;273;2021;17764
AfD;273;2021;16455
DIE LINKE;273;2021;4212
Tierschutzpartei;273;2021;0
Die PARTEI;273;2021;0
FREIE WÄHLER;273;2021;4477
PIRATEN;273;2021;0
ÖDP;273;2021;0
NPD;273;2021;0
DiB;273;2021;0
MLPD;273;2021;0
DKP;273;2021;0
dieBasis;273;2021;3557
Bündnis C;273;2021;0
BÜRGERBEWEGUNG;273;2021;0
BÜNDNIS21;273;2021;0
LKR;273;2021;0
Die Humanisten;273;2021;0
Gesundheitsforschung;273;2021;0
Team Todenhöfer;273;2021;0
Volt;273;2021;772
EB: Rapps;273;2021;75
KlimalisteBW;273;2021;486
CDU;274;2021;42582
SPD;274;2021;35602
GRÜNE;274;2021;53288
FDP;274;2021;15906
AfD;274;2021;10823
DIE LINKE;274;2021;6987
Tierschutzpartei;274;2021;0
Die PARTEI;274;2021;2151
FREIE WÄHLER;274;2021;2839
PIRATEN;274;2021;0
ÖDP;274;2021;0
NPD;274;2021;0
DiB;274;2021;0
MLPD;274;2021;141
DKP;274;2021;0
dieBasis;274;2021;2976
Bündnis C;274;2021;0
BÜRGERBEWEGUNG;274;2021;0
BÜNDNIS21;274;2021;0
LKR;274;2021;0
Die Humanisten;274;2021;592
Gesundheitsforschung;274;2021;0
Team Todenhöfer;274;2021;0
Volt;274;2021;1680
KlimalisteBW;274;2021;1070
CDU;275;2021;27986
SPD;275;2021;37102
GRÜNE;275;2021;31723
FDP;275;2021;14879
AfD;275;2021;13773
DIE LINKE;275;2021;6811
Tierschutzpartei;275;2021;0
Die PARTEI;275;2021;1933
FREIE WÄHLER;275;2021;3205
PIRATEN;275;2021;0
ÖDP;275;2021;500
NPD;275;2021;0
DiB;275;2021;0
MLPD;275;2021;184
DKP;275;2021;0
dieBasis;275;2021;2276
Bündnis C;275;2021;0
BÜRGERBEWEGUNG;275;2021;0
BÜNDNIS21;275;2021;0
LKR;275;2021;0
Die Humanisten;275;2021;0
Gesundheitsforschung;275;2021;0
Team Todenhöfer;275;2021;0
Volt;275;2021;0
KlimalisteBW;275;2021;410
CDU;276;2021;57391
SPD;276;2021;33083
GRÜNE;276;2021;17695
FDP;276;2021;15549
AfD;276;2021;19374
DIE LINKE;276;2021;3722
Tierschutzpartei;276;2021;0
Die PARTEI;276;2021;2636
FREIE WÄHLER;276;2021;7329
PIRATEN;276;2021;0
ÖDP;276;2021;0
NPD;276;2021;0
DiB;276;2021;0
MLPD;276;2021;0
DKP;276;2021;0
dieBasis;276;2021;3473
Bündnis C;276;2021;0
BÜRGERBEWEGUNG;276;2021;0
BÜNDNIS21;276;2021;0
LKR;276;2021;0
Die Humanisten;276;2021;0
Gesundheitsforschung;276;2021;0
Team Todenhöfer;276;2021;0
Volt;276;2021;0
CDU;277;2021;43487
SPD;277;2021;41205
GRÜNE;277;2021;22696
FDP;277;2021;17769
AfD;277;2021;15296
DIE LINKE;277;2021;4006
Tierschutzpartei;277;2021;0
Die PARTEI;277;2021;0
FREIE WÄHLER;277;2021;3979
PIRATEN;277;2021;0
ÖDP;277;2021;0
NPD;277;2021;0
DiB;277;2021;0
MLPD;277;2021;0
DKP;277;2021;0
dieBasis;277;2021;3238
Bündnis C;277;2021;0
BÜRGERBEWEGUNG;277;2021;0
BÜNDNIS21;277;2021;0
LKR;277;2021;0
Die Humanisten;277;2021;0
Gesundheitsforschung;277;2021;0
Team Todenhöfer;277;2021;0
Volt;277;2021;0
EB: Schmitt;277;2021;821
CDU;278;2021;44465
SPD;278;2021;32836
GRÜNE;278;2021;22154
FDP;278;2021;17635
AfD;278;2021;17352
DIE LINKE;278;2021;3854
Tierschutzpartei;278;2021;0
Die PARTEI;278;2021;2553
FREIE WÄHLER;278;2021;5054
PIRATEN;278;2021;0
ÖDP;278;2021;0
NPD;278;2021;0
DiB;278;2021;0
MLPD;278;2021;0
DKP;278;2021;0
dieBasis;278;2021;2878
Bündnis C;278;2021;0
BÜRGERBEWEGUNG;278;2021;0
BÜNDNIS21;278;2021;0
LKR;278;2021;0
Die Humanisten;278;2021;0
Gesundheitsforschung;278;2021;0
Team Todenhöfer;278;2021;0
Volt;278;2021;0
EB: Fritsch;278;2021;1422
CDU;279;2021;46291
SPD;279;2021;33957
GRÜNE;279;2021;20679
FDP;279;2021;20632
AfD;279;2021;22943
DIE LINKE;279;2021;3772
Tierschutzpartei;279;2021;3963
Die PARTEI;279;2021;2270
FREIE WÄHLER;279;2021;4407
PIRATEN;279;2021;0
ÖDP;279;2021;0
NPD;279;2021;0
DiB;279;2021;0
MLPD;279;2021;0
DKP;279;2021;0
dieBasis;279;2021;2555
Bündnis C;279;2021;0
BÜRGERBEWEGUNG;279;2021;1023
BÜNDNIS21;279;2021;0
LKR;279;2021;0
Die Humanisten;279;2021;0
Gesundheitsforschung;279;2021;0
Team Todenhöfer;279;2021;0
Volt;279;2021;0
EB: Herrlinger;279;2021;49
CDU;280;2021;51208
SPD;280;2021;26111
GRÜNE;280;2021;17712
FDP;280;2021;22685
AfD;280;2021;18668
DIE LINKE;280;2021;2998
Tierschutzpartei;280;2021;2749
Die PARTEI;280;2021;1526
FREIE WÄHLER;280;2021;4202
PIRATEN;280;2021;0
ÖDP;280;2021;0
NPD;280;2021;0
DiB;280;2021;0
MLPD;280;2021;0
DKP;280;2021;0
dieBasis;280;2021;3083
Bündnis C;280;2021;0
BÜRGERBEWEGUNG;280;2021;0
BÜNDNIS21;280;2021;0
LKR;280;2021;180
Die Humanisten;280;2021;0
Gesundheitsforschung;280;2021;0
Team Todenhöfer;280;2021;0
Volt;280;2021;0
KlimalisteBW;280;2021;391
CDU;281;2021;37111
SPD;281;2021;47198
GRÜNE;281;2021;51777
FDP;281;2021;13835
AfD;281;2021;8107
DIE LINKE;281;2021;9604
Tierschutzpartei;281;2021;0
Die PARTEI;281;2021;2730
FREIE WÄHLER;281;2021;2769
PIRATEN;281;2021;0
ÖDP;281;2021;0
NPD;281;2021;0
DiB;281;2021;0
MLPD;281;2021;134
DKP;281;2021;0
dieBasis;281;2021;4115
Bündnis C;281;2021;0
BÜRGERBEWEGUNG;281;2021;0
BÜNDNIS21;281;2021;0
LKR;281;2021;0
Die Humanisten;281;2021;561
Gesundheitsforschung;281;2021;0
Team Todenhöfer;281;2021;0
Volt;281;2021;1043
KlimalisteBW;281;2021;785
CDU;282;2021;43509
SPD;282;2021;37496
GRÜNE;282;2021;35558
FDP;282;2021;24430
AfD;282;2021;13981
DIE LINKE;282;2021;4580
Tierschutzpartei;282;2021;0
Die PARTEI;282;2021;2586
FREIE WÄHLER;282;2021;3530
PIRATEN;282;2021;1009
ÖDP;282;2021;0
NPD;282;2021;0
DiB;282;2021;0
MLPD;282;2021;168
DKP;282;2021;0
dieBasis;282;2021;4799
Bündnis C;282;2021;0
BÜRGERBEWEGUNG;282;2021;0
BÜNDNIS21;282;2021;0
LKR;282;2021;148
Die Humanisten;282;2021;0
Gesundheitsforschung;282;2021;0
Team Todenhöfer;282;2021;0
Volt;282;2021;0
V-Partei³;282;2021;550
CDU;283;2021;46406
SPD;283;2021;46316
GRÜNE;283;2021;23345
FDP;283;2021;16620
AfD;283;2021;14396
DIE LINKE;283;2021;4921
Tierschutzpartei;283;2021;3601
Die PARTEI;283;2021;1980
FREIE WÄHLER;283;2021;3963
PIRATEN;283;2021;0
ÖDP;283;2021;1159
NPD;283;2021;0
DiB;283;2021;0
MLPD;283;2021;0
DKP;283;2021;0
dieBasis;283;2021;3325
Bündnis C;283;2021;0
BÜRGERBEWEGUNG;283;2021;0
BÜNDNIS21;283;2021;0
LKR;283;2021;0
Die Humanisten;283;2021;0
Gesundheitsforschung;283;2021;0
Team Todenhöfer;283;2021;0
Volt;283;2021;623
CDU;284;2021;54148
SPD;284;2021;29003
GRÜNE;284;2021;21717
FDP;284;2021;16692
AfD;284;2021;13876
DIE LINKE;284;2021;4254
Tierschutzpartei;284;2021;0
Die PARTEI;284;2021;2627
FREIE WÄHLER;284;2021;5881
PIRATEN;284;2021;0
ÖDP;284;2021;0
NPD;284;2021;0
DiB;284;2021;0
MLPD;284;2021;0
DKP;284;2021;0
dieBasis;284;2021;6955
Bündnis C;284;2021;0
BÜRGERBEWEGUNG;284;2021;0
BÜNDNIS21;284;2021;0
LKR;284;2021;0
Die Humanisten;284;2021;0
Gesundheitsforschung;284;2021;0
Team Todenhöfer;284;2021;0
Volt;284;2021;0
CDU;285;2021;46535
SPD;285;2021;23989
GRÜNE;285;2021;18184
FDP;285;2021;24784
AfD;285;2021;20293
DIE LINKE;285;2021;3177
Tierschutzpartei;285;2021;0
Die PARTEI;285;2021;0
FREIE WÄHLER;285;2021;3733
PIRATEN;285;2021;0
ÖDP;285;2021;1541
NPD;285;2021;0
DiB;285;2021;0
MLPD;285;2021;0
DKP;285;2021;0
dieBasis;285;2021;5058
Bündnis C;285;2021;0
BÜRGERBEWEGUNG;285;2021;0
BÜNDNIS21;285;2021;0
LKR;285;2021;0
Die Humanisten;285;2021;544
Gesundheitsforschung;285;2021;0
Team Todenhöfer;285;2021;0
Volt;285;2021;0
CDU;286;2021;44188
SPD;286;2021;21996
GRÜNE;286;2021;14692
FDP;286;2021;16747
AfD;286;2021;12795
DIE LINKE;286;2021;2757
Tierschutzpartei;286;2021;0
Die PARTEI;286;2021;0
FREIE WÄHLER;286;2021;3306
PIRATEN;286;2021;0
ÖDP;286;2021;0
NPD;286;2021;0
DiB;286;2021;0
MLPD;286;2021;140
DKP;286;2021;0
dieBasis;286;2021;4871
Bündnis C;286;2021;0
BÜRGERBEWEGUNG;286;2021;0
BÜNDNIS21;286;2021;0
LKR;286;2021;0
Die Humanisten;286;2021;0
Gesundheitsforschung;286;2021;0
Team Todenhöfer;286;2021;0
Volt;286;2021;0
CDU;287;2021;53362
SPD;287;2021;31486
GRÜNE;287;2021;28142
FDP;287;2021;17047
AfD;287;2021;13487
DIE LINKE;287;2021;5591
Tierschutzpartei;287;2021;0
Die PARTEI;287;2021;2838
FREIE WÄHLER;287;2021;2809
PIRATEN;287;2021;0
ÖDP;287;2021;945
NPD;287;2021;0
DiB;287;2021;0
MLPD;287;2021;0
DKP;287;2021;0
dieBasis;287;2021;0
Bündnis C;287;2021;0
BÜRGERBEWEGUNG;287;2021;0
BÜNDNIS21;287;2021;0
LKR;287;2021;180
Die Humanisten;287;2021;0
Gesundheitsforschung;287;2021;0
Team Todenhöfer;287;2021;0
Volt;287;2021;0
EB: Harting;287;2021;60
EB: Ringger;287;2021;339
CDU;288;2021;45335
SPD;288;2021;34449
GRÜNE;288;2021;20679
FDP;288;2021;10217
AfD;288;2021;11420
DIE LINKE;288;2021;3606
Tierschutzpartei;288;2021;0
Die PARTEI;288;2021;0
FREIE WÄHLER;288;2021;3482
PIRATEN;288;2021;0
ÖDP;288;2021;895
NPD;288;2021;0
DiB;288;2021;0
MLPD;288;2021;0
DKP;288;2021;0
dieBasis;288;2021;3975
Bündnis C;288;2021;0
BÜRGERBEWEGUNG;288;2021;0
BÜNDNIS21;288;2021;0
LKR;288;2021;0
Die Humanisten;288;2021;0
Gesundheitsforschung;288;2021;0
Team Todenhöfer;288;2021;0
Volt;288;2021;819
CDU;289;2021;49631
SPD;289;2021;27236
GRÜNE;289;2021;25399
FDP;289;2021;20411
AfD;289;2021;15356
DIE LINKE;289;2021;6169
Tierschutzpartei;289;2021;0
Die PARTEI;289;2021;2211
FREIE WÄHLER;289;2021;3139
PIRATEN;289;2021;0
ÖDP;289;2021;0
NPD;289;2021;0
DiB;289;2021;0
MLPD;289;2021;178
DKP;289;2021;0
dieBasis;289;2021;2747
Bündnis C;289;2021;0
BÜRGERBEWEGUNG;289;2021;0
BÜNDNIS21;289;2021;0
LKR;289;2021;0
Die Humanisten;289;2021;0
Gesundheitsforschung;289;2021;0
Team Todenhöfer;289;2021;0
Volt;289;2021;0
CDU;290;2021;43024
SPD;290;2021;28982
GRÜNE;290;2021;40978
FDP;290;2021;15059
AfD;290;2021;12484
DIE LINKE;290;2021;7526
Tierschutzpartei;290;2021;2544
Die PARTEI;290;2021;1952
FREIE WÄHLER;290;2021;2789
PIRATEN;290;2021;0
ÖDP;290;2021;743
NPD;290;2021;0
DiB;290;2021;493
MLPD;290;2021;114
DKP;290;2021;0
dieBasis;290;2021;2940
Bündnis C;290;2021;0
BÜRGERBEWEGUNG;290;2021;0
BÜNDNIS21;290;2021;0
LKR;290;2021;0
Die Humanisten;290;2021;0
Gesundheitsforschung;290;2021;0
Team Todenhöfer;290;2021;0
Volt;290;2021;0
CDU;291;2021;57608
